time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,51.56,13
5,0.00,0.00,0.00,0.00,0.00,54.75,13
7,0.00,0.00,0.00,0.00,0.00,56.89,13
9,0.00,0.00,0.00,0.00,0.00,59.19,13
11,0.00,0.00,0.00,0.00,0.00,58.55,13
13,0.00,0.00,0.00,0.00,0.00,55.78,2
15,0.00,0.00,0.00,0.00,0.00,52.81,2
17,0.00,0.00,0.06,0.08,0.70,50.75,2
19,0.00,0.00,0.09,0.13,0.60,44.27,2
21,0.00,0.00,0.31,0.62,2.60,38.40,2
23,0.84,3.35,0.38,0.89,4.60,34.28,11
25,2.70,10.79,0.55,1.27,6.60,33.97,11
27,4.12,16.48,0.69,1.37,6.54,38.02,11
29,1.73,6.93,1.09,2.04,8.54,44.65,11
31,1.42,5.68,1.26,2.08,7.32,47.35,11
33,1.42,5.68,0.90,0.83,7.71,47.47,7
35,1.40,5.59,0.81,0.62,9.71,51.68,7
37,0.12,0.48,0.98,0.75,11.71,44.55,7
39,0.00,0.00,0.32,0.54,1.96,38.61,7
41,0.49,1.98,0.82,1.21,3.96,36.04,7
43,1.41,5.63,0.95,0.82,5.29,38.08,4
45,1.37,5.47,1.27,1.26,7.29,48.93,4
47,0.06,0.24,1.62,1.59,9.29,50.67,4
49,0.82,3.26,1.06,1.30,11.29,49.00,4
51,1.07,4.28,1.40,1.65,13.29,44.50,4
53,1.32,4.28,1.85,2.08,15.29,36.40,5
55,2.12,4.48,2.55,2.77,17.29,34.85,5
57,1.09,4.36,1.94,1.86,9.47,27.06,5
59,4.83,15.02,1.60,1.93,7.40,25.79,5
61,8.16,21.44,2.27,2.69,9.40,25.40,5
63,9.87,23.91,2.90,3.46,11.40,26.93,11
65,10.89,23.90,3.70,4.43,13.40,30.63,11
67,10.72,23.90,4.10,4.89,15.40,31.88,11
69,8.23,22.42,3.49,4.79,13.77,32.51,11
71,3.74,14.94,3.32,4.40,14.25,31.26,11
73,4.23,16.92,3.34,4.22,16.25,32.11,8
75,4.23,16.91,3.16,3.14,18.25,35.45,8
77,4.95,16.88,3.56,3.25,20.25,38.27,8
79,3.65,7.22,2.58,3.57,15.62,38.43,8
81,2.78,6.64,2.98,4.30,11.69,39.81,8
83,4.43,12.64,2.46,3.42,11.46,39.30,3
85,4.31,12.52,3.13,4.28,13.46,41.12,3
87,4.13,10.32,2.58,3.52,12.05,40.67,3
89,3.77,10.47,2.43,3.60,14.05,39.60,3
91,4.77,14.53,1.94,3.42,16.05,34.96,3
93,5.72,16.57,2.30,3.87,18.05,34.51,1
95,9.29,19.18,2.97,4.53,20.05,34.11,1
97,10.64,22.56,2.67,2.87,10.92,31.44,1
99,9.30,25.93,3.77,3.86,12.92,30.70,1
101,9.81,19.52,4.50,4.48,14.92,28.88,1
103,6.55,11.23,4.85,4.42,16.92,28.76,4
105,7.89,11.23,5.84,4.98,18.92,29.63,4
107,7.40,11.32,6.77,5.38,20.92,30.14,4
109,4.19,6.08,6.58,5.19,16.85,32.13,4
111,7.76,16.18,5.76,4.78,18.85,28.80,4
113,11.24,24.43,6.53,5.66,20.85,24.97,1
115,15.10,31.25,7.45,6.68,22.85,25.25,1
117,17.69,41.78,8.52,7.79,24.85,24.57,1
119,21.37,56.50,9.07,8.51,26.85,26.10,1
121,24.54,66.07,9.78,8.88,28.85,24.97,1
123,28.34,70.52,10.43,9.87,30.85,23.04,1
125,29.47,72.51,11.15,9.87,32.85,19.37,1
127,31.30,76.78,11.45,10.41,34.85,18.28,1
129,24.91,45.76,12.50,11.11,36.85,17.01,1
131,17.13,29.27,13.79,12.34,38.85,16.24,1
133,17.47,30.63,15.20,13.88,40.85,17.90,2
135,18.65,30.62,16.61,15.39,42.85,21.75,2
137,19.42,30.62,17.57,15.87,44.85,24.17,2
139,19.62,30.62,15.00,15.54,42.54,24.96,2
141,17.07,28.14,14.50,14.63,44.54,25.64,2
143,13.97,30.23,13.04,12.66,46.54,21.60,3
145,14.46,30.22,14.04,13.89,48.54,20.11,3
147,15.48,30.22,15.34,15.25,50.54,16.19,3
149,19.68,34.21,12.57,13.46,41.08,17.49,3
151,18.79,38.11,11.68,13.11,31.35,18.62,3
153,20.09,45.90,11.98,13.68,33.19,17.63,8
155,22.28,54.66,11.54,13.69,35.19,18.57,8
157,22.52,58.91,12.71,14.94,37.19,22.60,8
159,19.52,61.36,11.65,15.28,39.19,24.83,8
161,20.02,63.34,10.48,14.54,41.19,25.42,8
163,21.04,67.43,10.34,13.01,43.19,25.97,9
165,21.02,67.35,11.27,14.21,45.19,24.51,9
167,21.53,69.38,11.60,13.85,45.33,21.75,9
169,23.60,77.68,12.52,14.72,47.33,19.03,9
171,25.91,86.90,11.10,13.45,42.24,20.01,9
173,29.92,93.55,11.86,13.95,41.35,19.92,5
175,32.97,96.62,12.89,15.09,41.81,18.81,5
177,36.08,103.92,12.36,12.52,31.57,18.55,5
179,39.11,108.76,13.46,13.91,33.57,17.52,5
181,40.43,114.19,14.44,15.21,35.57,16.52,5
183,41.79,119.65,15.01,15.03,37.57,15.38,7
185,44.14,127.58,12.69,13.78,39.57,15.65,7
187,46.66,129.62,12.73,12.63,41.57,17.62,7
189,50.18,141.51,13.71,13.93,43.57,17.99,7
191,46.55,148.13,12.16,13.20,45.57,18.24,7
193,42.17,157.11,11.16,12.56,47.57,18.92,4
195,43.40,161.28,11.74,12.55,49.57,18.01,4
197,43.54,161.23,12.29,12.36,51.57,18.78,4
199,45.05,165.51,10.26,12.12,29.06,19.86,4
201,47.98,177.27,9.58,11.92,29.39,21.07,4
203,49.67,179.41,10.56,12.68,31.39,24.52,1
205,50.28,179.04,11.43,13.16,33.39,26.02,1
207,14.40,35.55,11.91,12.77,35.39,27.93,1
209,8.47,16.98,11.34,12.87,37.39,30.51,1
211,8.47,16.98,11.83,13.35,39.39,31.01,1
213,8.47,16.98,12.60,13.86,41.39,30.65,2
215,9.88,22.62,13.29,14.91,43.39,31.56,2
217,9.96,22.96,13.78,15.34,45.39,30.44,2
219,10.67,22.67,14.86,16.89,47.39,28.93,2
221,9.96,26.46,13.69,15.33,49.39,25.61,2
223,13.80,37.86,12.83,15.94,51.39,17.59,9
225,19.37,52.41,14.07,17.38,53.39,14.15,9
227,24.39,64.00,13.72,14.94,55.39,13.97,9
229,30.22,75.24,15.21,16.65,57.39,15.39,9
231,32.52,84.84,16.27,17.32,59.39,15.56,9
233,33.35,87.83,15.70,16.84,61.39,15.39,1
235,36.45,87.81,16.80,17.33,63.39,16.88,1
237,36.90,89.77,18.26,18.66,65.39,17.35,1
239,39.53,100.27,18.98,18.16,67.39,19.29,1
241,40.97,106.06,20.07,18.72,69.39,22.43,1
243,41.47,108.04,21.38,19.60,71.39,21.34,2
245,41.97,110.04,22.47,20.57,73.39,17.87,2
247,42.53,112.33,23.30,21.03,75.39,18.70,2
249,18.79,34.17,22.88,21.68,77.39,18.95,2
251,16.44,27.31,21.59,19.42,79.39,19.27,2
253,18.35,33.93,19.90,18.24,81.39,18.91,1
255,19.80,39.73,21.03,19.23,83.39,18.99,1
257,21.92,48.22,22.02,19.70,85.39,20.47,1
259,23.32,53.79,23.29,21.17,87.39,20.26,1
261,25.12,61.00,22.53,21.07,89.39,19.98,1
263,28.46,68.64,23.65,21.66,91.39,17.79,15
265,31.55,81.21,24.31,22.39,93.39,16.03,15
267,35.91,88.56,25.31,23.37,95.39,18.07,15
269,37.32,93.71,25.26,23.26,97.39,20.46,15
271,28.15,93.60,24.82,22.28,99.39,21.64,15
273,27.36,93.25,22.11,19.97,101.39,21.41,1
275,15.65,44.21,22.90,21.01,103.39,18.27,1
277,18.89,47.55,23.54,20.51,105.39,16.06,1
279,23.93,60.13,24.63,21.87,107.39,14.46,1
281,29.26,81.52,25.95,23.12,109.39,16.56,1
283,29.73,83.11,26.74,22.90,111.39,17.59,6
285,30.99,82.91,26.65,23.35,113.39,19.10,6
287,31.37,82.91,27.92,24.23,115.39,23.43,6
289,32.93,82.80,26.07,23.41,117.39,26.77,6
291,12.87,20.41,22.10,21.58,119.39,29.38,6
293,13.19,18.25,22.77,21.87,121.39,29.68,15
295,13.18,18.25,22.52,21.47,123.39,28.42,15
297,15.66,23.57,23.19,22.14,125.39,27.78,15
299,15.50,24.72,24.21,23.30,127.39,25.46,15
301,12.30,31.50,24.05,23.26,129.39,21.18,15
303,12.41,32.05,23.57,21.74,131.39,18.78,5
305,16.14,45.46,24.03,21.13,133.39,19.72,5
307,20.33,57.67,25.67,22.84,135.39,18.96,5
309,21.03,59.78,25.29,23.01,129.23,18.66,5
311,24.42,59.77,24.24,22.27,101.67,19.03,5
313,28.79,59.77,17.30,13.24,64.48,15.91,8
315,30.50,62.23,14.70,11.69,66.48,13.66,8
317,34.67,77.06,16.45,13.50,68.48,15.79,8
319,36.27,90.22,10.67,12.11,24.17,17.68,8
321,30.29,91.01,11.50,12.91,26.17,18.44,8
323,29.85,90.38,11.32,11.26,28.17,18.55,6
325,29.24,87.92,12.22,12.10,30.17,17.80,6
327,23.00,62.99,13.17,12.89,32.17,19.42,6
329,21.43,52.19,12.14,13.38,32.81,20.21,6
331,17.55,58.12,11.92,13.91,33.50,24.23,6
333,21.74,70.21,10.75,13.95,35.50,26.23,15
335,21.81,70.53,10.05,13.04,37.50,26.57,15
337,22.87,70.52,10.62,13.59,39.50,29.77,15
339,23.02,70.06,10.49,13.91,41.50,32.06,15
341,8.46,30.87,9.90,13.60,43.50,31.84,15
343,7.19,23.26,10.27,13.59,45.50,31.56,1
345,8.57,28.81,10.73,13.52,47.50,30.29,1
347,10.87,29.44,10.90,12.50,49.50,26.54,1
349,12.73,33.21,11.41,12.29,51.50,23.65,1
351,16.99,46.95,9.26,10.75,53.50,21.06,1
353,21.83,56.38,10.05,11.37,55.50,19.19,4
355,24.10,65.45,11.50,12.93,57.50,22.76,4
357,25.51,72.32,10.88,10.38,59.50,26.01,4
359,18.81,57.94,10.67,9.51,61.50,27.87,4
361,11.23,18.32,10.82,9.90,63.50,27.06,4
363,12.96,18.32,11.06,10.45,65.50,24.83,3
365,15.68,18.32,12.17,11.28,67.50,26.40,3
367,15.91,18.52,12.24,11.00,69.50,24.66,3
369,13.07,22.10,11.05,10.31,47.77,23.34,3
371,14.85,31.38,11.33,10.77,40.28,22.02,3
373,19.43,43.34,8.62,8.99,23.69,21.92,9
375,20.09,43.11,9.73,10.18,25.69,22.57,9
377,20.76,43.11,11.12,11.60,27.69,24.57,9
379,20.76,43.11,12.29,12.42,29.69,25.30,9
381,22.21,48.93,12.78,11.49,31.69,23.81,9
383,23.08,48.89,14.09,13.16,33.69,23.96,1
385,17.59,29.95,14.29,13.83,35.69,22.82,1
387,19.47,37.47,15.90,15.51,37.69,20.53,1
389,22.29,48.76,16.83,16.43,39.69,19.92,1
391,22.55,48.53,16.61,13.86,41.69,20.26,1
393,21.16,31.19,16.87,14.04,43.69,20.03,2
395,16.28,29.84,18.56,15.86,45.69,21.20,2
397,18.94,29.84,20.40,17.73,47.69,20.16,2
399,21.58,29.52,15.07,16.53,48.52,19.38,2
401,14.22,23.79,13.57,14.26,30.38,19.14,2
403,14.68,23.75,14.78,15.48,30.72,16.31,11
405,15.37,26.73,14.41,14.66,32.17,18.26,11
407,17.89,36.84,13.54,12.53,34.17,20.36,11
409,18.32,44.62,14.94,14.00,36.17,24.62,11
411,18.98,47.24,16.25,14.87,38.17,23.80,11
413,19.92,50.58,15.22,12.81,40.17,22.75,1
415,18.97,46.81,15.44,11.18,42.17,22.79,1
417,9.69,15.91,16.75,12.07,44.17,23.89,1
419,11.53,23.27,17.30,12.19,46.17,26.09,1
421,12.32,26.43,18.24,13.08,48.17,25.51,1
