time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,44.11,0.00,4,
5,0.00,0.00,0.00,0.00,52.62,0.00,4,
7,0.00,0.00,0.00,0.00,58.74,0.00,4,
9,0.00,0.00,0.00,0.00,60.31,0.00,4,4.00
11,0.00,0.00,0.00,0.00,59.12,0.00,4,
13,0.00,0.00,0.00,0.00,57.51,0.00,1,
15,0.00,0.00,0.00,0.00,56.60,0.00,1,
17,0.00,0.00,0.05,0.63,56.82,1.00,1,
19,0.00,0.00,0.06,0.67,56.55,1.00,1,4.00
21,0.00,0.00,0.16,1.98,55.39,1.00,1,
23,0.00,0.00,0.12,1.43,49.37,2.00,1,
25,0.00,0.00,0.06,0.67,47.71,1.00,1,
27,0.00,0.00,0.31,2.11,40.94,2.00,1,
29,1.22,3.64,0.30,3.16,33.21,0.00,1,2.95
31,2.61,5.60,0.92,5.16,36.75,2.00,1,
33,2.63,5.47,1.44,7.16,38.74,1.00,1,
35,3.16,7.16,1.81,9.16,38.56,1.00,1,
37,4.10,10.94,2.44,11.16,39.64,1.00,1,
39,4.09,10.88,3.12,13.16,41.83,0.00,1,2.56
41,4.09,10.88,4.02,15.16,40.42,2.00,1,
43,4.09,10.88,4.40,17.16,36.48,0.00,3,
45,4.07,10.88,5.31,19.16,33.17,0.00,3,
47,4.00,12.05,6.37,21.16,29.45,1.00,3,
49,8.95,18.02,6.37,23.16,29.06,1.00,3,1.25
51,9.96,17.87,7.26,25.16,26.26,1.00,3,
53,11.39,17.87,8.41,27.16,25.40,1.00,2,
55,15.77,23.72,9.47,29.16,22.71,0.00,2,
57,16.31,24.34,10.90,31.16,17.34,2.00,2,
59,17.46,32.81,9.33,28.83,17.09,1.00,2,1.34
61,14.75,37.42,9.64,30.83,13.98,1.00,2,
63,16.27,43.51,10.56,32.83,11.10,2.00,1,
65,16.23,43.34,11.13,34.83,17.23,1.00,1,
67,17.35,47.80,11.69,36.83,22.24,1.00,1,
69,20.21,49.83,12.77,38.83,29.13,2.00,1,2.65
71,16.48,49.82,11.30,40.83,28.48,2.00,1,
73,16.66,49.80,10.60,42.83,28.79,2.00,1,
75,10.66,19.60,9.42,44.83,29.69,1.00,1,
77,7.21,17.55,10.33,46.83,31.49,1.00,1,
79,9.09,17.55,10.58,48.83,29.67,0.00,1,1.98
81,10.90,20.70,11.94,50.83,27.25,3.00,1,
83,12.84,28.52,12.30,52.83,22.90,2.00,2,
85,13.59,30.00,12.84,54.83,22.55,0.00,2,
87,13.37,30.00,14.10,56.83,20.67,2.00,2,
89,13.73,31.78,13.92,58.83,17.89,1.00,2,1.88
91,15.85,36.09,14.66,60.83,17.97,2.00,2,
93,10.57,23.36,15.19,62.83,20.76,1.00,1,
95,12.24,30.30,16.33,64.83,21.38,1.00,1,
97,13.39,30.14,16.70,66.83,20.39,1.00,1,
99,12.56,30.13,17.95,68.83,23.22,2.00,1,2.31
101,9.90,17.84,17.80,70.83,26.59,2.00,1,
