time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.57,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.25,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.04,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.45,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.76,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.81,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.48,0.00
19,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.17,0.17,0.51,56.37,1.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.99,0.00
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.77,0.00
25,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.35,0.35,1.05,38.81,0.00
27,0.00,5.37,2.68,5.37,0.00,0.00,3.05,1.02,1.02,3.05,31.32,0.00
29,0.00,12.28,6.14,12.28,0.89,0.62,5.05,2.19,2.19,5.05,26.71,0.00
31,6.33,12.10,9.22,12.10,2.89,2.62,7.05,4.19,4.19,7.05,19.56,0.00
33,10.27,12.47,11.37,12.47,4.89,4.62,9.05,6.19,6.19,9.05,18.28,0.00
35,10.23,18.70,14.46,18.70,6.89,6.62,11.05,8.19,8.19,11.05,21.07,1.00
37,7.38,22.19,14.78,22.19,0.00,8.62,13.05,7.22,7.22,13.05,25.01,0.00
39,0.00,24.78,12.39,24.78,0.00,10.62,15.05,8.56,8.56,15.05,24.93,1.00
41,0.00,24.76,12.38,24.76,0.00,5.20,17.05,7.42,7.42,17.05,28.68,1.00
43,0.00,24.76,12.38,24.76,0.00,0.00,19.05,6.35,6.35,19.05,25.37,0.00
45,0.00,24.76,12.38,24.76,0.00,1.12,21.05,7.39,7.39,21.05,20.49,0.00
47,7.78,24.76,16.27,24.76,0.81,3.12,23.05,9.00,9.00,23.05,20.31,1.00
49,14.35,24.51,19.43,24.51,2.81,5.12,23.00,10.31,10.31,23.00,22.49,1.00
