time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.57,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.25,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.04,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.45,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.76,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.20,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.69,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.10,0.00
21,0.91,0.00,0.46,0.91,0.00,1.71,0.00,0.57,0.57,1.71,40.92,0.00
23,5.46,0.00,2.73,5.46,0.00,3.71,0.00,1.24,1.24,3.71,41.07,0.00
25,5.31,0.00,2.66,5.31,0.00,5.71,1.06,2.26,2.26,5.71,35.03,0.00
27,5.31,4.54,4.93,5.31,0.00,7.71,3.06,3.59,3.59,7.71,26.84,0.00
29,5.31,12.38,8.85,12.38,0.42,9.71,5.06,5.06,5.06,9.71,23.97,0.00
31,11.83,12.10,11.97,12.10,2.42,11.71,7.06,7.06,7.06,11.71,17.69,0.00
33,17.98,12.10,15.04,17.98,4.42,13.71,9.06,9.06,9.06,13.71,16.56,0.00
35,17.92,18.42,18.17,18.42,6.42,15.71,11.06,11.06,11.06,15.71,17.95,0.00
37,17.92,22.18,20.05,22.18,8.42,17.71,13.06,13.06,13.06,17.71,18.53,0.00
39,22.98,24.78,23.88,24.78,10.42,19.71,15.06,15.06,15.06,19.71,16.52,0.00
41,24.30,24.76,24.53,24.76,12.42,21.71,17.06,17.06,17.06,21.71,16.57,0.00
43,24.30,24.76,24.53,24.76,14.42,23.71,19.06,19.06,19.06,23.71,11.76,0.00
45,24.30,24.76,24.53,24.76,16.42,25.71,21.06,21.06,21.06,25.71,8.31,0.00
47,33.72,29.23,31.48,33.72,18.42,27.71,23.06,23.06,23.06,27.71,9.16,0.00
49,48.38,49.72,49.05,49.72,20.42,29.71,25.06,25.06,25.06,29.71,12.39,1.00
