time,calc_time
1.00,0.20
9.00,0.11
19.00,0.10
29.00,0.10
39.00,0.10
49.00,0.12
59.00,0.11
69.00,0.10
79.00,0.11
89.00,0.09
99.00,0.09
109.00,0.09
119.00,0.11
129.00,0.11
139.00,0.10
149.00,0.24
159.00,0.10
169.00,0.10
179.00,0.13
189.00,0.10
199.00,0.10
209.00,0.10
219.00,0.10
229.00,0.09
239.00,0.10
249.00,0.10
259.00,0.09
269.00,0.10
279.00,0.09
289.00,0.08
299.00,0.35
309.00,0.11
319.00,0.08
329.00,0.09
339.00,0.08
349.00,0.14
359.00,0.09
369.00,0.09
379.00,0.10
389.00,0.11
399.00,0.11
409.00,0.08
419.00,0.11
429.00,0.09
439.00,0.10
449.00,0.10
459.00,0.09
469.00,0.08
479.00,0.35
489.00,0.08
499.00,0.09
509.00,0.10
519.00,0.12
529.00,0.11
539.00,0.10
549.00,0.09
559.00,0.09
569.00,0.09
579.00,0.12
589.00,0.08
599.00,0.08
609.00,0.11
619.00,0.09
629.00,0.09
639.00,0.10
649.00,0.10
659.00,0.11
669.00,0.12
679.00,0.14
689.00,0.14
699.00,0.09
709.00,0.10
719.00,0.09
729.00,0.09
739.00,0.14
749.00,0.09
759.00,0.09
769.00,0.09
779.00,0.08
789.00,0.13
799.00,0.10
809.00,0.10
819.00,0.09
829.00,0.11
839.00,0.08
849.00,0.11
859.00,0.29
869.00,0.09
879.00,0.08
889.00,0.08
899.00,0.09
909.00,0.09
919.00,0.08
929.00,0.10
939.00,0.09
949.00,0.11
959.00,0.11
969.00,0.09
979.00,0.09
989.00,0.10
999.00,0.11
