time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.40,0.00,0,
3,0.00,0.00,0.00,0.00,52.82,0.00,4,
5,0.00,0.00,0.00,0.00,58.66,0.00,4,
7,0.00,0.00,0.00,0.00,57.83,0.00,4,
9,0.00,0.00,0.00,0.00,58.55,0.00,4,4.00
11,0.00,0.00,0.00,0.00,57.51,0.00,4,
13,0.00,0.00,0.00,0.00,50.62,0.00,2,
15,0.00,0.00,0.02,0.23,45.94,0.00,2,
17,0.38,1.51,0.24,2.23,36.88,1.00,2,
19,2.49,9.94,0.35,4.23,34.30,0.00,2,1.14
21,3.72,14.86,0.57,6.23,32.01,1.00,2,
23,7.06,24.09,1.02,8.23,30.06,1.00,1,
25,7.41,24.46,1.63,10.23,30.96,0.00,1,
27,7.41,24.46,2.41,12.23,31.53,1.00,1,
29,8.44,22.89,3.26,12.89,33.03,1.00,1,2.23
31,3.89,10.79,4.11,12.57,29.99,1.00,1,
33,3.88,10.78,4.67,12.28,28.15,2.00,2,
35,4.34,10.78,4.69,14.28,29.01,0.00,2,
37,7.36,10.64,5.85,16.28,27.90,2.00,2,
39,6.51,10.92,5.56,18.28,26.08,2.00,2,2.67
41,6.51,10.92,5.09,20.28,25.88,1.00,2,
43,6.51,10.92,5.85,22.28,19.87,1.00,1,
45,7.58,15.31,6.38,24.28,22.69,0.00,1,
47,9.23,20.28,7.38,26.28,24.53,2.00,1,
49,8.72,16.57,6.61,28.28,25.36,1.00,1,1.94
51,5.69,11.80,6.87,30.28,25.63,1.00,1,
53,7.04,16.44,7.15,32.28,23.91,1.00,4,
55,7.30,17.47,7.50,34.28,28.14,0.00,4,
57,6.63,17.46,8.34,36.28,30.92,2.00,4,
59,5.61,17.46,4.89,18.04,34.97,2.00,4,2.57
61,7.25,17.46,4.20,20.04,37.10,1.00,4,
63,8.51,17.46,4.76,22.04,35.38,0.00,2,
65,8.50,17.46,5.47,24.04,34.01,0.00,2,
67,7.70,15.36,6.30,26.04,30.95,2.00,2,
69,2.79,6.65,3.76,18.03,31.61,1.00,2,2.38
71,4.08,11.62,3.63,20.03,30.90,1.00,2,
73,4.80,11.47,2.98,14.91,28.63,3.00,2,
75,4.29,11.47,3.28,16.91,28.28,0.00,2,
77,6.99,12.07,4.08,18.91,25.53,1.00,2,
79,6.94,11.88,4.96,20.91,21.88,1.00,2,2.27
81,6.94,11.88,5.50,22.91,22.53,1.00,2,
83,7.50,14.10,6.28,24.91,22.10,1.00,1,
85,9.42,21.79,6.81,26.91,28.96,1.00,1,
87,9.06,24.08,7.20,28.91,36.98,1.00,1,
89,7.08,23.91,5.46,24.41,42.50,2.00,1,3.68
91,1.96,4.43,3.64,26.41,45.31,1.00,1,
93,1.11,4.43,3.23,28.41,45.19,1.00,2,
