time,value
1,0.12
5,0.00
9,0.04
13,0.03
17,0.05
21,0.10
25,0.05
29,0.08
33,0.13
37,0.08
41,0.10
45,0.07
49,0.08
53,0.19
57,0.09
61,0.13
65,0.19
69,0.19
73,0.14
77,0.16
81,0.20
85,0.19
89,0.13
93,0.18
97,0.16
101,0.19
105,0.28
109,0.21
113,0.21
117,0.42
121,0.17
125,0.20
129,0.37
133,0.21
137,0.21
141,0.41
145,0.33
149,0.16
153,0.19
157,0.32
161,0.16
165,0.21
169,0.17
173,0.15
177,0.33
181,0.50
185,0.29
189,0.35
193,0.54
197,0.30
201,0.32
205,0.84
209,0.26
213,0.32
217,0.84
221,0.48
225,0.59
229,0.51
233,0.30
237,0.36
241,0.85
245,0.60
249,0.26
253,0.40
257,0.49
261,0.61
265,0.22
269,0.25
273,0.46
277,0.45
281,0.27
285,0.25
289,0.31
293,0.21
297,0.36
301,0.26
305,0.29
309,0.57
313,0.28
317,0.27
321,0.49
325,0.84
329,0.43
333,0.25
337,0.37
341,0.39
345,0.23
349,0.35
353,0.22
357,0.24
361,0.58
365,0.42
369,0.24
373,0.32
377,0.35
381,0.27
385,0.25
389,0.44
393,0.17
397,0.18
401,0.28
405,0.16
409,0.28
413,0.27
417,0.17
421,0.26
425,0.17
429,0.18
433,0.35
437,0.33
441,0.27
445,0.14
449,0.20
453,0.13
457,0.14
461,0.27
465,0.34
469,0.18
473,0.15
477,0.11
481,0.14
485,0.21
489,0.12
493,0.12
497,0.23
