time,calc_time
1.00,0.15
9.00,0.07
19.00,0.07
29.00,0.06
39.00,0.06
49.00,0.07
59.00,0.06
69.00,0.06
79.00,0.16
89.00,0.07
99.00,0.06
109.00,0.07
119.00,0.06
129.00,0.06
139.00,0.07
149.00,0.07
159.00,0.06
169.00,0.07
179.00,0.05
189.00,0.06
199.00,0.05
209.00,0.05
219.00,0.05
229.00,0.06
239.00,0.06
249.00,0.05
259.00,0.07
269.00,0.06
279.00,0.07
289.00,0.05
299.00,0.05
309.00,0.07
319.00,0.05
329.00,0.05
339.00,0.07
349.00,0.07
359.00,0.07
369.00,0.06
379.00,0.05
389.00,0.06
399.00,0.05
409.00,0.05
419.00,0.06
429.00,0.07
439.00,0.06
449.00,0.05
459.00,0.07
469.00,0.07
479.00,0.07
489.00,0.06
499.00,0.07
