time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,57.13,0.00,4,
5,0.00,0.00,0.00,0.00,60.04,0.00,4,
7,0.00,0.00,0.00,0.00,60.30,0.00,4,
9,0.00,0.00,0.00,0.00,56.64,0.00,4,4.00
11,0.00,0.00,0.00,0.00,53.61,0.00,4,
13,0.00,0.00,0.00,0.00,48.43,0.00,2,
15,0.00,0.00,0.00,0.00,50.41,0.00,2,
17,0.00,0.00,0.12,0.90,54.16,2.00,2,
19,0.00,0.00,0.09,1.10,57.06,1.00,2,4.00
21,0.00,0.00,0.00,0.00,51.49,0.00,2,
23,0.00,0.00,0.00,0.00,43.50,0.00,11,
25,0.00,0.00,0.04,0.50,48.16,1.00,11,
27,0.00,0.00,0.11,1.29,52.76,1.00,11,
29,0.00,0.00,0.34,3.29,55.29,2.00,11,3.71
31,0.00,0.00,0.08,0.98,51.92,1.00,11,
33,0.00,0.00,0.04,0.48,51.73,1.00,15,
35,0.00,0.00,0.00,0.00,51.81,0.00,15,
37,0.00,0.00,0.13,1.51,46.24,1.00,15,
39,0.00,0.00,0.20,1.03,44.67,2.00,15,3.33
41,0.39,1.55,0.25,2.63,40.10,1.00,15,
43,1.41,5.65,0.39,4.63,38.87,0.00,13,
45,1.39,5.57,0.59,6.63,45.25,1.00,13,
47,1.39,5.57,0.91,8.63,52.67,2.00,13,
49,1.39,5.57,0.97,10.63,52.61,1.00,13,3.32
51,1.39,5.57,1.05,12.63,52.21,0.00,13,
53,1.39,5.57,1.22,14.63,46.86,0.00,2,
55,1.39,5.57,1.46,16.63,45.50,0.00,2,
57,2.42,5.57,2.09,18.63,40.99,2.00,2,
59,3.17,5.57,2.45,20.63,37.58,0.00,2,1.09
61,4.31,11.45,3.23,22.63,29.49,0.00,2,
63,4.21,11.26,4.14,24.63,24.42,1.00,1,
65,6.84,11.26,5.28,26.63,22.78,1.00,1,
67,8.53,12.08,5.57,28.63,22.52,1.00,1,
69,5.65,11.92,5.68,30.63,20.04,2.00,1,1.91
71,5.65,11.92,5.32,32.63,19.45,1.00,1,
73,5.65,11.92,5.75,34.63,24.50,0.00,4,
75,5.62,11.92,6.68,36.63,34.23,1.00,4,
77,4.08,10.98,7.44,38.63,32.30,2.00,4,
79,4.02,10.98,5.02,19.31,33.53,2.00,4,2.32
81,4.20,10.98,4.04,21.31,33.05,0.00,4,
83,6.23,11.52,4.70,23.31,34.27,0.00,13,
85,6.67,11.34,5.37,25.31,37.55,2.00,13,
87,5.36,8.69,4.29,27.31,40.33,1.00,13,
89,2.12,4.36,3.61,18.72,38.70,3.00,13,2.66
91,3.85,8.71,2.18,10.38,38.01,2.00,13,
93,6.23,14.80,2.52,12.38,38.50,0.00,11,
95,6.99,17.90,3.26,14.38,39.30,1.00,11,
97,7.56,20.17,3.87,16.38,39.57,1.00,11,
99,9.66,23.38,3.17,12.87,38.44,1.00,11,2.64
101,6.02,11.30,3.79,14.87,36.32,3.00,11,
103,5.45,11.23,4.16,16.87,32.83,2.00,9,
105,6.30,11.23,4.60,18.87,30.10,0.00,9,
107,9.20,14.36,5.64,20.87,27.30,2.00,9,
109,8.31,16.95,6.27,22.87,24.74,1.00,9,2.32
111,10.54,20.18,6.84,24.87,25.25,1.00,9,
113,12.71,23.64,7.34,26.87,26.69,0.00,1,
115,13.14,23.89,8.51,28.87,28.90,3.00,1,
117,13.87,26.56,8.45,30.87,30.94,1.00,1,
119,14.85,30.46,9.20,32.87,29.55,1.00,1,1.73
121,14.83,30.40,10.13,34.87,28.01,1.00,1,
123,14.83,30.40,11.25,36.87,24.62,1.00,4,
125,15.72,33.93,12.48,38.87,19.80,1.00,4,
127,17.50,36.40,13.73,40.87,16.96,3.00,4,
129,18.52,40.53,12.43,32.16,14.04,2.00,4,1.48
131,23.75,48.83,11.26,34.16,9.40,1.00,4,
133,24.47,48.65,12.81,36.16,11.98,1.00,2,
135,28.76,55.74,12.46,38.16,16.38,2.00,2,
137,30.78,62.05,12.48,40.16,21.90,0.00,2,
139,30.37,61.93,13.82,42.16,24.77,2.00,2,2.20
141,24.76,61.93,14.94,44.16,26.73,2.00,2,
143,25.43,61.93,15.75,46.16,25.46,2.00,2,
145,27.61,67.78,14.72,48.16,24.51,2.00,2,
147,30.66,80.04,14.24,50.16,23.05,0.00,2,
149,34.14,87.49,15.57,52.16,22.58,2.00,2,1.74
151,37.37,82.38,15.58,54.16,18.67,0.00,2,
153,19.83,50.06,16.98,56.16,16.12,1.00,1,
155,22.27,55.78,16.83,58.16,16.55,0.00,1,
157,25.03,61.93,18.33,60.16,16.53,2.00,1,
159,26.15,62.33,17.81,62.16,17.26,2.00,1,1.26
161,29.34,64.31,18.44,64.16,17.65,1.00,1,
163,32.59,68.41,19.97,66.16,16.47,2.00,3,
165,36.74,68.29,19.43,68.16,17.56,1.00,3,
167,31.47,43.12,20.50,70.16,17.27,2.00,3,
169,26.52,52.62,18.68,42.65,17.79,3.00,3,1.92
171,28.24,66.06,17.09,40.88,17.51,3.00,3,
173,32.41,77.92,16.91,42.88,15.57,2.00,5,
175,33.71,81.65,16.65,44.88,13.72,1.00,5,
177,39.56,96.69,16.74,46.88,12.31,1.00,5,
179,46.44,117.60,17.94,48.88,12.27,1.00,5,1.54
181,51.53,125.63,18.91,50.88,10.66,1.00,5,
183,58.23,125.55,19.41,52.88,10.28,1.00,6,
185,60.79,130.93,18.37,54.88,12.90,1.00,6,
187,66.10,142.43,19.40,56.88,16.73,3.00,6,
189,67.15,143.85,18.05,51.78,17.76,2.00,6,2.65
191,59.16,143.72,16.63,50.52,16.10,2.00,6,
193,45.63,142.08,17.76,52.52,15.89,2.00,4,
195,40.11,120.02,18.28,54.52,16.72,2.00,4,
197,40.07,110.24,18.72,56.52,17.35,2.00,4,
199,41.31,116.25,18.78,43.03,15.74,4.00,4,2.26
201,41.55,128.75,17.11,38.21,17.00,2.00,4,
203,41.44,139.90,14.15,31.39,16.62,1.00,1,
205,45.54,145.25,15.49,33.39,16.45,0.00,1,
207,48.21,145.12,17.05,35.39,17.01,2.00,1,
209,49.67,145.12,17.81,37.39,19.71,2.00,1,1.56
211,51.70,144.89,18.68,39.39,20.03,2.00,1,
213,54.32,142.85,19.45,41.39,21.79,1.00,5,
215,39.68,72.15,20.35,43.39,22.13,1.00,5,
217,41.59,81.82,21.61,45.39,23.01,1.00,5,
219,46.24,85.11,22.62,45.56,19.88,3.00,5,1.88
221,49.97,90.32,19.79,47.56,14.28,1.00,5,
223,34.67,100.06,21.00,49.56,10.55,0.00,2,
225,39.56,117.27,22.84,51.56,8.45,0.00,2,
227,46.38,129.73,24.67,53.56,8.86,1.00,2,
229,50.89,136.11,25.78,55.56,8.87,2.00,2,0.73
231,49.10,137.91,26.80,53.84,9.91,2.00,2,
233,50.40,148.52,27.99,55.53,9.55,1.00,6,
235,54.09,154.21,28.81,57.53,11.29,1.00,6,
237,56.43,154.09,28.57,55.89,11.26,2.00,6,
239,59.94,154.09,30.36,58.14,11.41,3.00,6,2.41
241,64.43,159.87,29.62,58.31,13.17,1.00,6,
243,68.62,166.04,31.13,60.31,13.00,2.00,9,
245,71.40,171.34,31.84,62.31,13.30,3.00,9,
247,72.15,171.70,32.27,64.31,14.47,1.00,9,
249,71.70,171.70,33.56,66.31,14.79,4.00,9,1.87
251,74.83,177.04,31.71,68.31,15.40,2.00,9,
253,77.76,185.08,31.65,70.31,15.43,3.00,6,
255,55.41,184.87,31.63,72.31,15.48,1.00,6,
257,56.78,188.69,32.51,74.31,15.58,2.00,6,
259,58.49,194.69,33.52,76.31,14.00,3.00,6,2.48
261,59.20,197.53,32.13,78.31,13.21,1.00,6,
263,63.01,197.51,32.89,80.31,13.85,1.00,3,
265,64.97,197.51,32.26,82.31,13.53,2.00,3,
267,65.66,197.51,31.82,84.31,14.98,3.00,3,
269,67.57,197.51,26.53,71.40,18.64,3.00,3,1.37
271,65.71,196.95,25.03,73.40,21.54,1.00,3,
273,21.44,50.07,24.04,75.40,23.11,1.00,6,
275,17.68,49.86,24.87,77.40,21.79,0.00,6,
277,19.05,49.86,26.28,79.40,21.40,2.00,6,
279,17.14,52.33,26.01,81.40,19.68,2.00,6,1.48
281,19.51,62.26,23.14,83.40,17.31,1.00,6,
283,19.69,62.96,24.40,85.40,16.38,1.00,9,
285,22.56,62.96,26.01,87.40,16.21,2.00,9,
287,28.07,62.96,24.50,89.40,17.34,1.00,9,
289,32.06,62.96,24.39,91.40,20.12,3.00,9,2.39
291,31.72,62.96,25.01,93.40,20.79,3.00,9,
293,34.37,62.96,26.10,95.40,19.07,2.00,2,
295,38.18,73.98,26.93,97.40,19.53,1.00,2,
297,42.62,85.52,27.63,99.40,17.09,1.00,2,
299,39.93,86.27,28.16,101.40,12.89,2.00,2,2.42
301,32.39,88.07,29.10,103.40,11.72,1.00,2,
303,35.15,93.62,29.91,105.40,10.58,1.00,5,
305,38.35,102.63,29.98,107.40,10.19,2.00,5,
307,39.78,105.59,30.96,109.40,14.18,1.00,5,
