time,calc_time
1.00,0.20
9.00,0.09
19.00,0.09
29.00,0.11
39.00,0.10
49.00,0.10
59.00,0.09
69.00,0.09
79.00,0.11
89.00,0.13
99.00,0.09
109.00,0.10
119.00,0.10
129.00,0.09
139.00,0.10
149.00,0.13
159.00,0.11
169.00,0.10
179.00,0.11
189.00,0.10
199.00,0.11
209.00,0.11
219.00,0.11
229.00,0.10
239.00,0.11
249.00,0.10
259.00,0.10
269.00,0.10
279.00,0.11
289.00,0.12
299.00,0.10
309.00,0.10
319.00,0.11
329.00,0.10
339.00,0.11
349.00,0.10
359.00,0.10
369.00,0.10
379.00,0.10
389.00,0.12
399.00,0.11
409.00,0.10
419.00,0.10
429.00,0.11
439.00,0.10
449.00,0.09
459.00,0.09
469.00,0.10
479.00,0.10
489.00,0.10
499.00,0.10
509.00,0.11
519.00,0.10
529.00,0.11
539.00,0.10
549.00,0.10
559.00,0.11
569.00,0.11
579.00,0.10
589.00,0.09
599.00,0.11
609.00,0.13
619.00,0.10
629.00,0.10
639.00,0.11
649.00,0.10
659.00,0.10
669.00,0.11
679.00,0.11
689.00,0.10
699.00,0.10
709.00,0.10
719.00,0.11
729.00,0.11
739.00,0.10
749.00,0.09
759.00,0.10
769.00,0.10
779.00,0.10
789.00,0.10
799.00,0.11
809.00,0.10
819.00,0.12
829.00,0.11
839.00,0.11
849.00,0.10
859.00,0.11
869.00,0.10
879.00,0.10
889.00,0.11
899.00,0.10
909.00,0.08
919.00,0.08
929.00,0.11
939.00,0.09
949.00,0.09
959.00,0.10
969.00,0.09
979.00,0.10
989.00,0.10
999.00,0.27
