time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,60.00
15,0.00,0.00,0.00,0.00,0.00,60.00
17,0.00,0.00,0.00,0.00,0.00,49.20
19,0.00,0.00,0.00,0.00,0.00,57.60
21,0.00,0.00,0.00,0.00,0.00,60.10
23,0.00,0.00,0.00,0.00,0.00,60.10
25,0.00,0.00,0.00,0.00,0.00,55.65
27,0.00,0.00,0.00,0.00,0.00,45.85
29,0.00,0.00,0.00,0.00,0.00,28.20
31,0.00,0.00,0.71,0.00,0.00,10.70
33,2.45,0.00,2.71,0.00,0.00,9.80
35,0.00,0.00,0.95,0.00,0.00,60.00
37,0.00,0.00,2.95,0.00,0.00,60.00
39,0.00,0.00,0.00,0.00,0.00,57.30
41,0.00,0.00,0.00,0.00,0.00,62.30
43,0.00,0.00,0.00,0.00,0.00,62.00
45,0.00,0.00,0.00,0.00,0.00,64.15
47,0.00,0.00,0.00,0.00,0.00,58.60
49,0.00,0.00,0.00,0.00,0.00,53.00
51,0.00,0.00,0.00,0.00,0.00,35.85
53,0.00,0.00,0.55,0.00,0.00,31.80
55,2.93,0.00,2.55,0.00,0.00,25.83
57,4.92,0.51,4.55,0.00,0.31,30.83
59,4.90,4.46,6.55,0.00,2.31,36.38
61,4.90,4.28,8.55,0.00,4.31,33.48
63,4.90,4.28,10.55,0.00,6.31,29.54
65,3.91,4.00,12.55,0.00,8.31,39.47
67,0.00,0.00,0.00,1.93,10.31,44.15
69,0.00,0.00,0.00,3.93,0.00,34.85
71,0.00,0.00,0.41,0.00,0.00,16.60
73,0.00,0.00,0.00,0.00,0.94,1.20
75,0.00,5.04,0.00,0.00,2.94,23.35
77,0.00,5.10,0.00,0.00,4.94,28.40
79,0.00,5.10,0.00,0.00,6.94,30.10
81,0.00,5.10,0.00,0.00,8.94,39.27
83,0.00,5.10,0.00,0.00,10.94,42.12
85,0.00,5.10,0.00,0.00,12.94,40.80
87,0.00,5.10,0.00,0.00,14.94,37.38
89,0.00,5.10,0.00,0.00,16.94,37.60
91,0.00,5.10,0.75,0.00,18.94,34.30
93,0.00,5.10,0.26,0.00,20.94,32.50
95,0.00,5.10,2.26,0.00,22.94,28.06
97,3.25,5.10,4.26,0.00,24.94,30.15
99,4.42,7.14,6.26,0.00,26.94,29.47
101,4.42,11.40,8.26,0.00,28.94,27.92
103,4.42,11.34,10.26,0.00,30.94,29.49
105,4.42,11.34,12.26,0.00,32.94,27.27
107,4.42,11.34,14.26,0.00,34.94,24.62
109,8.84,11.34,16.26,0.00,36.94,24.64
111,12.13,17.33,18.26,0.00,38.94,28.19
113,16.68,8.33,20.26,0.00,15.01,27.60
115,16.56,0.00,22.26,0.00,5.76,28.95
117,16.56,0.00,24.26,0.00,0.00,26.70
119,22.50,0.00,26.26,0.00,0.00,26.96
121,22.51,0.00,28.26,0.00,0.85,23.69
123,26.63,3.27,15.34,0.00,2.85,20.93
125,30.46,5.06,17.34,1.93,4.85,22.94
127,35.37,5.05,16.65,3.93,6.85,26.98
129,11.94,5.05,11.29,5.93,8.85,24.64
131,0.00,5.05,8.12,7.93,10.85,28.65
133,0.00,5.05,5.22,9.93,12.85,30.94
135,0.00,5.05,7.22,5.39,14.85,33.97
137,0.00,5.05,4.18,7.39,16.85,36.21
139,0.00,5.05,6.18,0.12,18.85,37.18
141,4.21,5.05,8.18,2.12,20.85,33.61
143,4.62,5.05,10.18,4.12,22.85,25.56
145,14.19,5.05,12.18,6.12,24.85,16.46
147,21.31,5.05,14.18,8.12,26.85,13.00
149,32.22,5.05,16.18,10.12,28.85,8.83
151,41.90,5.05,18.18,12.12,30.85,11.41
153,47.96,4.74,20.18,14.12,32.85,17.16
