time,calc_time
1.00,0.20
9.00,0.09
19.00,0.10
29.00,0.09
39.00,0.09
49.00,0.11
59.00,0.10
69.00,0.11
79.00,0.19
89.00,0.09
99.00,0.09
109.00,0.10
119.00,0.09
129.00,0.10
139.00,0.10
149.00,0.09
159.00,0.10
169.00,0.10
179.00,0.11
189.00,0.08
199.00,0.10
209.00,0.10
219.00,0.09
229.00,0.28
239.00,0.09
249.00,0.09
259.00,0.09
269.00,0.10
279.00,0.10
289.00,0.10
299.00,0.10
309.00,0.09
319.00,0.09
329.00,0.10
339.00,0.10
349.00,0.26
359.00,0.09
369.00,0.11
379.00,0.10
389.00,0.09
399.00,0.09
409.00,0.10
419.00,0.10
429.00,0.09
439.00,0.09
449.00,0.10
459.00,0.09
469.00,0.09
479.00,0.09
489.00,0.08
499.00,0.09
