time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,47.00,8
5,0.00,0.00,0.00,0.00,0.00,55.82,8
7,0.00,0.00,0.00,0.00,0.00,63.44,8
9,0.00,0.00,0.00,0.00,0.00,64.70,8
11,0.00,0.00,0.00,0.00,0.00,61.12,8
13,0.00,0.00,0.00,0.00,0.00,52.45,1
15,0.00,0.00,0.00,0.00,0.00,47.74,1
17,0.00,0.00,0.15,0.25,1.79,46.76,1
19,1.39,5.54,0.38,0.63,3.79,50.52,1
21,1.32,5.28,0.50,0.83,5.79,49.75,1
23,1.32,5.28,0.65,1.07,7.79,46.52,7
25,1.30,5.18,0.90,1.42,9.79,44.60,7
27,0.30,1.21,1.23,1.85,11.79,45.78,7
29,0.00,0.00,0.38,0.63,1.84,42.41,7
31,2.31,6.85,0.67,1.04,3.11,38.07,7
33,3.76,10.16,1.05,1.53,5.11,34.87,8
35,6.36,12.61,1.80,2.46,7.11,35.53,8
37,7.66,17.76,2.63,3.47,9.11,36.55,8
39,5.79,17.64,3.05,4.10,11.11,32.54,8
41,5.79,17.64,2.87,4.21,13.11,30.01,8
43,6.26,19.51,3.31,4.82,15.11,24.32,5
45,8.89,23.35,4.30,5.92,17.11,25.44,5
47,10.16,23.29,4.78,6.41,18.08,23.23,5
49,11.30,22.82,4.11,4.87,17.28,22.37,5
51,5.87,11.83,4.78,5.54,18.40,20.40,5
53,7.42,17.85,4.82,5.18,20.40,19.43,6
55,8.34,18.25,4.72,4.59,22.40,22.75,6
57,9.03,18.23,5.02,5.09,24.40,24.35,6
59,7.24,18.27,4.80,4.91,16.39,27.48,6
61,8.59,25.03,3.99,4.35,18.11,30.42,6
63,8.82,24.83,3.82,4.38,20.11,32.48,3
65,9.22,24.83,4.49,5.18,22.11,36.74,3
67,8.08,24.83,4.72,5.57,24.11,38.88,3
69,6.13,24.53,5.16,5.99,26.11,41.55,3
71,2.58,5.66,4.55,4.69,28.11,38.35,3
73,3.83,5.66,4.69,4.50,30.11,36.61,1
75,6.11,9.62,4.16,3.04,32.11,34.61,1
77,7.23,17.54,4.58,3.01,34.11,29.67,1
79,5.64,17.27,2.72,2.51,12.22,27.38,1
81,7.36,17.27,3.25,3.37,14.22,25.84,1
83,8.84,17.27,4.07,3.84,16.22,24.01,4
85,11.29,17.67,4.85,4.87,18.22,24.79,4
87,11.55,18.77,5.47,5.59,20.22,23.35,4
89,10.67,25.17,4.29,4.36,15.45,29.36,4
91,9.19,26.56,4.77,4.72,16.98,30.84,4
93,10.56,32.05,3.92,4.01,18.67,30.41,5
95,10.53,31.93,4.69,4.87,20.67,32.44,5
97,11.04,31.93,3.83,4.35,19.74,32.34,5
99,10.84,31.93,4.72,5.35,20.46,32.21,5
101,9.13,18.80,5.39,6.00,19.90,30.78,5
103,5.64,10.93,6.08,6.67,21.90,32.12,7
105,6.96,11.75,6.62,7.10,23.90,30.72,7
107,8.47,10.92,6.82,6.94,25.90,30.79,7
109,9.13,12.10,7.27,7.22,27.90,30.85,7
111,7.99,15.87,7.65,7.38,29.90,28.80,7
113,9.33,21.21,8.35,8.00,31.90,26.13,5
115,10.64,25.16,8.49,7.44,33.90,28.75,5
117,13.58,30.96,9.65,8.60,35.90,29.05,5
119,16.21,31.71,9.19,7.76,37.90,28.09,5
121,13.33,18.72,9.48,8.06,39.90,27.17,5
123,8.64,17.74,10.27,8.90,41.90,24.95,4
125,12.15,19.91,10.93,9.51,43.90,26.28,4
127,15.43,23.37,11.95,10.63,45.90,27.44,4
129,14.08,20.67,11.36,10.36,47.90,26.38,4
131,11.30,18.69,9.63,8.85,49.90,24.24,4
133,13.93,23.96,9.45,8.83,51.90,20.83,2
135,18.19,32.69,9.12,8.10,53.90,22.04,2
137,18.77,37.32,10.02,9.11,55.90,23.05,2
139,17.68,42.41,8.86,9.84,28.81,23.04,2
141,17.83,43.01,7.32,10.28,26.34,26.98,2
143,20.82,48.66,8.52,11.77,28.34,29.87,6
145,16.06,28.81,8.64,11.79,30.34,32.49,6
