time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,44.70,1
3,0.00,0.00,0.00,0.00,53.00,4
5,0.00,0.00,0.00,0.00,58.88,4
7,0.00,0.00,0.00,0.00,59.68,4
9,0.00,0.00,0.00,0.00,58.40,4
11,0.00,0.00,0.00,0.00,56.89,4
13,0.00,0.00,0.00,0.00,51.50,1
15,0.00,0.00,0.04,0.28,42.98,1
17,0.00,0.00,0.31,2.28,41.23,1
19,0.00,0.00,0.66,4.28,38.57,1
21,1.07,4.28,1.07,5.07,36.05,1
23,1.96,4.75,1.65,5.09,35.50,2
25,2.54,5.43,1.69,6.53,33.26,2
27,3.89,10.83,1.92,8.53,27.03,2
29,6.08,15.06,3.08,10.53,26.02,2
31,8.27,17.91,3.93,12.53,26.45,2
33,10.83,21.95,3.26,10.54,26.49,1
35,7.81,10.92,3.90,12.54,29.19,1
37,7.79,10.84,4.05,14.54,26.54,1
39,4.62,8.03,4.85,16.54,25.61,1
41,2.48,5.19,4.25,18.54,23.94,1
43,2.72,5.68,4.68,20.54,25.93,1
45,3.87,10.29,3.19,22.54,26.46,2
47,4.51,12.85,2.97,24.54,26.47,2
49,7.36,24.26,3.45,26.54,29.36,2
51,7.66,25.43,2.46,28.54,28.52,2
53,9.24,27.84,2.75,30.54,30.32,2
55,9.61,27.59,3.05,32.54,30.46,2
57,3.90,5.66,3.59,34.54,25.34,4
59,5.49,11.73,4.38,36.54,24.98,4
61,7.44,11.47,4.53,38.54,30.90,4
63,5.41,11.47,4.90,40.54,33.11,4
65,2.87,11.47,4.22,16.51,38.33,4
67,2.87,11.47,4.32,18.51,41.20,1
69,3.27,11.47,5.41,20.51,41.36,1
71,3.58,11.47,6.08,22.51,38.94,1
73,4.10,11.47,7.11,24.51,39.18,1
75,3.21,7.75,8.14,26.51,37.71,1
77,1.37,5.47,4.81,20.12,31.68,1
79,2.16,6.28,1.83,15.96,32.34,3
81,4.90,12.93,2.29,17.96,30.74,3
83,6.99,12.76,2.78,19.96,32.85,3
85,7.85,12.76,3.26,21.96,35.13,3
87,7.58,12.76,2.20,17.31,36.32,3
89,5.62,12.76,2.80,19.31,33.89,1
91,6.30,12.76,3.24,21.31,30.19,1
93,6.98,12.76,4.18,23.31,29.18,1
95,4.47,12.76,5.14,25.31,27.73,1
