time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,45.38,0.00,0,
3,0.00,0.00,0.00,0.00,53.35,0.00,3,
5,0.00,0.00,0.00,0.00,55.97,0.00,3,
7,0.00,0.00,0.00,0.00,56.94,0.00,3,
9,0.00,0.00,0.00,0.00,57.18,0.00,3,4.00
11,0.00,0.00,0.00,0.00,57.76,0.00,3,
13,0.00,0.00,0.00,0.00,53.29,0.00,1,
15,0.00,0.00,0.01,0.09,49.33,0.00,1,
17,0.50,2.01,0.27,2.09,46.85,1.00,1,
19,1.15,4.58,0.49,4.09,40.81,2.00,1,2.10
21,1.36,4.55,0.71,6.09,34.66,0.00,1,
23,3.40,5.19,1.64,8.09,32.60,2.00,1,
25,5.85,8.67,2.14,10.09,30.86,1.00,1,
27,6.41,10.90,2.76,12.09,30.47,1.00,1,
29,6.41,10.88,3.62,14.09,30.68,1.00,1,2.04
31,6.41,10.88,4.48,16.09,32.22,1.00,1,
33,6.94,10.88,5.08,18.09,30.45,0.00,2,
35,8.03,11.55,5.92,20.09,32.15,0.00,2,
37,7.99,11.48,6.75,22.09,32.60,2.00,2,
39,8.19,16.16,6.63,24.09,29.76,1.00,2,1.24
41,9.65,21.97,5.99,26.09,25.30,1.00,2,
43,10.39,22.00,6.79,28.09,21.39,0.00,3,
45,13.50,26.74,7.67,30.09,24.25,0.00,3,
47,14.17,29.97,8.67,32.09,26.12,2.00,3,
49,16.64,39.84,6.07,29.68,28.06,2.00,3,2.23
51,17.22,42.16,6.80,31.68,28.65,2.00,3,
53,13.45,27.11,7.48,33.68,28.93,2.00,3,
55,8.56,11.48,7.92,35.68,31.38,1.00,3,
57,9.27,11.48,8.91,37.68,28.26,1.00,3,
59,9.26,11.48,9.95,39.68,24.97,1.00,3,1.89
61,11.68,16.84,10.29,41.68,24.44,1.00,3,
63,12.60,16.57,11.44,43.68,23.17,2.00,1,
65,13.90,17.54,12.61,45.68,21.49,0.00,1,
67,13.45,17.39,13.94,47.68,21.57,2.00,1,
69,10.62,18.88,12.35,49.68,24.31,2.00,1,1.76
71,14.04,22.86,11.70,51.68,23.03,1.00,1,
73,14.43,22.61,12.02,53.68,17.96,0.00,4,
75,14.43,22.61,13.18,55.68,16.34,1.00,4,
77,15.20,22.60,14.06,57.68,18.23,3.00,4,
79,10.25,17.47,11.75,46.78,26.56,1.00,4,2.34
81,9.60,17.43,9.87,33.16,27.42,3.00,4,
83,9.60,17.43,8.49,35.16,24.67,2.00,2,
85,9.53,17.43,8.77,37.16,30.47,0.00,2,
87,9.14,17.43,9.74,39.16,33.92,2.00,2,
89,7.00,17.43,5.61,24.27,32.52,1.00,2,1.99
91,7.00,17.43,5.24,26.27,27.77,0.00,2,
93,8.74,17.43,6.11,28.27,27.17,1.00,3,
95,12.85,17.43,6.90,30.27,28.67,0.00,3,
97,13.88,17.40,7.74,32.27,29.73,2.00,3,
