time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.24,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.96,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.92,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.81,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.01,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.06,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.96,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.30,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.43,0.78,1.30,42.57,0.00
21,0.00,5.03,2.52,5.03,0.00,0.00,3.30,1.10,1.98,3.30,32.78,0.00
23,0.00,5.05,2.52,5.05,0.00,0.00,5.30,1.77,3.18,5.30,23.60,0.00
25,2.55,5.05,3.80,5.05,0.00,1.98,7.30,3.09,4.78,7.30,15.16,0.00
27,4.68,7.82,6.25,7.82,0.00,3.98,9.30,4.43,6.38,9.30,19.31,0.00
29,4.66,11.52,8.09,11.52,0.00,5.98,11.30,5.76,7.98,11.30,16.83,0.00
31,4.66,11.48,8.07,11.48,0.00,7.98,13.30,7.09,9.58,13.30,13.95,0.00
33,9.25,11.48,10.36,11.48,1.19,9.98,15.30,8.82,11.42,15.30,19.51,0.00
35,10.87,11.48,11.17,11.48,3.19,11.98,17.30,10.82,13.42,17.30,17.03,0.00
37,10.87,11.48,11.17,11.48,5.19,13.98,19.30,12.82,15.42,19.30,13.29,0.00
39,10.87,11.48,11.17,11.48,7.19,15.98,21.30,14.82,17.42,21.30,10.63,0.00
41,14.50,11.48,12.99,14.50,9.19,17.98,23.30,16.82,19.42,23.30,16.19,0.00
43,16.53,11.48,14.00,16.53,11.19,19.98,25.30,18.82,21.42,25.30,14.44,0.00
45,16.52,11.48,14.00,16.52,13.19,21.98,27.30,20.82,23.42,27.30,17.97,0.00
47,16.52,11.48,14.00,16.52,15.19,23.98,29.30,22.82,25.42,29.30,19.84,0.00
49,16.46,17.92,17.19,17.92,17.19,25.98,31.30,24.82,27.42,31.30,26.04,1.00
51,4.65,18.76,11.70,18.76,19.19,12.28,33.30,21.59,26.28,33.30,27.91,1.00
53,0.00,18.76,9.38,18.76,0.00,14.28,35.30,16.53,24.04,35.30,22.45,1.00
55,0.00,20.16,10.08,20.16,0.00,0.00,37.30,12.43,22.38,37.30,18.67,0.00
57,0.00,25.91,12.96,25.91,0.00,0.00,39.30,13.10,23.58,39.30,17.38,0.00
59,0.00,31.70,15.85,31.70,0.00,0.00,41.30,13.77,24.78,41.30,19.37,1.00
61,0.00,31.51,15.75,31.51,0.00,0.00,35.18,11.73,21.11,35.18,25.62,1.00
63,0.00,15.47,7.73,15.47,0.00,0.00,15.51,5.17,9.31,15.51,33.90,1.00
65,0.52,0.00,0.26,0.52,1.57,0.00,10.28,3.95,6.48,10.28,36.65,1.00
67,1.20,0.00,0.60,1.20,3.57,0.00,9.34,4.30,6.32,9.34,43.47,1.00
69,0.00,3.41,1.70,3.41,5.57,0.00,4.26,3.28,3.67,5.57,46.35,0.00
