time,value
5,0.03
9,0.02
13,0.02
17,0.02
21,0.01
25,0.10
29,0.03
33,0.03
37,0.13
41,0.05
45,0.04
49,0.05
53,0.06
57,0.03
61,0.04
65,0.04
69,0.07
73,0.06
77,0.05
81,0.06
85,0.05
89,0.07
93,0.07
97,0.04
101,0.09
105,0.24
109,0.14
113,0.14
117,0.12
121,0.13
125,0.17
129,0.19
133,0.17
137,0.20
141,0.17
145,0.07
149,0.18
153,0.13
157,0.19
161,0.20
165,0.08
169,0.29
173,0.11
177,0.14
181,0.15
185,0.07
189,0.19
193,0.25
197,0.14
201,0.07
205,0.13
209,0.09
213,0.43
217,0.12
221,0.28
225,0.27
229,0.12
233,0.16
237,0.21
241,0.16
245,0.08
249,0.16
253,0.06
257,0.13
261,0.13
265,0.07
269,0.16
273,0.22
277,0.12
281,0.14
285,0.13
289,0.30
293,0.28
297,0.09
301,0.15
305,0.13
309,0.19
313,0.30
317,0.08
321,0.20
325,0.09
329,0.08
333,0.17
337,0.17
341,0.12
345,0.11
349,0.13
353,0.15
357,0.20
361,0.13
365,0.23
369,0.17
373,0.25
377,0.44
381,0.27
385,0.23
389,0.64
393,0.62
397,0.27
401,0.43
405,0.50
409,0.39
413,0.33
417,0.29
421,0.54
425,0.36
429,0.36
433,0.19
437,0.29
441,0.31
445,0.19
449,0.52
453,0.44
457,0.25
461,0.22
465,0.42
469,0.41
473,0.14
477,0.28
481,0.32
485,0.24
489,0.29
493,0.16
497,0.26
501,0.27
505,0.34
509,0.32
513,0.22
517,0.44
521,0.37
525,0.31
529,0.17
533,0.31
537,0.48
541,0.65
545,0.34
549,0.25
553,0.31
557,0.19
561,0.40
565,0.35
569,0.41
573,0.28
577,0.15
581,0.26
585,0.26
589,0.09
593,0.18
597,0.06
601,0.15
605,0.11
609,0.21
613,0.08
617,0.21
621,0.09
625,0.29
629,0.22
633,0.38
637,0.12
641,0.22
645,0.09
649,0.24
653,0.18
657,0.37
661,0.27
665,0.13
669,0.05
673,0.16
677,0.09
681,0.12
685,0.08
689,0.17
693,0.27
697,0.26
701,0.30
705,0.23
709,0.11
713,0.38
717,0.27
721,0.18
725,0.23
729,0.41
733,0.19
737,0.27
741,0.26
745,0.39
749,0.28
753,0.34
757,0.27
761,0.13
765,0.33
769,0.31
773,0.25
777,0.09
781,0.34
785,0.31
789,0.40
793,0.54
797,0.18
801,0.42
805,0.20
809,0.20
813,0.79
817,0.47
821,0.23
825,0.27
829,0.44
833,0.52
837,0.20
841,0.40
845,0.26
849,0.34
853,0.59
857,0.23
861,0.37
865,0.34
869,0.36
873,0.17
877,0.27
881,0.42
885,0.30
889,0.30
893,0.43
897,0.19
901,0.54
905,0.34
909,0.20
913,0.35
917,0.45
921,0.19
925,0.35
929,0.37
933,0.79
937,0.26
941,0.53
945,0.39
949,0.24
953,0.44
957,0.33
961,0.36
965,0.34
969,0.38
973,0.46
977,0.33
981,0.41
985,0.49
989,0.49
993,0.76
997,0.36
