id,intersection_id,road_order_id,turn_ratio_template_id
1,1,1,1
2,1,2,1
3,1,3,1
4,2,1,2
5,2,2,2
6,2,3,2
7,3,1,3
8,3,2,3
9,3,3,3
10,4,1,3
11,4,2,1
12,4,3,1
13,5,1,1
14,5,2,3
15,5,3,1
16,6,1,1
17,6,2,1
18,6,3,3
19,7,1,1
20,7,2,3
21,7,3,3
22,8,1,3
23,8,2,1
24,8,3,3
25,9,1,3
26,9,2,3
27,9,3,1
