time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,54.20
9,0.00,0.00,0.00,0.00,0.00,64.20
11,0.00,0.00,0.00,0.00,0.00,65.40
13,0.00,0.00,0.00,0.00,0.00,65.20
15,0.00,0.00,0.00,0.00,0.00,56.95
17,0.00,0.00,0.00,0.00,0.00,47.20
19,0.00,0.00,0.00,0.06,0.00,44.13
21,0.00,0.00,0.00,2.06,0.00,56.43
23,0.00,0.00,0.00,4.06,0.00,53.78
25,0.00,0.00,0.00,0.00,0.00,52.61
27,0.00,0.00,1.63,0.00,0.00,49.79
29,3.08,0.00,3.63,0.00,0.00,46.48
31,4.84,0.00,5.63,0.00,0.00,42.18
33,4.84,0.00,7.63,0.44,0.00,35.82
35,11.26,0.00,9.63,2.44,0.00,26.91
37,17.76,1.06,11.63,4.44,1.95,19.80
39,23.18,4.76,13.63,6.44,3.95,13.70
41,29.14,11.27,15.63,8.44,5.95,14.94
43,29.21,13.47,5.10,10.44,7.95,14.13
45,31.08,17.87,7.10,12.44,9.95,13.97
47,34.44,17.80,9.10,14.92,11.95,15.13
49,4.97,21.92,11.10,12.63,13.95,15.84
51,0.00,23.77,13.10,0.00,15.95,17.90
53,0.22,23.76,9.02,0.00,17.95,21.95
55,1.38,29.60,11.02,0.00,19.95,29.23
57,0.00,30.33,13.02,0.00,18.79,34.46
59,0.00,14.84,15.02,0.00,16.52,39.88
61,0.00,0.00,17.02,0.00,14.44,38.17
63,0.00,1.73,19.02,0.00,9.16,30.02
65,0.00,5.31,21.02,0.00,11.16,19.68
67,0.00,10.28,0.00,0.00,13.16,15.54
69,0.00,16.73,0.82,0.00,15.16,21.38
71,0.00,16.64,0.00,0.00,17.16,24.56
73,0.00,16.64,0.00,0.00,19.16,23.60
75,0.00,16.64,0.00,0.00,21.16,18.94
77,0.00,16.64,0.00,0.00,23.16,13.58
79,0.32,16.64,0.00,1.76,25.16,12.77
81,5.83,16.64,0.00,3.76,27.16,16.54
83,5.64,16.64,0.00,5.76,29.16,21.45
85,11.52,16.64,0.00,7.76,31.16,25.82
87,12.25,16.64,0.00,9.76,33.16,25.82
89,12.25,16.64,0.00,11.76,35.16,28.80
91,12.25,16.58,0.00,13.76,37.16,28.06
93,12.25,3.91,0.00,15.76,28.71,21.36
95,15.98,0.00,0.00,17.76,30.15,17.43
97,25.53,0.00,0.87,19.76,0.00,18.27
99,32.19,0.00,2.87,21.76,0.83,18.54
101,31.97,0.00,4.87,23.76,2.83,16.16
103,33.38,5.42,6.87,25.76,4.83,14.79
105,38.45,5.17,8.87,27.76,6.83,10.63
107,38.34,5.17,10.87,29.76,8.83,5.96
109,38.34,5.09,12.87,31.76,10.83,14.32
111,38.34,0.00,14.87,33.76,12.83,22.44
113,44.74,0.00,16.87,31.10,3.28,29.05
115,44.79,0.00,18.87,22.74,0.00,40.14
117,33.26,0.00,20.87,22.90,0.00,41.77
119,0.00,0.00,22.87,15.21,0.00,34.13
121,6.63,0.00,24.87,17.21,0.00,22.03
123,13.01,0.00,26.87,19.21,0.29,10.09
125,17.71,5.91,28.87,21.21,2.29,3.29
127,17.61,16.30,30.87,23.21,4.29,0.53
129,17.61,23.21,32.87,25.21,6.29,4.84
131,17.61,25.35,34.87,27.21,8.29,10.56
133,17.61,25.35,36.87,29.21,10.29,12.37
135,17.61,25.35,38.87,31.21,12.29,17.12
137,17.61,25.35,40.87,33.21,14.29,21.45
139,17.61,25.35,42.87,35.21,16.29,18.36
141,17.61,25.35,44.87,37.21,18.29,23.13
143,17.49,25.35,31.80,39.21,20.29,22.75
145,15.62,32.69,33.80,41.21,22.29,20.25
147,12.72,38.09,35.80,43.21,24.29,18.26
149,11.51,41.26,37.80,45.21,26.29,13.93
151,11.47,50.46,39.80,47.21,28.29,9.47
153,11.47,55.33,41.80,49.21,30.29,6.05
