time,calc_time
1.00,0.15
9.00,0.07
19.00,0.06
29.00,0.07
39.00,0.06
49.00,0.09
59.00,0.08
69.00,0.07
79.00,0.07
89.00,0.06
99.00,0.07
109.00,0.07
119.00,0.07
129.00,0.04
139.00,0.06
149.00,0.07
159.00,0.07
169.00,0.07
179.00,0.06
189.00,0.06
199.00,0.07
209.00,0.08
219.00,0.08
229.00,0.07
239.00,0.21
249.00,0.05
259.00,0.06
269.00,0.07
279.00,0.06
289.00,0.07
299.00,0.07
309.00,0.06
319.00,0.06
329.00,0.06
339.00,0.10
349.00,0.06
359.00,0.07
369.00,0.07
379.00,0.08
389.00,0.06
399.00,0.05
409.00,0.14
419.00,0.07
429.00,0.07
439.00,0.06
449.00,0.07
459.00,0.06
469.00,0.07
479.00,0.07
489.00,0.06
499.00,0.06
