time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,60.00,0.00,8,
5,0.00,0.00,0.00,0.00,47.45,0.00,8,
7,0.00,0.00,0.00,0.00,57.52,0.00,8,
9,0.00,0.00,0.00,0.00,58.64,0.00,8,4.00
11,0.00,0.00,0.00,0.00,60.38,0.00,8,
13,0.00,0.00,0.00,0.00,57.33,0.00,1,
15,0.00,0.00,0.00,0.00,57.93,0.00,1,
17,0.00,0.00,0.05,0.63,57.57,1.00,1,
19,0.00,0.00,0.03,0.41,57.40,0.00,1,4.00
21,0.00,0.00,0.20,2.41,57.99,1.00,1,
23,0.00,0.00,0.08,0.96,53.89,2.00,1,
25,0.00,0.00,0.00,0.00,50.01,0.00,1,
27,0.00,0.00,0.13,1.16,43.01,1.00,1,
29,1.30,3.64,0.33,3.16,39.04,1.00,1,2.84
31,2.61,5.57,0.91,5.16,35.65,1.00,1,
33,2.62,5.47,1.64,7.16,34.91,2.00,8,
35,3.85,7.14,1.87,9.16,38.59,0.00,8,
37,4.92,8.96,2.87,11.16,38.02,2.00,8,
39,2.67,5.47,2.14,10.48,35.04,1.00,8,2.06
41,3.95,5.47,2.45,12.48,33.53,0.00,8,
43,6.19,10.72,3.12,14.48,31.89,0.00,1,
45,8.44,11.75,3.96,16.48,32.34,1.00,1,
47,7.94,11.92,4.46,18.48,31.30,1.00,1,
49,6.41,13.93,4.36,20.48,30.76,2.00,1,1.90
51,8.97,18.60,4.09,22.48,30.21,1.00,1,
53,9.11,18.52,4.73,24.48,30.66,2.00,5,
55,9.81,18.52,4.78,26.48,32.06,2.00,5,
57,12.38,22.63,4.47,28.48,34.29,2.00,5,
59,12.34,24.95,3.88,21.29,33.12,3.00,5,2.71
61,6.40,25.04,3.49,23.29,30.18,2.00,5,
63,7.01,25.04,3.40,25.29,26.02,1.00,2,
65,8.09,27.61,3.77,27.29,24.66,0.00,2,
67,10.21,37.21,4.77,29.29,25.66,2.00,2,
69,10.56,36.94,5.29,28.08,30.70,2.00,2,2.74
71,15.66,43.10,5.65,23.94,31.79,1.00,2,
73,13.26,30.03,6.12,16.14,30.60,2.00,1,
75,7.02,17.70,6.53,17.56,32.80,1.00,1,
77,7.01,17.67,6.73,14.98,32.33,2.00,1,
79,5.91,12.42,6.08,16.98,31.95,2.00,1,2.16
81,8.54,28.88,6.27,18.98,28.84,2.00,1,
83,10.55,28.79,6.26,20.98,28.82,1.00,2,
85,13.34,28.79,7.27,22.98,28.82,0.00,2,
87,13.32,28.79,8.44,24.98,27.20,2.00,2,
89,11.14,28.78,8.96,26.98,24.37,2.00,2,2.61
91,7.12,12.68,8.94,28.98,20.75,2.00,2,
93,5.22,11.04,9.36,30.98,20.20,1.00,6,
95,6.29,15.88,9.29,32.98,21.08,1.00,6,
97,5.74,18.22,9.30,34.98,19.97,2.00,6,
99,7.40,18.21,7.29,36.79,21.49,1.00,6,2.45
101,7.34,18.21,7.57,38.79,24.69,1.00,6,
103,7.34,18.21,8.23,40.79,25.79,1.00,5,
105,7.34,18.21,9.04,42.79,26.93,0.00,5,
107,10.14,25.07,10.04,44.79,26.45,2.00,5,
109,10.86,24.83,7.67,27.84,25.51,2.00,5,2.29
111,7.55,19.08,6.48,29.84,24.37,2.00,5,
113,9.01,24.90,6.10,31.84,25.42,1.00,6,
115,9.09,25.23,6.45,33.84,26.39,0.00,6,
117,11.81,31.62,7.61,35.84,27.14,2.00,6,
119,12.11,31.40,7.14,37.84,31.18,2.00,6,2.13
121,10.23,18.51,7.89,39.84,30.02,1.00,6,
123,6.29,14.04,8.48,41.84,28.43,1.00,5,
125,7.59,19.22,7.81,43.84,26.77,0.00,5,
127,10.54,28.80,8.64,45.84,28.71,2.00,5,
129,11.80,36.08,8.84,47.84,25.18,2.00,5,2.04
131,12.53,33.83,9.35,49.84,21.74,2.00,5,
133,8.38,27.82,9.52,51.84,21.46,1.00,1,
135,11.39,35.50,10.68,53.84,23.01,2.00,1,
137,12.80,35.29,11.31,55.84,26.81,1.00,1,
139,12.80,35.29,12.58,57.84,28.39,2.00,1,2.79
141,12.74,35.05,11.45,59.84,29.62,1.00,1,
143,6.76,11.14,12.82,61.84,32.59,3.00,1,
145,6.76,11.14,13.80,63.84,33.52,1.00,1,
147,6.76,11.14,14.16,65.84,33.28,2.00,1,
149,6.76,11.14,14.23,67.84,33.73,2.00,1,2.75
151,6.76,11.14,14.81,69.84,34.49,1.00,1,
153,7.97,11.14,15.95,71.84,32.70,0.00,6,
155,7.90,11.14,17.14,73.84,35.63,2.00,6,
157,7.30,11.14,14.85,75.84,35.39,1.00,6,
159,5.31,11.14,13.81,77.84,32.80,2.00,6,2.33
161,5.31,11.14,12.25,79.84,32.36,1.00,6,
163,5.31,11.14,13.28,81.84,28.65,1.00,7,
165,5.93,11.14,14.29,83.84,28.42,1.00,7,
167,7.50,10.64,14.71,85.84,29.17,1.00,7,
169,6.13,10.63,14.81,73.11,27.82,2.00,7,1.65
171,10.53,16.24,9.42,38.20,24.89,1.00,7,
173,11.80,18.48,10.37,40.20,22.75,0.00,2,
175,13.41,23.03,11.37,42.20,19.96,1.00,2,
177,13.93,24.61,10.44,44.20,20.24,1.00,2,
179,16.13,34.37,10.63,46.20,21.15,2.00,2,1.65
181,16.72,36.75,10.33,48.20,21.57,2.00,2,
183,10.08,28.22,10.14,50.20,21.08,1.00,1,
185,13.01,30.22,10.99,52.20,21.44,1.00,1,
187,14.24,36.01,11.49,54.20,21.23,1.00,1,
189,13.55,36.71,12.06,56.20,23.96,2.00,1,2.61
191,14.13,39.09,12.10,58.20,20.87,1.00,1,
193,15.08,41.81,12.70,60.20,15.77,2.00,6,
195,7.70,20.70,12.76,62.20,17.39,1.00,6,
197,9.80,26.61,13.43,64.20,17.58,2.00,6,
199,12.47,31.59,12.59,66.20,24.48,1.00,6,2.39
201,9.57,17.36,12.26,68.20,25.93,1.00,6,
203,5.70,17.28,12.82,70.20,25.93,1.00,1,
205,7.55,17.28,13.42,72.20,32.46,0.00,1,
207,8.39,17.26,14.42,74.20,37.49,2.00,1,
209,5.68,6.63,14.60,76.20,38.86,1.00,1,1.99
211,5.17,5.55,15.00,78.20,38.71,1.00,1,
213,5.17,5.55,14.42,80.20,36.20,1.00,5,
215,7.10,9.86,14.96,82.20,36.32,0.00,5,
217,9.61,18.40,16.09,84.20,31.92,2.00,5,
219,7.33,18.23,11.83,86.20,28.99,2.00,5,1.76
221,8.60,18.23,12.28,88.20,25.44,1.00,5,
223,8.83,18.23,13.44,90.20,22.04,1.00,6,
225,9.58,21.20,14.61,92.20,21.87,0.00,6,
227,10.37,24.36,16.10,94.20,23.27,2.00,6,
229,12.52,29.08,15.97,96.20,28.01,2.00,6,1.92
231,11.54,24.15,15.39,98.20,26.69,1.00,6,
233,5.89,13.13,15.55,100.20,23.24,1.00,7,
235,7.29,18.73,16.37,102.20,21.46,1.00,7,
237,9.64,18.59,16.15,104.20,22.32,1.00,7,
239,8.83,17.71,16.09,106.20,22.60,2.00,7,1.74
241,7.02,17.58,15.36,108.20,20.63,2.00,7,
243,7.02,17.58,15.25,110.20,21.56,1.00,5,
245,8.91,17.58,16.23,112.20,23.50,1.00,5,
247,10.33,18.14,16.92,114.20,27.52,1.00,5,
249,7.52,17.58,16.30,116.20,31.07,2.00,5,2.44
251,6.64,20.97,16.43,118.20,29.25,1.00,5,
253,7.57,24.66,16.59,120.20,27.47,1.00,2,
255,7.54,24.62,17.50,122.20,33.06,0.00,2,
257,7.79,24.62,18.58,124.20,32.81,2.00,2,
259,8.50,24.23,15.95,126.20,34.67,2.00,2,2.41
261,3.96,5.53,16.57,128.20,34.94,2.00,2,
263,4.41,5.53,15.63,130.20,36.16,1.00,5,
265,7.43,14.12,15.57,132.20,35.39,0.00,5,
267,7.28,18.32,16.57,134.20,35.28,2.00,5,
269,7.15,18.26,15.64,136.20,31.25,2.00,5,1.94
271,8.57,18.26,16.55,138.20,28.39,1.00,5,
273,8.84,18.26,17.61,140.20,22.61,2.00,6,
275,8.94,18.26,18.55,142.20,22.17,1.00,6,
277,12.10,18.40,19.19,144.20,21.45,1.00,6,
279,15.13,23.92,18.72,146.20,23.08,2.00,6,2.03
281,13.07,23.59,19.70,148.20,23.30,2.00,6,
283,11.86,25.28,18.61,150.20,20.06,1.00,1,
285,11.86,25.28,19.34,152.20,21.98,0.00,1,
287,12.84,25.28,20.67,154.20,23.87,2.00,1,
289,14.22,30.09,20.41,156.20,25.95,3.00,1,2.61
291,13.61,27.64,20.77,158.20,30.70,1.00,1,
293,7.88,17.68,20.67,160.20,31.30,2.00,2,
295,7.86,17.68,20.86,162.20,30.76,0.00,2,
297,6.72,17.66,22.06,164.20,27.97,2.00,2,
299,5.35,9.24,20.84,166.20,29.89,2.00,2,2.34
301,8.53,23.22,22.13,168.20,33.08,2.00,2,
303,8.47,22.96,20.71,170.20,32.74,1.00,5,
305,9.78,28.21,21.63,172.20,33.97,1.00,5,
307,9.93,28.80,22.79,174.20,33.00,2.00,5,
309,12.54,33.73,21.43,176.20,31.75,2.00,5,2.45
311,10.92,23.98,21.68,178.20,29.56,1.00,5,
313,5.70,12.01,21.69,180.20,27.20,0.00,1,
315,6.75,16.03,22.88,182.20,27.94,2.00,1,
317,8.66,18.31,23.64,184.20,28.64,3.00,1,
319,8.31,20.66,23.07,186.20,28.73,2.00,1,2.06
321,10.78,26.39,23.75,188.20,29.02,2.00,1,
323,11.72,30.21,23.95,190.20,26.92,1.00,2,
325,11.71,30.17,25.05,192.20,25.49,1.00,2,
327,12.57,30.17,26.10,194.20,23.71,2.00,2,
329,14.80,38.21,24.75,196.20,21.35,2.00,2,2.20
331,16.11,43.48,25.81,198.20,21.25,2.00,2,
333,12.92,30.02,25.59,200.20,20.62,1.00,6,
335,7.88,11.63,26.70,202.20,20.69,2.00,6,
337,8.30,12.80,27.09,204.20,20.22,2.00,6,
339,7.17,18.84,26.67,206.20,18.99,2.00,6,2.19
341,7.98,18.70,26.30,208.20,18.37,0.00,6,
343,8.96,18.70,27.47,210.20,18.09,1.00,1,
345,9.39,20.47,28.37,212.20,20.44,0.00,1,
347,10.36,25.19,29.54,214.20,22.71,2.00,1,
349,9.85,24.78,29.69,216.20,25.32,2.00,1,2.47
351,6.43,11.13,28.38,218.20,30.43,2.00,1,
353,6.43,11.13,28.32,220.20,29.99,2.00,7,
355,6.43,11.13,28.03,222.20,28.55,0.00,7,
357,5.53,7.53,28.92,224.20,31.96,1.00,7,
359,5.50,10.76,27.20,226.20,33.67,2.00,7,2.19
361,5.55,11.14,24.41,228.20,35.00,0.00,7,
363,5.55,11.14,25.29,230.20,31.98,0.00,6,
365,6.34,14.30,26.29,232.20,34.23,0.00,6,
367,7.71,16.96,27.34,234.20,33.74,2.00,6,
369,5.47,11.52,26.58,236.20,31.45,1.00,6,1.17
371,5.11,14.91,26.47,238.20,29.14,1.00,6,
373,6.29,19.33,26.68,240.20,28.29,1.00,1,
375,8.08,21.24,27.45,242.20,30.46,1.00,1,
377,8.03,26.59,28.17,244.20,31.05,2.00,1,
379,7.96,26.30,27.60,246.20,31.10,2.00,1,2.49
381,6.31,15.77,27.36,248.20,28.10,2.00,1,
383,7.82,15.77,27.51,250.20,22.05,2.00,5,
385,9.92,15.77,27.16,252.20,17.37,0.00,5,
387,12.35,15.72,28.16,254.20,13.47,2.00,5,
389,10.89,15.86,25.46,256.20,12.93,1.00,5,1.75
391,12.94,21.72,25.85,258.20,16.90,1.00,5,
393,13.49,24.13,25.21,260.20,18.02,1.00,2,
395,13.98,24.12,26.08,262.20,24.74,0.00,2,
397,13.79,24.12,27.08,264.20,27.99,2.00,2,
399,12.22,19.04,27.64,266.20,30.07,2.00,2,1.94
401,8.06,18.14,25.94,268.20,30.04,1.00,2,
403,8.67,18.14,26.55,270.20,30.83,1.00,8,
405,8.67,18.14,26.38,272.20,29.04,0.00,8,
407,7.86,18.14,27.33,274.20,27.78,2.00,8,
409,5.74,18.14,7.78,30.81,25.06,2.00,8,1.90
411,5.74,18.14,5.96,30.52,23.25,0.00,8,
413,5.79,18.34,7.04,32.52,22.82,2.00,1,
415,6.11,18.34,,,23.18,1.00,1,
417,7.75,18.34,,,26.79,1.00,1,
419,9.66,18.34,,,28.96,2.00,1,1.66
421,10.29,18.34,,,29.11,2.00,1,
423,10.93,18.34,,,31.16,0.00,2,
425,12.27,18.34,,,31.79,0.00,2,
427,13.16,18.43,,,30.32,2.00,2,
429,10.09,18.34,,,29.55,2.00,2,2.06
431,9.29,21.30,,,29.87,2.00,2,
433,10.08,24.47,,,29.72,2.00,5,
435,10.17,24.43,,,29.92,0.00,5,
437,11.12,24.43,,,27.30,2.00,5,
439,9.17,24.43,,,27.16,2.00,5,1.64
441,12.32,24.43,,,25.85,2.00,5,
443,13.36,24.43,,,24.02,0.00,2,
445,15.65,24.43,,,22.07,1.00,2,
447,22.14,44.02,,,18.25,1.00,2,
449,23.60,49.63,,,17.27,2.00,2,1.61
451,26.12,51.90,,,14.30,2.00,2,
453,30.27,63.54,,,13.95,2.00,1,
455,32.20,67.97,,,14.62,1.00,1,
457,34.79,67.38,,,16.26,1.00,1,
459,28.36,41.80,,,20.37,2.00,1,1.99
461,25.30,46.62,,,20.93,2.00,1,
463,28.12,53.16,,,18.73,2.00,6,
465,31.28,55.47,,,18.12,0.00,6,
