time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,43.86,0.00,1
3,0.00,0.00,0.00,0.00,54.05,0.00,1
5,0.00,0.00,0.00,0.00,58.83,0.00,1
7,0.00,0.00,0.00,0.00,59.31,0.00,1
9,0.00,0.00,0.00,0.00,59.76,0.00,1
11,0.00,0.00,0.00,0.00,58.02,0.00,1
13,0.00,0.00,0.00,0.00,52.99,0.00,1
15,0.00,0.00,0.00,0.00,48.79,0.00,1
17,0.33,1.34,0.21,1.98,45.96,1.00,1
19,1.38,4.77,0.44,3.98,41.47,0.00,1
21,3.27,4.67,1.06,5.98,39.76,1.00,3
23,4.71,5.32,1.88,7.98,37.95,0.00,3
25,5.04,6.54,2.88,9.98,38.64,0.00,3
27,4.47,12.22,4.00,11.98,34.44,3.00,3
29,7.49,14.68,2.89,10.88,31.17,0.00,3
31,10.94,17.93,4.06,12.88,30.77,0.00,3
33,13.93,25.02,5.22,14.88,27.58,0.00,3
35,15.53,24.76,6.39,16.88,24.55,0.00,3
37,19.10,24.76,7.67,18.88,22.54,1.00,3
39,21.65,26.92,9.10,20.88,19.84,0.00,3
41,28.76,45.08,10.71,22.88,17.66,0.00,3
43,33.18,55.06,12.38,24.88,14.63,0.00,3
45,39.84,67.34,14.14,26.88,13.49,1.00,2
47,41.88,70.54,15.71,28.88,11.06,0.00,2
49,44.58,77.12,17.38,30.88,10.15,0.00,2
51,49.18,81.21,19.04,32.88,9.64,2.00,2
53,51.92,85.21,18.85,31.48,10.84,2.00,2
55,54.29,89.02,18.53,33.48,10.49,2.00,4
57,52.27,91.19,19.97,35.48,10.71,2.00,4
59,53.87,96.84,20.98,37.48,8.09,0.00,4
61,56.22,100.60,22.98,39.48,8.92,2.00,4
63,60.14,110.39,24.52,39.69,9.95,3.00,1
65,59.17,115.53,25.34,38.60,12.42,3.00,1
67,61.47,118.79,25.68,40.60,13.72,0.00,1
69,61.56,118.76,27.68,42.60,13.11,2.00,1
71,61.91,118.66,28.63,40.03,14.51,3.00,1
73,52.67,89.31,28.73,42.03,15.22,2.00,1
75,40.80,82.10,27.45,44.03,17.15,2.00,1
77,20.49,46.89,27.86,46.03,18.64,2.00,1
79,21.74,49.92,25.93,48.03,20.27,0.00,1
81,23.57,53.99,27.59,50.03,20.11,1.00,3
83,25.16,60.38,29.21,52.03,18.38,1.00,3
85,27.70,70.88,30.37,54.03,16.39,0.00,3
87,34.01,79.69,32.37,56.03,14.91,2.00,3
89,39.90,95.19,32.35,58.03,14.00,2.00,3
91,47.42,109.55,30.49,60.03,13.09,0.00,3
93,54.90,122.80,32.23,62.03,12.66,0.00,3
95,56.89,127.91,34.07,64.03,12.53,0.00,2
97,60.82,137.28,35.90,66.03,10.11,2.00,2
99,64.64,141.98,37.33,68.03,9.64,0.00,2
101,65.13,141.84,39.17,70.03,10.26,2.00,2
103,68.11,141.84,36.49,72.03,8.66,2.00,2
105,74.38,146.38,37.50,74.03,7.53,2.00,2
107,81.47,157.91,37.17,76.03,7.05,1.00,2
109,85.81,160.97,36.39,78.03,7.12,2.00,4
111,80.03,160.95,35.97,80.03,7.93,2.00,4
113,79.65,160.95,36.46,82.03,8.08,2.00,4
115,82.50,161.33,38.00,84.03,7.58,2.00,4
117,84.45,170.24,38.35,74.23,7.47,2.00,4
119,86.00,178.76,38.69,67.45,6.48,2.00,1
121,89.73,187.02,40.18,67.19,7.16,2.00,1
123,93.43,193.88,38.64,69.19,7.31,0.00,1
125,97.54,202.94,40.64,71.19,7.29,2.00,1
127,98.83,201.40,40.84,73.19,7.67,2.00,1
129,100.98,201.30,41.01,75.19,10.59,2.00,1
131,101.82,201.30,41.45,77.19,10.10,2.00,1
133,101.81,201.30,42.57,79.19,10.96,2.00,3
135,93.74,201.30,43.50,81.19,11.12,2.00,3
137,88.85,201.30,43.90,83.19,10.74,0.00,3
139,88.46,201.30,45.90,85.19,10.38,3.00,3
141,92.27,201.07,45.85,87.19,9.44,2.00,3
143,96.51,198.81,45.49,89.19,9.32,2.00,2
145,72.10,117.17,44.90,91.19,10.25,0.00,2
147,52.28,111.11,46.74,93.19,11.80,0.00,2
149,56.23,119.04,48.57,95.19,11.65,2.00,2
151,60.18,126.70,48.47,88.93,12.96,2.00,2
153,63.97,132.91,46.76,90.93,11.65,2.00,2
155,68.78,143.72,44.46,92.93,9.97,2.00,2
157,74.21,156.59,42.47,94.93,8.51,1.00,2
159,80.88,168.45,43.65,96.93,8.27,1.00,2
161,90.43,179.14,44.93,98.93,8.76,1.00,4
163,95.18,187.82,46.14,100.93,7.84,1.00,4
165,97.73,194.55,46.07,102.93,7.21,0.00,4
167,104.94,201.22,47.57,104.93,6.38,2.00,4
