time,calc_time
1.00,0.21
9.00,0.09
19.00,0.09
29.00,0.09
39.00,0.11
49.00,0.09
59.00,0.09
69.00,0.10
79.00,0.10
89.00,0.09
99.00,0.10
109.00,0.10
119.00,0.09
129.00,0.09
139.00,0.10
149.00,0.13
159.00,0.13
169.00,0.11
179.00,0.09
189.00,0.10
199.00,0.10
209.00,0.11
219.00,0.12
229.00,0.10
239.00,0.09
249.00,0.09
259.00,0.10
269.00,0.10
279.00,0.11
289.00,0.08
299.00,0.10
309.00,0.10
319.00,0.09
329.00,0.10
339.00,0.12
349.00,0.09
359.00,0.11
369.00,0.09
379.00,0.30
389.00,0.08
399.00,0.10
409.00,0.12
419.00,0.10
429.00,0.10
439.00,0.10
449.00,0.10
459.00,0.09
469.00,0.10
479.00,0.09
489.00,0.10
499.00,0.09
509.00,0.09
519.00,0.09
529.00,0.10
539.00,0.10
549.00,0.10
559.00,0.10
569.00,0.10
579.00,0.10
589.00,0.10
599.00,0.09
609.00,0.09
619.00,0.10
629.00,0.09
639.00,0.10
649.00,0.09
659.00,0.10
669.00,0.09
679.00,0.09
689.00,0.09
699.00,0.10
709.00,0.10
719.00,0.09
729.00,0.09
739.00,0.09
749.00,0.10
759.00,0.10
769.00,0.10
779.00,0.09
789.00,0.11
799.00,0.09
809.00,0.10
819.00,0.10
829.00,0.10
839.00,0.11
849.00,0.11
859.00,0.10
869.00,0.09
879.00,0.09
889.00,0.09
899.00,0.09
909.00,0.11
919.00,0.09
929.00,0.10
939.00,0.09
949.00,0.09
959.00,0.10
969.00,0.09
979.00,0.09
989.00,0.10
999.00,0.10
