time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,41.80
5,0.00,0.00,0.00,0.00,0.00,51.20
7,0.00,0.00,0.00,0.00,0.00,59.10
9,0.00,0.00,0.00,0.00,0.00,60.10
11,0.00,0.00,0.00,0.00,0.00,60.50
13,0.00,0.00,0.00,0.00,0.00,49.00
15,0.00,0.00,0.00,0.00,0.00,40.55
17,0.00,0.00,0.00,0.00,0.00,43.38
19,0.00,0.00,1.32,0.00,0.00,45.34
21,4.20,0.00,3.32,0.00,0.00,44.70
23,4.90,0.00,5.32,0.00,0.00,44.70
25,4.90,0.00,7.32,0.00,0.00,44.08
27,4.90,0.00,9.32,0.00,0.00,34.98
29,4.90,0.00,11.32,0.00,1.48,27.82
31,4.90,0.00,13.32,0.00,0.00,18.18
33,11.76,0.00,15.32,0.00,0.00,12.74
35,21.74,0.00,17.32,0.00,0.00,11.68
37,24.50,0.00,19.32,0.00,0.00,10.72
39,24.48,0.00,8.32,0.00,0.00,18.80
41,24.12,0.00,10.32,0.00,0.00,32.83
43,1.13,0.00,11.58,0.00,0.00,37.07
45,0.00,0.00,11.48,0.00,0.00,45.28
47,0.00,0.00,4.43,0.00,0.00,43.88
49,4.09,0.00,6.43,0.00,0.00,41.35
51,4.02,0.00,8.43,0.00,0.00,35.80
53,4.02,0.00,10.43,0.00,0.00,27.58
55,4.02,0.00,12.43,0.00,0.00,32.22
57,9.89,0.00,14.43,0.00,0.73,41.62
59,8.63,0.00,4.15,0.00,0.87,54.57
61,0.00,0.00,6.15,0.00,0.00,55.62
63,0.00,0.00,0.00,0.00,0.00,55.83
65,0.00,0.00,0.00,0.00,0.00,52.73
67,0.00,0.00,0.00,0.00,0.00,47.47
69,0.00,1.82,0.00,0.00,0.75,44.01
71,0.00,4.71,1.30,0.00,2.75,39.61
