time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,35.88,0,
3,0.00,0.00,0.00,0.00,47.79,16,
5,0.00,0.00,0.00,0.00,58.54,16,
7,0.00,0.00,0.00,0.00,57.81,16,
9,0.00,0.00,0.00,0.00,54.72,16,4.00
11,0.00,0.00,0.00,0.00,49.06,16,
13,0.00,0.00,0.00,0.00,38.62,4,
15,0.00,0.00,0.10,1.23,45.38,4,
17,0.00,0.00,0.00,0.00,45.76,4,
19,0.00,0.00,0.02,0.23,51.05,4,4.00
21,0.00,0.00,0.00,0.00,55.40,4,
23,0.00,0.00,0.00,0.00,52.92,3,
25,0.00,0.00,0.04,0.53,54.95,3,
27,0.00,0.00,0.21,2.53,50.28,3,
29,0.00,0.00,0.19,2.23,41.13,3,2.31
31,0.00,0.00,0.06,0.49,38.03,3,
33,2.24,8.97,0.21,2.49,32.72,8,
35,3.52,14.08,0.37,4.49,31.31,8,
37,6.16,24.64,0.57,6.49,27.57,8,
39,7.07,25.20,0.83,7.57,26.13,8,2.74
41,1.48,4.70,0.97,6.84,27.76,8,
43,1.17,4.69,1.19,7.95,23.13,4,
45,2.99,11.05,1.12,8.36,25.14,4,
47,4.14,11.11,1.14,10.36,28.18,4,
49,4.10,11.11,1.58,12.36,24.95,4,2.32
51,4.10,11.11,2.08,14.36,25.48,4,
53,4.79,13.89,2.14,16.36,27.64,3,
55,5.50,16.80,2.47,18.36,37.33,3,
57,4.29,16.72,2.80,20.36,44.55,3,
59,1.19,4.77,1.42,16.49,47.57,3,3.77
61,0.00,0.00,0.75,9.01,50.56,3,
63,0.00,0.00,0.34,4.05,46.53,4,
65,0.08,0.31,0.19,2.09,42.92,4,
67,2.77,7.95,0.75,4.09,39.45,4,
69,4.22,11.57,1.16,6.09,31.56,4,2.00
71,4.27,11.52,1.42,8.09,26.22,4,
73,7.60,15.21,2.24,10.09,25.13,3,
75,9.50,22.20,2.75,12.09,23.70,3,
77,12.28,34.12,3.51,14.09,23.77,3,
79,14.39,37.97,3.44,14.21,25.71,3,2.61
81,15.09,37.73,3.69,16.21,23.54,3,
83,14.93,37.13,4.18,18.21,24.46,3,
85,18.30,46.90,4.84,20.21,22.05,3,
87,14.17,27.16,5.79,22.21,20.91,3,
89,8.13,27.22,6.33,24.21,19.53,3,1.89
91,8.94,30.46,6.72,26.21,15.52,3,
93,9.74,30.43,7.55,28.21,11.81,2,
95,11.48,30.43,8.15,30.21,12.87,2,
97,10.55,30.43,9.03,32.21,12.80,2,
99,10.12,30.40,6.28,23.05,15.17,2,2.52
101,8.58,18.07,6.15,22.64,17.65,2,
103,8.59,18.01,6.46,20.99,15.66,4,
105,8.31,18.01,5.60,22.99,17.95,4,
107,7.50,18.00,5.12,24.99,19.46,4,
109,5.16,12.00,4.89,20.23,22.42,4,2.86
111,4.32,12.00,4.65,22.23,24.95,4,
113,4.32,12.00,4.36,24.23,28.51,7,
115,4.93,14.44,4.28,26.23,35.23,7,
117,5.92,18.39,4.78,28.23,45.09,7,
119,2.83,6.04,4.65,30.23,44.10,7,3.13
121,1.32,5.29,3.39,32.23,41.47,7,
123,1.32,5.29,2.94,34.23,38.77,1,
125,3.29,7.87,3.58,36.23,39.55,1,
127,3.88,10.23,4.38,38.23,33.86,1,
129,4.09,10.25,4.65,40.23,26.50,1,1.45
131,6.32,15.77,4.77,42.23,16.05,1,
133,9.44,17.19,5.71,44.23,12.16,3,
135,13.27,23.58,6.33,46.23,11.01,3,
137,17.60,28.51,7.17,48.23,15.97,3,
139,13.59,29.14,7.25,50.23,22.98,3,1.71
141,11.74,29.14,6.99,52.23,26.53,3,
143,11.74,29.14,6.98,54.23,23.83,8,
145,12.97,29.14,7.78,56.23,23.73,8,
147,13.14,29.14,8.62,58.23,20.86,8,
149,13.88,32.22,4.43,22.54,17.12,8,1.67
151,16.98,39.75,5.03,21.16,15.45,8,
153,21.78,45.61,5.75,21.25,14.32,7,
155,21.88,39.41,6.91,23.25,15.40,7,
157,15.87,37.64,8.11,25.25,13.90,7,
159,16.40,37.73,6.72,27.25,16.63,7,1.56
161,16.60,37.73,7.48,29.25,16.72,7,
163,16.67,38.11,7.74,31.25,16.78,14,
165,18.33,44.76,8.41,33.25,19.98,14,
167,18.28,44.56,9.41,35.25,20.83,14,
169,19.39,44.56,10.40,36.19,22.38,14,1.90
171,20.14,46.74,11.50,37.82,20.16,14,
173,21.24,51.15,11.94,39.82,19.64,7,
175,16.58,32.60,13.40,41.82,19.98,7,
177,8.18,23.02,15.07,43.82,20.12,7,
179,11.50,30.03,14.76,45.82,19.88,7,1.26
