time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,43.06,0.00,0,
3,0.00,0.00,0.00,0.00,53.84,0.00,4,
5,0.00,0.00,0.00,0.00,62.23,0.00,4,
7,0.00,0.00,0.00,0.00,62.73,0.00,4,
9,0.00,0.00,0.00,0.00,63.19,0.00,4,4.00
11,0.00,0.00,0.00,0.00,58.00,0.00,4,
13,0.00,0.00,0.00,0.00,52.55,0.00,3,
15,0.00,0.00,0.00,0.00,51.33,0.00,3,
17,0.00,0.00,0.24,1.69,49.14,1.00,3,
19,0.97,3.89,0.35,3.69,46.18,1.00,3,1.61
21,1.57,4.04,0.72,5.69,44.39,0.00,3,
23,3.60,5.31,1.22,7.69,42.31,0.00,2,
25,3.55,5.23,1.78,9.69,41.42,0.00,2,
27,3.16,8.59,2.79,11.69,40.21,2.00,2,
29,5.27,11.20,2.39,13.69,38.54,1.00,2,1.66
31,8.68,14.40,2.86,15.69,36.93,0.00,2,
33,10.09,17.17,4.09,17.69,31.67,2.00,4,
35,10.08,17.14,5.18,19.69,30.74,2.00,4,
37,12.42,20.64,4.54,12.53,29.87,2.00,4,
39,11.51,22.33,5.78,14.53,27.42,2.00,4,1.91
41,13.77,27.11,6.39,16.53,25.14,1.00,4,
43,15.38,25.52,7.57,18.53,22.12,2.00,1,
45,16.12,24.64,8.66,20.53,19.59,0.00,1,
47,19.83,30.55,10.00,22.53,18.37,2.00,1,
49,19.63,30.98,9.06,19.70,21.05,2.00,1,1.70
51,11.33,17.76,9.25,20.16,20.26,2.00,1,
53,13.92,21.53,8.58,22.16,17.97,2.00,2,
55,19.33,34.63,8.79,24.16,18.95,0.00,2,
57,20.45,35.29,10.12,26.16,21.10,2.00,2,
59,18.99,34.91,8.84,25.10,21.90,2.00,2,1.97
61,13.68,24.15,8.57,27.10,21.97,2.00,2,
63,10.42,24.15,7.33,29.10,24.80,1.00,3,
65,13.83,24.15,8.30,31.10,27.69,1.00,3,
67,16.86,24.15,9.10,33.10,29.37,1.00,3,
69,17.05,22.62,9.70,27.97,29.73,2.00,3,1.82
71,12.72,22.59,9.59,25.41,28.30,2.00,3,
73,14.25,24.16,10.29,27.41,22.67,1.00,1,
75,15.20,23.95,9.56,29.41,19.63,0.00,1,
77,16.54,31.70,10.72,31.41,21.39,2.00,1,
79,17.82,37.03,8.51,31.79,22.18,2.00,1,2.06
81,17.73,36.66,8.56,33.79,23.74,2.00,1,
83,8.56,22.59,8.92,35.79,27.35,2.00,4,
85,9.60,22.59,9.22,37.79,29.34,1.00,4,
87,12.54,22.59,9.55,39.79,29.69,2.00,4,
89,11.41,17.79,9.21,34.70,32.00,2.00,4,2.14
91,12.18,20.57,8.82,26.73,31.31,2.00,4,
93,14.58,30.15,9.69,29.03,25.77,2.00,2,
95,15.59,30.80,8.39,26.03,20.92,0.00,2,
97,20.06,38.60,9.88,28.03,18.78,2.00,2,
99,22.24,42.89,10.61,22.07,16.53,2.00,2,1.56
101,20.85,43.53,9.75,24.07,14.67,2.00,2,
103,22.73,56.39,10.94,26.07,13.88,1.00,1,
105,24.72,64.51,11.97,28.07,14.99,1.00,1,
107,27.19,73.55,13.38,30.07,15.88,2.00,1,
109,27.77,73.32,13.11,30.49,18.07,2.00,1,2.20
111,24.23,75.09,13.78,27.51,17.56,2.00,1,
113,25.41,79.83,14.22,29.51,15.23,2.00,1,
115,27.41,83.02,13.97,31.51,16.87,2.00,1,
117,29.11,88.16,14.72,33.51,17.93,1.00,1,
119,31.85,92.20,14.46,35.51,19.65,1.00,1,1.43
121,33.27,92.10,15.53,37.51,19.91,1.00,1,
123,33.09,91.60,16.98,39.51,19.11,1.00,4,
125,18.14,27.14,16.97,41.51,19.74,0.00,4,
127,21.10,33.45,18.47,43.51,23.13,2.00,4,
129,22.71,38.09,17.72,45.51,25.20,3.00,4,1.48
131,24.04,42.10,16.81,47.51,25.29,1.00,4,
133,19.30,43.24,18.10,49.51,20.90,2.00,3,
135,20.54,46.18,19.37,51.51,19.45,1.00,3,
137,23.31,50.12,19.63,53.51,22.28,2.00,3,
139,25.72,50.08,18.24,45.57,22.08,2.00,3,1.74
141,27.02,50.08,17.85,43.16,23.79,2.00,3,
143,27.14,50.02,18.75,39.30,24.37,2.00,2,
145,22.72,37.36,20.00,41.30,22.13,1.00,2,
147,24.39,41.07,21.63,43.30,20.22,2.00,2,
149,25.18,41.00,18.01,41.64,16.16,2.00,2,1.42
151,28.82,45.13,15.90,43.64,14.34,1.00,2,
153,34.28,47.16,17.03,45.64,13.02,1.00,1,
155,35.20,43.64,18.39,47.64,12.02,0.00,1,
157,28.72,42.87,20.32,49.64,11.48,2.00,1,
159,28.57,42.87,18.45,51.64,11.25,2.00,1,0.83
161,29.40,47.87,18.34,53.64,11.20,2.00,1,
163,30.24,49.20,17.79,55.64,10.98,2.00,3,
165,30.24,49.19,18.12,57.64,11.63,2.00,3,
167,29.40,49.19,17.02,59.64,11.71,2.00,3,
169,28.94,49.19,17.17,51.12,11.27,2.00,3,1.53
171,31.75,49.19,15.84,45.69,11.54,1.00,3,
173,26.26,49.19,16.25,47.69,14.64,0.00,4,
175,24.84,49.19,17.75,49.69,15.26,1.00,4,
177,27.04,49.19,16.85,51.69,17.83,2.00,4,
179,28.63,49.19,17.82,52.23,19.67,2.00,4,1.48
181,28.58,49.19,16.09,40.75,18.53,3.00,4,
183,28.56,49.12,16.76,42.75,18.07,1.00,2,
185,28.94,46.67,17.54,44.75,17.34,0.00,2,
187,28.78,39.43,18.83,46.75,17.71,2.00,2,
189,30.97,42.22,17.76,44.54,19.55,2.00,2,1.74
191,27.68,42.19,17.78,46.54,18.83,2.00,2,
193,24.54,36.92,16.32,48.54,17.28,2.00,4,
195,21.68,36.92,15.05,50.54,19.62,1.00,4,
197,21.50,36.92,16.15,52.54,19.72,2.00,4,
199,22.28,36.92,17.62,54.54,20.08,3.00,4,1.84
201,19.66,36.92,18.07,56.54,19.39,2.00,4,
203,20.46,36.92,18.88,58.54,17.61,2.00,3,
205,22.45,36.92,16.62,60.54,20.33,1.00,3,
207,23.71,36.92,17.96,62.54,21.62,2.00,3,
209,27.84,36.92,17.10,53.33,22.47,2.00,3,2.15
211,28.79,36.82,17.20,54.00,24.59,2.00,3,
213,12.63,30.82,16.41,47.84,20.89,2.00,1,
215,14.75,30.82,15.72,49.84,17.44,0.00,1,
217,20.23,30.82,17.22,51.84,15.83,2.00,1,
219,20.40,31.04,13.45,34.04,20.14,2.00,1,1.89
221,19.06,30.82,12.61,36.04,21.89,2.00,1,
223,14.62,30.82,12.77,38.04,22.77,1.00,2,
225,15.08,30.82,13.62,40.04,22.27,0.00,2,
227,16.51,30.82,15.07,42.04,22.13,2.00,2,
229,18.58,30.82,15.20,44.04,22.17,2.00,2,1.92
231,14.41,23.91,15.37,46.04,20.92,2.00,2,
233,12.05,25.96,13.49,48.04,22.61,2.00,1,
235,15.53,36.82,14.08,50.04,21.71,0.00,1,
237,17.20,42.70,15.63,52.04,23.27,2.00,1,
239,17.44,42.60,16.80,54.04,24.99,2.00,1,2.24
241,18.30,42.60,17.14,56.04,25.61,2.00,1,
243,13.51,23.14,17.54,58.04,24.92,1.00,4,
245,11.97,24.12,17.25,60.04,25.49,1.00,4,
247,11.22,23.92,18.62,62.04,24.14,5.00,4,
249,11.24,23.92,16.62,64.04,22.20,3.00,4,2.26
251,14.91,28.50,13.80,66.04,21.50,1.00,4,
253,17.56,29.31,14.83,68.04,20.88,1.00,2,
255,19.57,29.31,15.39,70.04,21.08,0.00,2,
257,22.00,29.31,16.57,72.04,21.30,2.00,2,
259,21.94,29.30,14.35,74.04,21.21,2.00,2,2.08
261,20.09,34.90,14.29,76.04,21.35,2.00,2,
263,11.53,23.07,14.36,78.04,22.59,2.00,1,
265,12.23,24.73,13.75,80.04,22.49,0.00,1,
267,14.60,24.73,15.08,82.04,24.39,2.00,1,
269,15.97,24.45,14.75,84.04,23.21,2.00,1,1.98
271,11.90,17.37,13.05,86.04,22.70,1.00,1,
273,11.37,17.37,13.41,88.04,19.12,0.00,2,
275,14.72,23.03,14.57,90.04,22.67,0.00,2,
277,14.59,22.80,15.86,92.04,23.44,2.00,2,
279,12.89,22.80,15.76,94.04,22.18,2.00,2,1.17
281,17.25,34.79,14.58,96.04,19.69,2.00,2,
283,17.83,37.11,14.43,98.04,18.99,2.00,4,
285,17.90,36.72,14.97,100.04,20.28,1.00,4,
287,20.64,42.19,15.15,102.04,20.41,1.00,4,
289,19.73,42.50,15.98,104.04,17.22,2.00,4,1.74
291,14.96,42.49,16.73,106.04,19.08,1.00,4,
293,17.33,48.42,17.74,108.04,19.19,1.00,3,
295,17.20,48.15,17.43,110.04,19.71,1.00,3,
297,17.50,48.15,17.69,112.04,17.04,2.00,3,
299,18.45,48.15,16.67,112.67,15.62,1.00,3,1.70
301,19.30,48.15,11.60,42.63,18.98,1.00,3,
303,16.18,35.71,11.31,41.33,19.29,1.00,1,
305,15.27,29.52,12.04,43.33,19.07,0.00,1,
307,17.40,29.52,13.37,45.33,26.76,2.00,1,
309,14.88,29.52,10.75,39.52,28.78,2.00,1,1.95
311,11.04,21.63,10.11,31.67,28.83,2.00,1,
313,11.26,22.52,7.65,33.67,26.85,2.00,3,
315,11.78,22.41,8.21,35.67,26.27,0.00,3,
317,13.82,22.41,9.52,37.67,28.62,1.00,3,
319,13.51,24.62,10.37,33.88,29.06,1.00,3,1.27
321,10.84,28.69,11.32,30.81,24.98,2.00,3,
323,14.86,39.95,11.73,32.81,20.97,1.00,4,
325,20.67,47.35,11.50,34.81,19.76,1.00,4,
327,27.21,57.52,12.19,36.81,20.09,2.00,4,
329,27.11,61.75,11.44,32.94,20.19,2.00,4,1.87
331,30.75,61.70,11.25,27.96,18.43,1.00,4,
333,33.21,61.70,11.73,29.96,13.28,1.00,2,
335,34.78,62.23,12.74,31.96,12.28,1.00,2,
337,38.89,69.59,14.05,33.96,12.11,2.00,2,
339,42.14,71.03,12.29,24.81,16.13,2.00,2,1.50
341,35.62,73.13,12.72,21.90,18.88,2.00,2,
343,26.36,73.63,12.33,23.90,17.77,2.00,1,
345,29.60,73.43,11.21,25.90,18.19,0.00,1,
347,31.60,74.20,12.88,27.90,16.78,2.00,1,
349,32.80,78.93,12.23,29.90,16.49,1.00,1,2.21
351,34.54,85.86,13.51,31.90,17.15,2.00,1,
353,36.24,92.69,14.74,33.90,13.88,2.00,1,
355,38.63,102.24,15.34,35.90,12.43,1.00,1,
357,40.28,103.32,16.43,37.90,12.69,1.00,1,
359,41.21,106.72,17.71,39.90,13.96,1.00,1,1.84
361,44.57,114.81,19.11,41.90,17.13,1.00,1,
363,44.92,116.30,20.38,43.90,20.40,2.00,1,
365,44.91,116.28,19.54,45.90,21.48,1.00,1,
367,30.27,57.72,20.07,47.90,20.61,0.00,1,
369,17.27,35.49,21.41,49.90,19.05,2.00,1,1.54
371,17.24,35.49,22.56,51.90,18.12,1.00,1,
373,17.81,37.77,23.97,53.90,15.80,1.00,4,
375,19.01,42.57,25.21,55.90,14.69,3.00,4,
377,19.00,42.50,26.30,57.90,14.29,3.00,4,
379,20.64,46.22,23.73,55.49,17.71,2.00,4,1.93
381,21.84,47.96,24.77,57.49,21.56,3.00,4,
383,21.83,47.95,25.92,57.98,20.31,1.00,3,
385,21.83,47.95,27.13,58.48,22.40,1.00,3,
387,22.75,47.95,26.17,60.48,24.75,2.00,3,
389,16.90,47.95,24.91,62.48,25.53,3.00,3,1.99
391,16.50,47.95,21.96,64.48,25.95,2.00,3,
393,18.69,47.95,19.09,66.48,23.79,1.00,2,
395,20.04,49.53,19.90,68.48,20.17,1.00,2,
397,22.52,59.52,21.12,70.48,17.33,2.00,2,
399,26.52,70.25,20.75,72.48,16.75,1.00,2,2.36
401,32.09,81.23,20.62,74.48,13.61,1.00,2,
403,37.36,95.28,19.99,76.48,12.34,2.00,1,
405,39.78,102.31,20.44,78.48,11.89,2.00,1,
407,41.60,105.05,20.22,80.48,13.20,1.00,1,
409,42.93,108.61,20.30,82.48,14.30,1.00,1,1.65
411,44.94,111.77,20.05,84.48,13.22,1.00,1,
413,48.31,121.45,20.65,86.48,13.53,2.00,1,
415,50.37,127.43,21.37,88.48,16.45,1.00,1,
417,52.20,130.83,22.14,90.48,17.98,1.00,1,
419,36.92,130.79,22.31,92.48,16.34,1.00,1,1.19
421,37.29,133.34,23.60,94.48,15.71,2.00,1,
423,39.79,143.35,24.75,96.48,13.86,2.00,4,
425,41.21,149.01,24.84,98.48,12.33,1.00,4,
427,42.45,153.59,25.15,100.48,14.62,2.00,4,
429,45.30,158.50,22.25,66.68,12.31,1.00,4,1.37
431,46.44,163.23,21.04,68.68,10.57,1.00,4,
433,46.39,162.73,22.06,70.68,9.31,1.00,2,
435,28.61,84.18,23.12,72.68,9.81,0.00,2,
437,29.33,85.80,24.29,74.68,10.35,2.00,2,
439,31.28,93.67,20.28,63.22,9.26,1.00,2,1.74
441,34.58,102.87,21.26,63.97,8.75,1.00,2,
443,37.72,109.77,22.21,63.38,8.51,1.00,3,
445,40.71,122.00,21.64,51.90,9.01,0.00,3,
447,40.85,125.91,22.81,53.90,9.97,2.00,3,
449,39.67,125.88,19.21,53.09,9.68,2.00,3,0.51
451,41.00,127.83,18.28,55.09,10.41,1.00,3,
453,43.56,133.11,17.72,57.09,11.69,0.00,1,
455,43.52,133.02,18.72,59.09,13.14,0.00,1,
457,43.52,133.02,19.85,61.09,15.70,2.00,1,
459,43.52,133.02,,,18.29,1.00,1,0.48
461,44.43,132.98,,,17.51,1.00,1,
463,36.03,129.29,,,15.40,2.00,2,
465,21.74,74.18,,,11.83,1.00,2,
467,25.74,79.84,,,12.97,1.00,2,
469,29.76,88.07,,,13.68,2.00,2,2.02
471,32.97,97.42,,,12.65,1.00,2,
473,38.26,113.49,,,11.62,1.00,4,
475,39.63,114.65,,,13.36,1.00,4,
477,40.91,116.12,,,14.15,2.00,4,
479,40.02,126.24,,,14.55,3.00,4,1.60
481,33.54,127.49,,,15.02,2.00,4,
483,38.08,127.49,,,15.55,1.00,2,
485,40.93,127.49,,,17.34,1.00,2,
487,40.55,127.49,,,18.89,1.00,2,
489,39.78,127.49,,,19.58,2.00,2,2.29
491,39.66,127.27,,,19.20,2.00,2,
493,40.95,132.42,,,20.55,1.00,3,
495,42.16,137.28,,,22.33,0.00,3,
497,39.18,129.16,,,24.73,2.00,3,
499,9.52,19.64,,,23.32,2.00,3,1.81
501,9.93,20.06,,,20.89,2.00,3,
501,9.93,20.06,,,20.89,2.00,1,
