time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,52.50
5,0.00,0.00,0.00,0.00,0.00,59.03
7,0.00,0.00,0.00,0.00,0.00,57.02
9,0.00,0.00,0.00,0.00,0.00,58.32
11,0.00,0.00,0.00,0.00,0.00,57.12
13,0.00,0.00,0.00,0.00,0.00,51.87
15,0.00,0.00,0.00,0.00,0.00,41.02
17,0.00,0.00,0.08,0.00,0.00,33.98
19,0.00,0.00,2.08,1.80,0.00,16.82
21,8.12,0.00,0.00,3.80,0.70,5.38
23,15.19,4.36,1.57,5.80,2.70,1.02
25,20.72,4.83,3.57,7.80,4.70,1.73
27,24.02,0.00,5.57,9.80,6.70,22.53
29,21.30,0.00,7.57,10.57,0.00,40.00
31,0.00,0.00,9.57,7.53,0.00,43.70
33,1.51,0.00,0.00,9.53,0.00,43.17
35,5.56,0.00,0.00,11.53,0.00,42.17
37,5.49,0.00,0.00,13.53,0.00,44.64
39,5.49,0.00,0.00,15.53,0.00,43.70
41,5.40,0.00,0.00,17.53,0.00,46.04
43,0.24,0.00,0.00,19.53,0.00,49.05
45,0.00,0.00,0.00,4.50,0.43,42.38
47,0.00,3.20,0.00,0.00,2.43,38.43
49,0.00,4.51,0.00,0.00,4.43,33.73
51,0.00,7.18,0.00,0.00,6.43,28.86
53,0.00,16.86,0.00,0.92,8.43,26.49
55,1.28,17.60,0.00,2.92,10.43,26.23
57,4.53,17.60,0.00,4.92,12.43,24.19
59,4.43,17.58,0.00,6.92,14.43,21.12
61,4.43,6.72,0.00,8.92,11.12,24.40
63,4.43,0.00,0.00,10.92,12.30,27.87
65,4.43,0.00,0.00,12.92,5.50,29.67
67,4.43,0.00,0.00,14.92,5.71,27.30
69,4.43,0.83,0.00,16.92,5.01,24.34
71,4.43,5.74,0.00,18.92,7.01,20.54
73,4.43,11.88,0.00,20.92,9.01,16.72
75,4.43,11.71,0.00,22.92,11.01,13.58
77,7.22,11.71,0.97,24.92,13.01,11.30
79,10.87,11.71,2.97,26.92,15.01,13.33
81,10.82,11.71,4.97,28.92,17.01,11.67
83,10.82,11.71,6.97,30.92,19.01,10.58
85,14.95,11.71,8.97,32.92,21.01,15.60
87,17.92,9.60,10.97,34.92,23.01,30.55
89,6.88,0.00,12.97,0.00,20.30,41.07
91,0.00,0.00,6.68,0.00,0.00,51.70
93,0.00,0.00,0.00,0.00,0.23,44.90
95,0.00,0.00,0.00,0.00,2.23,45.95
97,0.00,3.66,0.00,0.00,4.23,48.22
99,0.00,4.87,0.00,0.00,6.23,47.42
101,0.00,4.87,0.00,0.00,8.23,44.69
103,0.00,4.87,0.00,0.00,10.23,43.04
105,3.24,4.87,0.00,1.88,12.23,40.15
107,5.48,4.87,0.00,3.88,14.23,35.12
109,9.13,5.87,1.05,5.88,16.23,26.63
111,11.18,10.89,3.05,7.88,18.23,17.08
113,16.49,12.78,5.05,9.88,20.23,12.69
115,17.11,19.36,7.05,11.88,22.23,9.78
117,17.11,31.51,9.05,13.88,24.23,9.59
119,17.06,36.22,11.05,15.88,26.23,12.63
121,20.89,36.16,13.05,3.73,12.34,17.20
123,2.05,35.94,10.99,5.73,11.72,24.03
125,0.00,1.74,0.00,7.73,10.43,33.90
127,0.00,0.00,0.00,0.00,11.23,26.70
129,0.00,0.00,0.00,0.00,11.04,28.30
131,0.00,2.54,0.00,0.00,4.41,36.60
133,0.00,5.19,0.00,0.00,6.41,42.40
135,0.00,5.16,0.00,0.00,8.41,42.38
137,0.00,5.16,0.00,0.00,10.41,42.98
139,0.00,5.16,0.00,0.00,12.41,36.95
141,0.00,5.16,0.00,0.00,14.41,33.80
143,0.00,5.49,0.00,0.00,16.41,24.12
145,0.00,11.14,0.00,0.00,18.41,16.52
147,3.25,10.93,0.00,1.86,20.41,12.96
149,5.01,16.29,0.00,3.86,22.41,20.32
151,5.00,16.53,0.00,5.86,24.41,28.70
