time,value
5,0.03
9,0.02
13,0.03
17,0.01
21,0.05
25,0.03
29,0.05
33,0.03
37,0.08
41,0.08
45,0.07
49,0.09
53,0.15
57,0.08
61,0.04
65,0.07
69,0.05
73,0.05
77,0.09
81,0.06
85,0.05
89,0.07
93,0.13
97,0.17
101,0.19
105,0.16
109,0.18
113,0.30
117,0.18
121,0.17
125,0.17
129,0.11
133,0.22
137,0.10
141,0.35
145,0.22
149,0.26
153,0.09
157,0.20
161,0.18
165,0.16
169,0.33
173,0.19
177,0.28
181,0.22
185,0.21
189,0.41
193,0.46
197,0.21
201,0.25
205,0.14
209,0.31
213,0.30
217,0.20
221,0.19
225,0.31
229,0.12
233,0.29
237,0.19
241,0.15
245,0.26
249,0.21
253,0.10
257,0.09
261,0.12
265,0.14
269,0.15
273,0.14
277,0.23
281,0.22
285,0.24
289,0.21
293,0.23
297,0.20
301,0.20
305,0.27
309,0.28
313,0.24
317,0.13
321,0.17
325,0.16
329,0.27
333,0.12
337,0.29
341,0.08
345,0.14
349,0.18
353,0.24
357,0.28
361,0.25
365,0.22
369,0.31
373,0.40
377,0.24
381,0.11
385,0.19
389,0.17
393,0.25
397,0.13
401,0.24
405,0.32
409,0.21
413,0.34
417,0.31
421,0.31
425,0.16
429,0.27
433,0.28
437,0.39
441,0.17
445,0.28
449,0.31
453,0.34
457,0.28
461,0.23
465,0.28
469,0.37
473,0.19
477,0.32
481,0.39
485,0.18
489,0.27
493,0.45
497,0.22
501,0.32
505,0.19
509,0.33
513,0.48
517,0.54
521,0.52
525,0.19
529,0.34
533,0.20
537,0.27
541,0.28
545,0.54
549,0.33
553,0.28
557,0.13
561,0.25
565,0.16
569,0.25
573,0.28
577,0.18
581,0.30
585,0.15
589,0.19
593,0.12
597,0.19
601,0.18
605,0.21
609,0.16
613,0.20
617,0.25
621,0.27
625,0.22
629,0.08
633,0.39
637,0.22
641,0.26
645,0.14
649,0.26
653,0.29
657,0.14
661,0.24
665,0.28
669,0.18
673,0.32
677,0.28
681,0.19
685,0.25
689,0.18
693,0.40
697,0.22
701,0.36
705,0.22
709,0.44
713,0.36
717,0.42
721,0.38
725,0.24
729,0.29
733,0.16
737,0.25
741,0.10
745,0.25
749,0.23
753,0.22
757,0.19
761,0.19
765,0.17
769,0.24
773,0.22
777,0.20
781,0.25
785,0.26
789,0.18
793,0.18
797,0.13
801,0.23
805,0.23
809,0.24
813,0.28
817,0.39
821,0.33
825,0.26
829,0.55
833,0.26
837,0.41
841,0.54
845,0.21
849,0.30
853,0.38
857,0.36
861,0.35
865,0.24
869,0.37
873,0.18
877,0.39
881,0.33
885,0.19
889,0.57
893,0.39
897,0.71
901,0.75
905,0.57
909,0.38
913,0.31
917,0.67
921,0.42
925,0.40
929,0.70
933,0.79
937,0.34
941,0.57
945,0.83
949,0.53
953,0.61
957,0.53
961,0.37
965,1.12
969,1.03
973,0.69
977,0.80
981,0.51
985,0.86
989,0.65
993,0.87
997,1.17
