time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.91,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.42,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.26,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.31,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.79,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.54,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.47,0.00
19,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.14,0.08,0.41,55.54,0.00
21,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.80,0.48,2.41,58.85,1.00
23,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.32,0.57,0.95,61.23,1.00
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.24,0.00
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.02,0.00
29,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.09,0.16,0.27,50.92,1.00
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.37,0.00
33,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.13,0.08,0.40,31.63,1.00
35,3.06,0.00,1.53,3.06,0.00,1.24,0.00,0.41,0.74,1.24,29.22,0.00
37,5.23,0.00,2.62,5.23,0.00,3.24,0.00,1.08,1.94,3.24,32.47,0.00
39,5.22,0.00,2.61,5.22,0.00,5.24,0.00,1.75,3.14,5.24,28.48,0.00
41,5.22,0.00,2.61,5.22,0.00,7.24,0.00,2.41,4.34,7.24,24.20,0.00
43,6.90,0.00,3.45,6.90,0.09,9.24,0.00,3.11,5.56,9.24,21.46,0.00
45,11.34,0.00,5.67,11.34,2.09,11.24,0.00,4.44,7.16,11.24,37.56,0.00
47,8.14,0.00,4.07,8.14,4.09,13.24,0.00,5.77,8.76,13.24,53.69,1.00
49,0.00,0.00,0.00,0.00,6.09,0.00,0.00,2.03,1.22,6.09,51.70,1.00
