time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,40.70,0.00,1
5,0.00,0.00,0.00,0.00,47.98,0.00,1
7,0.00,0.00,0.00,0.00,55.86,0.00,1
9,0.00,0.00,0.00,0.00,56.95,0.00,1
11,0.00,0.00,0.00,0.00,58.39,0.00,1
13,0.00,0.00,0.00,0.00,58.02,0.00,1
15,0.00,0.00,0.00,0.00,57.53,0.00,1
17,0.00,0.00,0.03,0.40,55.54,0.00,1
19,0.00,0.00,0.24,2.40,54.37,2.00,1
21,0.00,0.00,0.12,1.48,54.45,1.00,3
23,0.00,0.00,0.05,0.63,46.07,0.00,3
25,0.60,2.40,0.27,2.63,35.43,0.00,3
27,2.36,4.89,0.72,4.63,28.85,0.00,3
29,4.20,7.94,1.48,6.63,24.54,0.00,3
31,9.70,17.56,2.61,8.63,21.44,1.00,3
33,10.74,17.31,3.74,10.63,22.69,0.00,3
35,12.64,20.55,4.91,12.63,23.05,0.00,3
37,14.79,24.92,6.08,14.63,21.42,0.00,3
39,16.29,25.07,7.24,16.63,21.93,0.00,3
41,18.76,30.89,8.41,18.63,21.48,0.00,2
43,20.45,30.70,9.58,20.63,20.86,0.00,2
45,21.24,30.70,10.81,22.63,21.74,0.00,2
47,23.88,35.86,12.14,24.63,20.76,2.00,2
49,25.51,36.98,11.12,24.67,21.41,2.00,2
51,23.09,36.98,11.51,26.67,20.09,1.00,2
53,22.73,44.39,12.29,28.67,19.31,1.00,4
55,26.29,50.21,12.57,30.67,17.30,1.00,4
57,27.72,56.28,13.34,32.67,16.18,1.00,4
59,29.96,62.60,14.50,34.67,14.51,1.00,4
61,33.18,68.00,12.75,36.67,12.27,0.00,1
63,36.94,73.93,13.81,38.67,9.59,0.00,1
65,40.37,81.77,14.98,40.67,9.32,0.00,1
67,44.06,90.05,16.15,42.67,11.07,2.00,1
69,46.18,93.90,16.43,41.30,11.91,2.00,1
71,46.74,93.86,16.90,43.30,12.76,2.00,1
73,51.29,100.83,16.53,39.13,14.60,2.00,1
75,51.19,100.58,15.30,35.28,14.84,2.00,1
77,49.39,100.58,15.21,32.19,14.49,2.00,1
79,35.06,104.38,15.10,27.60,15.14,0.00,1
81,36.93,107.07,16.64,29.60,15.89,3.00,1
