time,calc_time
1.00,0.16
9.00,0.06
19.00,0.06
29.00,0.08
39.00,0.08
49.00,0.16
59.00,0.07
69.00,0.06
79.00,0.06
89.00,0.06
99.00,0.05
109.00,0.06
119.00,0.07
129.00,0.06
139.00,0.06
149.00,0.06
159.00,0.07
169.00,0.07
179.00,0.07
189.00,0.07
199.00,0.05
209.00,0.07
219.00,0.06
229.00,0.07
239.00,0.08
249.00,0.06
259.00,0.06
269.00,0.06
279.00,0.06
289.00,0.05
299.00,0.06
309.00,0.07
319.00,0.06
329.00,0.07
339.00,0.06
349.00,0.07
359.00,0.07
369.00,0.07
379.00,0.06
389.00,0.08
399.00,0.05
409.00,0.06
419.00,0.06
429.00,0.07
439.00,0.06
449.00,0.06
459.00,0.07
469.00,0.06
479.00,0.06
489.00,0.06
499.00,0.07
