time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,44.70,3
3,0.00,0.00,0.00,0.00,0.00,53.50,3
5,0.00,0.00,0.00,0.00,0.00,57.20,5
7,0.00,0.00,0.00,0.00,0.00,58.87,5
9,0.00,0.00,0.00,0.00,0.00,59.52,5
11,0.00,0.00,0.00,0.00,0.00,60.73,5
13,0.00,0.00,0.00,0.00,0.00,59.83,2
15,0.00,0.00,0.03,0.06,0.42,50.76,2
17,0.00,0.00,0.00,0.00,0.00,46.28,2
19,0.64,2.54,0.20,0.23,1.44,40.71,2
21,1.59,6.35,0.27,0.44,2.90,37.42,2
23,2.99,11.98,0.69,1.06,4.90,36.00,1
25,3.93,11.82,1.31,1.77,6.90,35.97,1
27,4.25,11.82,1.62,2.20,8.90,30.73,1
29,5.57,17.08,2.44,3.21,10.90,29.91,1
31,7.34,24.19,3.47,4.51,12.90,28.34,6
33,4.94,11.62,3.41,3.87,12.31,28.42,6
35,3.89,10.80,3.24,2.90,12.27,29.10,6
37,6.05,10.78,4.24,3.86,14.27,28.65,6
39,8.52,15.31,5.26,4.84,16.27,25.78,1
41,9.64,22.75,3.90,4.69,16.74,21.28,1
43,10.07,23.69,3.82,4.88,18.74,22.99,1
45,11.41,23.69,4.65,5.91,20.74,24.77,1
47,9.26,23.68,5.48,6.94,22.74,26.34,1
49,8.66,24.26,4.15,4.39,16.62,27.88,8
51,6.36,25.43,4.98,5.42,18.62,27.32,8
53,8.48,30.66,4.06,3.55,20.62,31.83,8
55,10.49,37.82,4.56,4.03,22.62,29.98,8
57,10.46,37.71,2.82,3.75,18.19,29.64,8
59,7.48,24.11,3.05,4.01,20.19,29.28,6
61,3.54,9.09,3.65,4.59,22.19,26.90,6
63,4.87,14.22,3.97,4.89,24.19,24.98,6
65,7.28,17.59,4.66,5.55,26.19,32.65,6
67,9.03,18.22,3.90,3.71,16.76,35.69,6
69,10.09,22.90,2.91,3.40,18.76,36.39,6
71,5.69,17.46,3.40,3.81,20.76,39.23,6
73,4.37,17.46,3.75,3.93,22.76,38.98,8
75,4.37,17.46,3.93,3.75,24.76,32.51,8
77,6.11,17.46,4.65,4.43,26.76,29.46,8
79,7.36,15.36,5.39,5.22,28.76,29.46,8
81,4.47,17.86,3.20,3.83,16.33,27.91,5
83,6.46,21.14,3.73,4.81,18.33,29.06,5
85,8.14,24.00,2.91,4.33,16.73,31.61,5
87,9.56,23.98,3.74,5.30,18.73,35.15,5
89,9.45,22.47,4.25,5.80,17.55,35.79,5
91,3.83,10.89,3.47,5.02,13.51,35.76,5
93,4.24,12.54,2.97,3.88,13.61,35.44,5
95,5.34,16.93,2.92,3.51,15.61,33.29,5
97,5.75,18.55,2.99,3.37,17.61,28.04,7
99,8.26,23.11,3.43,3.58,19.61,22.49,7
101,8.97,23.37,4.00,4.16,21.61,16.52,7
103,12.10,30.91,4.67,4.79,23.61,14.09,7
105,13.54,35.75,5.17,5.16,22.75,14.45,7
107,16.00,38.95,5.23,4.79,22.39,12.03,7
109,22.59,59.32,5.68,5.06,24.39,15.62,7
111,22.85,60.26,6.14,5.35,26.39,15.86,7
113,13.25,30.89,6.71,5.83,28.39,21.04,6
115,8.79,30.89,7.85,7.24,30.39,21.38,6
117,8.68,30.89,7.64,6.42,32.39,28.24,6
119,8.64,30.89,8.52,7.35,34.39,30.06,6
121,10.44,30.89,4.75,5.24,23.03,34.86,1
123,8.84,19.76,5.10,5.63,21.32,30.43,1
125,4.55,18.20,3.84,4.55,19.69,29.61,1
127,8.09,27.85,4.51,5.34,21.69,29.36,1
129,11.57,35.40,4.85,5.50,23.60,29.28,1
131,12.25,35.80,4.84,5.06,25.60,28.27,1
133,4.07,10.92,5.01,4.91,27.60,27.75,1
135,4.94,10.92,5.56,5.35,29.60,27.81,1
137,7.66,11.82,6.24,5.91,31.60,29.65,2
139,10.48,19.24,6.30,5.34,33.60,30.77,2
141,11.91,24.99,6.90,5.64,35.60,36.66,2
143,11.98,24.86,6.49,5.25,37.60,39.05,2
145,10.28,24.55,7.38,6.20,38.90,37.61,2
147,4.13,11.79,4.89,4.12,28.62,34.35,1
149,5.07,11.79,4.77,4.32,30.62,28.57,1
151,8.14,19.00,4.75,4.72,32.62,25.34,1
153,12.87,31.41,5.91,6.22,34.62,25.02,1
155,16.60,41.80,6.70,7.10,36.62,24.23,1
157,18.02,43.50,7.45,7.87,38.62,21.00,1
159,14.52,46.43,8.04,8.30,40.62,19.15,1
161,16.09,52.69,8.71,8.85,42.62,21.75,1
163,18.02,54.19,8.46,7.90,44.62,25.78,1
165,8.78,17.69,8.82,7.93,46.62,28.08,1
167,8.78,17.69,9.63,8.72,48.62,29.82,1
169,8.78,17.69,10.39,9.42,50.62,31.67,1
171,10.67,17.69,11.18,10.18,52.62,33.37,1
173,11.59,17.69,11.45,10.08,54.62,31.12,1
175,11.59,17.69,11.53,9.66,56.62,29.20,1
177,11.76,17.69,12.92,11.06,58.62,24.98,2
179,15.17,25.86,13.83,11.67,60.62,22.17,2
181,16.59,31.70,14.84,12.45,62.62,21.93,2
183,19.31,41.00,13.72,10.91,64.62,20.35,2
185,22.42,43.46,14.34,11.60,66.62,21.90,2
187,21.21,43.44,11.99,9.29,68.62,22.37,2
189,20.71,32.22,11.42,8.95,70.62,24.04,1
191,13.04,30.01,11.75,9.41,72.62,24.79,1
193,13.60,30.01,12.81,10.64,74.62,23.10,1
195,18.17,33.52,14.36,12.33,76.62,22.07,1
197,21.60,40.85,15.87,13.88,78.62,21.52,1
199,19.98,46.51,16.90,14.62,80.62,22.46,1
201,21.85,51.32,16.40,13.12,82.62,21.05,1
203,25.00,61.09,16.90,12.98,84.62,19.38,1
205,28.08,67.30,17.24,12.58,86.62,17.16,5
207,17.37,23.03,18.05,12.96,88.62,16.08,5
209,13.91,22.79,18.61,12.71,90.62,16.62,5
211,14.25,28.32,19.88,13.63,92.62,22.39,5
213,15.91,34.97,19.21,13.62,94.62,28.79,5
215,15.81,34.44,19.30,13.05,96.62,29.54,5
217,8.35,17.44,19.21,12.13,98.62,29.01,5
219,8.35,17.44,20.13,12.84,100.62,26.78,5
221,9.84,17.44,20.54,12.67,102.62,21.79,7
223,11.10,17.44,20.73,12.59,104.62,17.46,7
225,11.54,18.00,21.98,13.77,106.62,17.36,7
227,12.19,18.00,23.48,15.25,108.62,15.54,7
229,11.38,24.18,23.58,15.68,96.66,17.51,4
231,10.02,24.57,22.61,15.42,73.18,21.36,4
233,9.60,24.57,17.23,12.43,57.96,30.79,4
235,8.08,24.57,17.15,11.49,59.96,33.83,4
237,7.47,24.57,11.54,9.67,55.35,32.01,2
239,9.16,24.57,10.64,9.77,57.35,29.82,2
241,11.25,24.57,11.46,10.47,59.35,28.48,2
243,12.56,26.99,12.29,11.17,61.35,25.84,2
245,12.04,37.38,7.22,6.53,60.46,23.90,2
