time,value
1,0.03
5,0.01
9,0.02
13,0.04
17,0.05
21,0.06
25,0.05
29,0.05
33,0.08
37,0.08
41,0.05
45,0.07
49,0.07
53,0.09
57,0.08
61,0.25
65,0.11
69,0.13
73,0.18
77,0.20
81,0.14
85,0.14
89,0.22
93,0.11
97,0.21
101,0.10
105,0.44
109,0.13
113,0.14
117,0.13
121,0.10
125,0.12
129,0.07
133,0.15
137,0.17
141,0.22
145,0.23
149,0.41
153,0.15
157,0.22
161,0.24
165,0.18
169,0.24
173,0.23
177,0.16
181,0.24
185,0.36
189,0.38
193,0.17
197,0.22
201,0.25
205,0.45
209,0.32
213,0.15
217,0.26
221,0.16
225,0.15
229,0.09
233,0.22
237,0.14
241,0.10
245,0.06
249,0.09
253,0.07
257,0.10
261,0.09
265,0.15
269,0.09
273,0.11
277,0.21
281,0.14
285,0.24
289,0.23
293,0.25
297,0.28
301,0.16
305,0.28
309,0.34
313,0.24
317,0.22
321,0.24
325,0.16
329,0.24
333,0.22
337,0.20
341,0.22
345,0.22
349,0.30
353,0.23
357,0.25
361,0.14
365,0.22
369,0.14
373,0.22
377,0.15
381,0.21
385,0.11
389,0.18
393,0.13
397,0.15
401,0.27
405,0.22
409,0.19
413,0.11
417,0.18
421,0.31
425,0.16
429,0.12
433,0.21
437,0.32
441,0.21
445,0.17
449,0.14
453,0.08
457,0.18
461,0.09
465,0.14
469,0.14
473,0.06
477,0.17
481,0.14
485,0.16
489,0.12
493,0.15
497,0.09
