time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.34,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.10,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.66,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.16,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.16,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.99,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.97,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.04,0.07,26.79,0.00
17,0.00,1.54,0.77,1.54,0.00,0.00,2.07,0.69,1.24,2.07,27.98,0.00
19,0.00,4.62,2.31,4.62,0.00,0.00,4.07,1.36,2.44,4.07,30.69,0.00
21,0.00,4.55,2.27,4.55,0.00,0.00,6.07,2.02,3.64,6.07,31.27,0.00
23,0.00,4.55,2.27,4.55,0.00,0.00,8.07,2.69,4.84,8.07,37.76,0.00
25,0.00,4.46,2.23,4.46,0.00,0.00,10.07,3.36,6.04,10.07,53.59,0.00
27,0.00,0.19,0.10,0.19,0.00,0.00,12.07,4.02,7.24,12.07,50.36,1.00
29,0.00,0.00,0.00,0.00,1.29,0.00,0.00,0.43,0.26,1.29,47.79,0.00
31,0.25,0.00,0.12,0.25,3.29,0.00,0.00,1.10,0.66,3.29,44.49,0.00
33,1.79,0.00,0.89,1.79,5.29,0.00,0.00,1.76,1.06,5.29,50.47,0.00
35,0.00,0.00,0.00,0.00,7.29,0.00,0.00,2.43,1.46,7.29,36.82,0.00
37,0.00,0.00,0.00,0.00,9.29,0.56,0.00,3.28,1.97,9.29,19.34,0.00
39,8.82,0.00,4.41,8.82,11.29,2.56,0.00,4.62,2.77,11.29,26.26,0.00
41,16.11,0.00,8.05,16.11,13.29,4.56,0.00,5.95,3.57,13.29,24.73,0.00
43,21.71,0.00,10.85,21.71,15.29,6.56,0.00,7.28,4.37,15.29,24.69,0.00
45,23.54,0.00,11.77,23.54,17.29,8.56,0.00,8.62,5.17,17.29,29.82,0.00
47,23.53,0.00,11.77,23.53,19.29,10.56,0.00,9.95,5.97,19.29,29.56,0.00
49,23.53,0.00,11.77,23.53,21.29,12.56,0.00,11.28,6.77,21.29,22.83,0.00
51,23.53,0.00,11.77,23.53,23.29,14.56,0.00,12.62,7.57,23.29,15.99,0.00
53,23.53,0.29,11.91,23.53,25.29,16.56,1.22,14.36,9.10,25.29,15.91,0.00
55,23.53,7.42,15.48,23.53,27.29,18.56,3.22,16.36,11.10,27.29,22.33,0.00
57,23.53,10.17,16.85,23.53,29.29,20.56,5.22,18.36,13.10,29.29,20.52,1.00
59,23.53,10.81,17.17,23.53,18.96,22.56,7.22,16.25,12.64,22.56,23.97,0.00
61,23.35,16.31,19.83,23.35,20.96,24.56,9.22,18.25,14.64,24.56,23.56,0.00
63,22.21,16.15,19.18,22.21,22.96,26.56,11.22,20.25,16.64,26.56,19.83,0.00
65,19.83,16.15,17.99,19.83,24.96,28.56,13.22,22.25,18.64,28.56,12.96,0.00
67,18.14,16.15,17.14,18.14,26.96,30.56,15.22,24.25,20.64,30.56,6.55,0.00
69,19.75,22.81,21.28,22.81,28.96,32.56,17.22,26.25,22.64,32.56,2.45,0.00
71,24.30,25.60,24.95,25.60,30.96,34.56,19.22,28.25,24.64,34.56,0.93,0.00
73,24.20,33.94,29.07,33.94,32.96,36.56,21.22,30.25,26.64,36.56,3.66,1.00
75,22.75,36.31,29.53,36.31,34.96,8.19,23.22,22.12,22.56,34.96,5.56,1.00
77,0.00,36.29,18.15,36.29,34.43,10.19,25.22,23.28,24.06,34.43,0.00,1.00
79,0.00,36.29,18.15,36.29,0.00,12.19,27.22,13.14,18.77,27.22,5.62,1.00
81,0.00,36.29,18.15,36.29,0.00,0.00,29.22,9.74,17.53,29.22,7.09,0.00
83,0.00,36.29,18.15,36.29,0.00,0.00,31.22,10.41,18.73,31.22,8.43,0.00
85,0.00,36.29,18.15,36.29,0.00,0.00,33.22,11.07,19.93,33.22,15.21,0.00
87,0.00,36.29,18.15,36.29,0.00,0.00,35.22,11.74,21.13,35.22,16.57,0.00
89,0.00,36.29,18.15,36.29,0.00,0.00,37.22,12.41,22.33,37.22,17.16,1.00
91,0.00,36.29,18.15,36.29,0.00,0.00,37.58,12.53,22.55,37.58,18.60,1.00
93,0.00,36.06,18.03,36.06,1.93,0.00,34.23,12.05,20.92,34.23,27.37,1.00
95,0.00,1.74,0.87,1.74,3.93,0.00,27.30,10.41,17.16,27.30,36.33,1.00
97,0.00,0.00,0.00,0.00,5.93,0.00,27.19,11.04,17.50,27.19,42.97,1.00
99,0.00,0.00,0.00,0.00,7.93,0.00,25.88,11.27,17.11,25.88,34.75,1.00
101,1.76,0.00,0.88,1.76,9.93,0.00,0.00,3.31,1.99,9.93,29.94,0.00
103,10.83,0.00,5.42,10.83,11.93,0.00,0.00,3.98,2.39,11.93,27.01,0.00
105,10.40,0.00,5.20,10.40,13.93,0.00,0.00,4.64,2.79,13.93,28.98,0.00
107,10.40,0.00,5.20,10.40,15.93,0.00,1.59,5.84,4.14,15.93,24.11,1.00
109,10.40,0.00,5.20,10.40,17.93,0.00,0.00,5.98,3.59,17.93,19.07,0.00
111,10.40,0.00,5.20,10.40,19.93,0.00,0.91,6.95,4.53,19.93,24.05,0.00
113,10.40,3.89,7.15,10.40,21.93,0.00,2.91,8.28,6.13,21.93,23.49,0.00
115,10.40,4.57,7.48,10.40,23.93,0.00,4.91,9.61,7.73,23.93,18.98,0.00
117,10.40,4.56,7.48,10.40,25.93,0.00,6.91,10.95,9.33,25.93,15.12,0.00
119,10.40,4.56,7.48,10.40,27.93,0.25,8.91,12.36,10.98,27.93,15.49,1.00
121,15.89,4.56,10.23,15.89,22.94,2.25,10.91,12.03,11.59,22.94,14.15,0.00
123,6.72,4.56,5.64,6.72,24.94,4.25,12.91,14.03,13.59,24.94,7.50,1.00
125,1.04,4.56,2.80,4.56,0.00,6.25,14.91,7.05,10.20,14.91,0.73,0.00
127,4.60,11.25,7.92,11.25,0.00,8.25,16.91,8.39,11.80,16.91,0.00,0.00
129,4.48,10.98,7.73,10.98,0.00,10.25,18.91,9.72,13.40,18.91,0.00,0.00
131,4.48,10.98,7.73,10.98,0.00,12.25,20.91,11.05,15.00,20.91,0.00,0.00
133,4.48,10.98,7.73,10.98,0.00,14.25,22.91,12.39,16.60,22.91,0.00,0.00
135,4.39,10.98,7.68,10.98,0.00,16.25,24.91,13.72,18.20,24.91,0.00,0.00
137,0.00,10.98,5.49,10.98,0.00,18.25,26.91,15.05,19.80,26.91,0.00,1.00
139,0.00,10.98,5.49,10.98,0.00,0.00,28.91,9.64,17.35,28.91,0.00,0.00
141,0.00,10.98,5.49,10.98,0.00,0.00,30.91,10.30,18.55,30.91,0.00,0.00
143,0.00,10.98,5.49,10.98,0.00,0.00,32.91,10.97,19.75,32.91,4.84,0.00
145,0.00,7.92,3.96,7.92,0.00,0.00,34.91,11.64,20.95,34.91,60.00,1.00
147,0.00,0.00,0.00,0.00,0.00,0.00,22.14,7.38,13.28,22.14,60.00,1.00
149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.25,0.00
153,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.85,0.00
155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.55,0.00
157,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.16,0.00
159,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.92,0.00
161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.10,0.00
163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.88,0.00
165,0.00,1.67,0.84,1.67,0.00,0.00,1.75,0.58,1.05,1.75,42.00,0.00
167,0.00,5.02,2.51,5.02,0.00,0.00,3.75,1.25,2.25,3.75,34.55,0.00
169,0.00,4.94,2.47,4.94,0.00,0.00,5.75,1.92,3.45,5.75,25.61,0.00
171,0.00,8.32,4.16,8.32,0.00,0.00,7.75,2.58,4.65,7.75,19.43,0.00
173,0.00,11.99,5.99,11.99,0.00,0.00,9.75,3.25,5.85,9.75,23.62,0.00
175,0.00,18.09,9.04,18.09,0.00,0.00,11.75,3.92,7.05,11.75,20.67,0.00
177,0.00,17.90,8.95,17.90,0.00,0.00,13.75,4.58,8.25,13.75,16.45,0.00
179,0.00,17.90,8.95,17.90,0.00,0.32,15.75,5.36,9.52,15.75,13.25,0.00
181,2.90,17.90,10.40,17.90,0.00,2.32,17.75,6.69,11.12,17.75,10.30,0.00
183,5.38,17.90,11.64,17.90,0.00,4.32,19.75,8.02,12.72,19.75,5.77,0.00
185,5.36,17.90,11.63,17.90,0.00,6.32,21.75,9.36,14.32,21.75,1.92,0.00
187,5.36,19.44,12.40,19.44,0.00,8.32,23.75,10.69,15.92,23.75,0.15,0.00
189,5.36,24.97,15.17,24.97,0.00,10.32,25.75,12.02,17.52,25.75,0.00,0.00
191,5.36,24.86,15.11,24.86,0.00,12.32,27.75,13.36,19.12,27.75,5.81,0.00
193,5.36,24.86,15.11,24.86,0.00,14.32,29.75,14.69,20.72,29.75,7.26,0.00
195,5.28,24.86,15.07,24.86,0.00,16.32,31.75,16.02,22.32,31.75,10.14,0.00
197,0.00,24.86,12.43,24.86,0.00,18.32,33.75,17.36,23.92,33.75,11.13,1.00
199,0.00,24.86,12.43,24.86,0.00,0.00,35.75,11.92,21.45,35.75,19.13,0.00
201,0.00,24.86,12.43,24.86,0.00,0.00,37.75,12.58,22.65,37.75,23.64,0.00
203,0.00,24.86,12.43,24.86,0.00,0.00,39.75,13.25,23.85,39.75,26.91,0.00
205,0.00,24.86,12.43,24.86,0.00,0.00,41.75,13.92,25.05,41.75,29.55,0.00
207,0.00,24.86,12.43,24.86,1.97,0.00,43.75,15.24,26.65,43.75,29.39,1.00
209,1.54,23.25,12.40,23.25,3.97,0.00,39.14,14.37,24.28,39.14,31.42,1.00
211,1.19,0.00,0.59,1.19,5.97,0.00,38.16,14.71,24.09,38.16,34.40,1.00
213,2.91,0.00,1.46,2.91,7.97,0.91,25.88,11.59,17.31,25.88,33.35,1.00
215,11.07,0.00,5.54,11.07,9.97,2.91,0.10,4.33,2.64,9.97,34.37,0.00
217,10.98,0.00,5.49,10.98,11.97,4.91,2.10,6.33,4.64,11.97,35.13,1.00
219,10.98,0.00,5.49,10.98,13.97,6.91,3.02,7.97,5.99,13.97,36.56,1.00
221,10.98,0.00,5.49,10.98,15.97,8.91,0.00,8.29,4.98,15.97,32.80,0.00
223,10.98,0.00,5.49,10.98,17.97,10.91,0.00,9.63,5.78,17.97,27.60,0.00
225,15.62,0.00,7.81,15.62,19.97,12.91,0.00,10.96,6.58,19.97,25.10,0.00
227,24.33,0.00,12.17,24.33,21.97,14.91,0.00,12.29,7.38,21.97,19.49,0.00
229,24.19,0.00,12.10,24.19,23.97,16.91,0.00,13.63,8.18,23.97,17.13,0.00
231,30.46,0.00,15.23,30.46,25.97,18.91,0.00,14.96,8.98,25.97,15.72,1.00
233,35.40,0.00,17.70,35.40,11.26,20.91,0.34,10.84,6.64,20.91,13.26,0.00
235,43.95,0.00,21.98,43.95,13.26,22.91,2.34,12.84,8.64,22.91,15.40,0.00
237,44.27,0.00,22.13,44.27,15.26,24.91,4.34,14.84,10.64,24.91,15.04,0.00
239,50.37,0.00,25.18,50.37,17.26,26.91,6.34,16.84,12.64,26.91,16.77,0.00
241,36.00,0.00,18.00,36.00,19.26,28.91,8.34,18.84,14.64,28.91,13.91,0.00
243,24.68,0.00,12.34,24.68,21.26,30.91,10.34,20.84,16.64,30.91,6.24,0.00
245,28.07,5.73,16.90,28.07,23.26,32.91,12.34,22.84,18.64,32.91,0.72,0.00
247,41.42,12.39,26.91,41.42,25.26,34.91,14.34,24.84,20.64,34.91,0.00,0.00
249,42.92,12.16,27.54,42.92,27.26,36.91,16.34,26.84,22.64,36.91,3.79,0.00
251,42.92,12.16,27.54,42.92,29.26,38.91,18.34,28.84,24.64,38.91,4.88,0.00
253,42.92,12.16,27.54,42.92,31.26,40.91,20.34,30.84,26.64,40.91,12.02,0.00
255,42.92,12.16,27.54,42.92,33.26,42.91,22.34,32.84,28.64,42.91,14.91,1.00
257,42.92,12.16,27.54,42.92,35.26,27.14,24.34,28.92,27.09,35.26,19.42,1.00
259,42.92,12.16,27.54,42.92,35.90,29.14,26.34,30.46,28.81,35.90,19.61,1.00
261,42.07,12.16,27.12,42.07,0.00,31.14,28.34,19.83,23.23,31.14,14.71,0.00
263,35.49,9.35,22.42,35.49,0.00,33.14,30.34,21.16,24.83,33.14,13.45,1.00
265,12.15,0.00,6.07,12.15,0.00,35.14,30.99,22.04,25.62,35.14,14.45,1.00
267,18.13,0.00,9.07,18.13,0.00,37.14,18.92,18.69,18.78,37.14,16.25,0.00
269,17.90,0.00,8.95,17.90,0.00,39.14,20.92,20.02,20.38,39.14,9.76,1.00
271,18.65,0.00,9.32,18.65,0.00,41.14,8.79,16.64,13.50,41.14,3.08,1.00
273,24.75,0.00,12.38,24.75,0.17,43.14,0.00,14.44,8.66,43.14,0.31,0.00
275,31.23,0.00,15.62,31.23,2.17,45.14,0.00,15.77,9.46,45.14,0.00,0.00
277,31.33,0.00,15.66,31.33,4.17,47.14,0.00,17.11,10.26,47.14,0.00,0.00
279,31.33,0.00,15.66,31.33,6.17,49.14,0.00,18.44,11.06,49.14,0.00,0.00
281,31.33,0.00,15.66,31.33,8.17,51.14,0.00,19.77,11.86,51.14,0.00,0.00
283,31.33,0.00,15.66,31.33,10.17,53.14,0.00,21.11,12.66,53.14,0.00,0.00
285,31.33,0.00,15.66,31.33,12.17,55.14,0.00,22.44,13.46,55.14,0.00,0.00
287,31.33,0.00,15.66,31.33,14.17,57.14,0.00,23.77,14.26,57.14,0.00,0.00
289,31.33,0.00,15.66,31.33,16.17,59.14,0.00,25.11,15.06,59.14,0.00,0.00
291,31.33,0.00,15.66,31.33,18.17,61.14,0.00,26.44,15.86,61.14,0.00,0.00
293,31.33,0.00,15.66,31.33,20.17,63.14,0.00,27.77,16.66,63.14,7.07,0.00
295,31.33,0.00,15.66,31.33,22.17,65.14,0.00,29.11,17.46,65.14,8.84,0.00
297,31.33,0.00,15.66,31.33,24.17,67.14,0.00,30.44,18.26,67.14,10.14,0.00
299,31.33,0.00,15.66,31.33,26.17,69.14,0.00,31.77,19.06,69.14,12.15,0.00
301,31.33,0.00,15.66,31.33,28.17,71.14,0.00,33.11,19.86,71.14,15.82,1.00
303,31.33,0.00,15.66,31.33,30.17,65.36,0.00,31.85,19.11,65.36,31.28,1.00
305,18.45,0.00,9.23,18.45,32.17,62.73,0.00,31.63,18.98,62.73,33.74,1.00
307,0.63,0.00,0.31,0.63,34.17,40.94,0.00,25.04,15.02,40.94,33.79,0.00
309,7.79,0.00,3.89,7.79,36.17,42.94,0.00,26.37,15.82,42.94,34.48,0.00
