time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,35.98,1
3,0.00,0.00,0.00,0.00,46.96,1
5,0.00,0.00,0.00,0.00,56.57,1
7,0.00,0.00,0.00,0.00,60.76,1
9,0.00,0.00,0.00,0.00,60.05,1
11,0.00,0.00,0.00,0.00,61.50,3
13,0.00,0.00,0.10,1.17,57.15,3
15,0.00,0.00,0.00,0.00,48.12,3
17,0.00,0.00,0.00,0.00,38.69,3
19,0.07,0.29,0.10,1.17,31.29,3
21,1.39,5.54,0.26,3.17,32.31,2
23,2.79,11.16,0.43,5.17,30.50,2
25,2.73,10.94,0.62,7.17,26.80,2
27,2.73,10.94,0.76,9.17,27.09,2
29,2.73,10.94,0.93,11.17,34.88,2
31,3.99,15.97,1.10,13.17,36.27,4
33,5.44,21.77,1.26,15.17,36.20,4
35,6.00,24.01,1.43,17.17,30.83,4
37,6.00,24.00,1.60,19.17,26.46,4
39,6.69,24.00,1.94,21.17,20.89,1
41,9.37,29.87,2.54,23.17,18.45,1
43,13.15,31.30,3.20,25.17,15.39,1
45,15.19,36.68,3.87,27.17,16.12,1
47,15.58,38.24,4.35,26.98,16.14,1
49,17.19,42.71,4.36,20.42,15.88,1
51,14.58,26.91,5.00,19.99,14.40,1
53,11.96,18.85,5.30,15.93,12.18,1
55,12.28,18.85,5.98,17.93,16.87,3
57,12.28,18.85,6.70,19.93,14.41,3
59,12.28,18.85,6.80,21.93,17.69,3
61,12.27,18.85,7.80,23.93,17.51,3
63,10.38,18.85,8.12,25.93,13.55,2
65,10.36,18.85,8.81,27.93,10.76,2
67,11.27,18.85,9.11,29.93,14.98,2
69,14.49,21.80,10.28,31.93,20.44,2
71,13.31,23.27,9.19,31.87,24.53,2
73,7.11,22.80,8.23,33.00,26.99,2
75,7.03,23.57,6.18,24.18,27.87,2
77,8.65,30.04,6.14,26.18,28.81,4
79,11.13,39.94,6.80,28.18,25.37,4
81,13.11,47.96,7.47,30.18,21.21,4
83,15.00,59.60,8.23,32.18,16.60,4
85,17.11,65.28,6.23,26.10,14.25,1
87,22.88,78.30,5.05,26.01,11.02,1
89,26.99,82.46,5.88,28.01,9.30,1
91,28.68,82.40,7.04,30.01,7.25,1
93,30.60,82.40,7.21,32.01,7.22,1
95,33.52,88.88,7.82,34.01,10.02,1
97,33.93,89.34,8.57,36.01,8.83,1
99,32.69,84.42,9.63,38.01,13.13,1
101,12.98,35.85,10.23,40.01,15.69,1
103,12.98,35.85,11.07,42.01,18.39,1
105,12.98,35.85,11.79,44.01,17.39,3
107,12.98,35.85,12.61,46.01,15.02,3
109,12.96,35.85,12.95,48.01,11.36,3
111,11.90,35.85,13.95,50.01,11.69,3
113,12.98,35.85,10.78,31.06,11.07,3
115,14.45,35.85,11.78,33.06,15.35,2
117,16.11,35.85,12.78,35.06,15.89,2
119,16.09,35.85,13.78,37.06,19.58,2
121,15.34,35.85,14.78,39.06,19.91,2
123,15.14,35.49,15.02,39.97,24.35,2
