time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,48.20,1
5,0.00,0.00,0.00,0.00,56.80,1
7,0.00,0.00,0.00,0.00,60.07,1
9,0.00,0.00,0.00,0.00,57.35,2
11,0.00,0.00,0.00,0.00,54.18,2
13,0.00,0.00,0.00,0.00,52.24,2
15,0.00,0.00,0.00,0.00,51.91,2
17,0.00,0.00,0.10,0.70,54.54,2
19,0.00,0.00,0.22,1.15,57.08,7
21,0.00,0.00,0.00,0.00,51.47,7
23,0.00,0.00,0.00,0.00,43.46,7
25,0.00,0.00,0.08,0.42,47.30,7
27,0.00,0.00,0.16,1.29,46.21,7
29,0.28,1.14,0.76,3.30,43.41,5
31,2.28,9.12,0.85,4.10,40.38,5
33,2.96,11.31,1.45,6.10,41.70,5
35,2.40,8.16,1.55,5.39,42.98,5
37,0.70,2.79,2.55,7.39,34.37,5
39,1.43,5.72,1.91,8.60,29.23,7
41,3.45,6.28,2.57,10.60,26.19,7
43,5.61,11.14,3.31,12.60,26.22,7
45,6.88,16.37,4.27,14.60,32.71,7
47,5.84,17.32,2.93,12.43,34.85,7
49,3.86,5.57,3.43,10.65,39.38,7
51,2.62,5.57,3.75,12.65,40.24,5
53,2.62,5.57,3.65,14.65,37.65,5
55,2.62,5.57,3.33,16.65,37.95,5
57,4.19,11.21,4.26,18.65,38.95,5
59,3.67,7.96,2.45,20.65,39.16,5
61,1.55,5.57,2.77,22.65,32.32,8
63,2.24,5.57,3.11,24.65,25.38,8
65,5.09,9.52,3.15,26.65,24.48,8
67,7.15,10.10,3.02,28.65,24.08,8
69,4.99,11.92,2.39,11.08,20.48,8
71,6.95,16.06,2.90,13.08,20.88,6
73,7.44,18.10,3.78,15.08,23.71,6
75,8.12,18.09,5.09,17.08,26.95,6
77,8.50,18.09,6.40,19.08,29.42,6
79,7.42,18.05,6.63,21.08,33.86,6
81,5.12,11.64,6.48,17.87,34.23,1
83,5.55,17.11,5.36,19.74,37.43,1
85,5.54,17.13,3.27,21.74,36.65,1
87,6.16,17.10,3.72,23.74,38.01,1
89,3.82,5.68,4.00,24.39,37.77,1
91,4.36,11.95,2.28,11.25,40.62,1
93,5.47,11.69,1.99,12.74,41.48,1
95,5.44,11.69,2.08,14.74,39.58,1
97,5.87,13.42,2.40,16.74,38.46,3
99,7.49,18.07,2.75,18.74,33.62,3
101,8.70,17.99,3.45,20.74,31.68,3
103,8.67,17.96,4.67,22.74,31.99,3
105,8.62,17.76,5.19,18.92,29.49,3
107,10.31,24.50,5.63,20.92,27.05,4
109,12.07,30.86,5.45,22.92,23.37,4
111,15.12,31.49,6.11,24.92,21.14,4
113,18.85,41.36,7.29,26.92,23.77,4
115,19.84,47.09,7.62,28.92,26.65,4
117,20.72,57.41,6.75,19.10,29.13,5
119,19.25,68.41,6.83,19.47,28.23,5
121,22.19,76.17,7.87,21.47,27.70,5
123,23.36,76.91,9.09,23.47,25.07,5
125,24.09,79.91,9.87,21.42,18.92,5
127,26.82,82.85,10.67,23.09,15.01,5
129,29.58,88.09,11.70,22.12,13.02,5
131,36.52,97.32,12.06,22.66,12.23,6
133,38.78,100.79,12.90,24.66,15.05,6
135,38.75,99.98,13.52,26.66,18.40,6
137,40.08,99.13,15.23,28.66,22.31,6
139,35.83,82.31,13.40,27.72,25.03,6
141,15.25,30.36,14.60,29.72,26.44,6
143,12.69,19.39,14.48,31.72,26.43,6
145,10.26,24.89,13.76,33.72,27.70,2
147,12.80,24.71,12.30,35.72,26.52,2
149,15.72,24.71,12.91,37.72,27.33,2
151,17.15,24.71,13.95,39.72,25.31,2
153,17.28,28.00,15.00,41.72,22.51,2
155,15.43,30.39,16.25,43.72,20.24,1
157,18.06,38.12,16.50,45.72,16.90,1
159,20.85,45.54,17.25,47.72,17.16,1
161,22.86,49.11,18.71,49.72,16.43,1
163,29.50,51.95,16.31,51.72,17.29,1
165,36.32,55.08,16.17,53.72,18.94,1
167,36.11,55.06,17.10,55.72,19.73,1
169,34.29,62.50,17.99,57.72,19.23,3
