id,intersection_id,road_order_id,turn_ratio_template_id
1,1,1,2
2,1,2,2
3,1,3,2
4,1,4,2
5,2,1,2
6,2,2,2
7,2,3,2
8,2,4,2
9,3,1,2
10,3,2,2
11,3,3,2
12,3,4,2
13,4,1,2
14,4,2,2
15,4,3,2
16,4,4,2
17,5,1,2
18,5,2,2
19,5,3,2
20,5,4,2
21,6,1,2
22,6,2,2
23,6,3,2
24,6,4,2
25,7,1,2
26,7,2,2
27,7,3,2
28,7,4,2
29,8,1,2
30,8,2,2
31,8,3,2
32,8,4,2
33,9,1,2
34,9,2,2
35,9,3,2
36,9,4,2
