time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,51.64,0.00,1
5,0.00,0.00,0.00,0.00,54.80,0.00,1
7,0.00,0.00,0.00,0.00,56.94,0.00,1
9,0.00,0.00,0.00,0.00,58.54,0.00,1
11,0.00,0.00,0.00,0.00,58.79,0.00,1
13,0.00,0.00,0.00,0.00,55.72,0.00,1
15,0.00,0.00,0.00,0.00,50.08,0.00,1
17,0.00,0.00,0.05,0.61,43.38,0.00,1
19,0.31,1.23,0.27,2.61,40.52,0.00,1
21,0.96,3.84,0.75,4.61,36.37,1.00,3
23,3.06,12.25,1.26,6.61,31.80,1.00,3
25,3.08,12.31,1.85,8.61,30.74,1.00,3
27,3.51,12.31,1.77,8.57,30.79,1.00,3
29,3.43,12.31,2.31,10.57,30.17,0.00,3
31,5.69,13.38,2.97,12.57,32.36,0.00,3
33,7.52,18.80,3.64,14.57,32.72,0.00,3
35,7.48,18.65,4.31,16.57,30.38,0.00,3
37,7.48,18.65,4.97,18.57,25.80,0.00,3
39,7.77,18.65,5.76,20.57,19.37,1.00,3
41,10.38,18.65,6.53,22.57,16.27,0.00,2
43,12.40,18.65,7.47,24.57,23.29,0.00,2
45,15.23,23.59,8.47,26.57,28.15,0.00,2
47,16.39,23.32,9.47,28.57,29.52,1.00,2
49,13.94,23.32,8.05,29.01,29.50,1.00,2
51,11.86,23.95,8.13,27.96,27.36,1.00,2
53,13.12,28.98,7.30,29.96,22.67,0.00,4
55,13.83,29.19,8.33,31.96,17.40,0.00,4
57,16.89,38.06,9.54,33.96,16.99,3.00,4
59,18.66,45.02,9.09,29.23,20.00,1.00,4
61,20.42,48.38,8.37,31.23,21.81,2.00,1
63,17.97,48.34,8.05,21.28,22.97,1.00,1
65,16.09,48.27,7.85,23.28,26.96,1.00,1
67,16.30,47.45,8.65,25.28,23.91,2.00,1
69,14.41,31.99,7.67,26.92,21.98,2.00,1
71,8.74,17.35,6.46,23.54,21.71,1.00,1
73,9.72,17.35,5.42,25.54,24.24,1.00,1
75,11.37,23.97,6.31,27.54,27.07,2.00,1
77,11.40,24.06,6.65,29.54,27.00,1.00,1
79,11.40,24.06,6.82,31.54,27.43,2.00,1
81,12.74,24.06,6.67,33.54,27.87,0.00,1
83,14.63,24.06,7.51,35.54,28.94,1.00,1
85,16.11,24.06,7.81,37.54,28.98,0.00,1
87,16.08,24.06,8.55,39.54,28.06,0.00,3
89,16.80,24.06,9.49,41.54,26.81,1.00,3
91,19.32,24.06,10.40,43.54,26.00,1.00,3
93,20.24,28.39,11.19,45.54,29.33,2.00,3
95,17.02,30.35,11.33,36.32,29.93,4.00,3
97,9.87,14.87,7.31,31.97,32.18,3.00,3
99,8.23,17.05,6.29,25.08,29.10,2.00,3
101,13.94,28.49,4.82,14.88,24.25,1.00,2
103,19.57,36.33,5.79,16.88,21.48,1.00,2
105,22.01,36.17,6.41,18.88,19.78,0.00,2
107,26.19,41.06,7.60,20.88,20.54,2.00,2
109,28.12,47.17,7.46,22.88,19.89,0.00,2
111,30.69,48.97,8.70,24.88,16.09,0.00,4
113,34.61,55.08,10.03,26.88,12.40,1.00,4
115,36.61,61.69,11.35,28.88,13.51,2.00,4
117,39.48,73.02,11.58,30.88,16.50,2.00,4
119,41.59,82.94,11.59,27.64,19.42,3.00,1
121,39.40,88.46,9.95,29.64,17.05,2.00,1
123,41.26,88.31,10.60,31.64,13.90,0.00,1
125,43.14,92.94,11.77,33.64,10.31,2.00,1
127,46.11,95.72,12.73,36.83,10.05,2.00,1
129,52.02,104.91,13.36,34.66,11.94,2.00,1
131,58.14,112.01,12.42,31.65,14.17,2.00,1
133,59.17,114.04,12.41,33.65,17.61,2.00,1
135,59.17,114.03,13.69,36.66,20.47,2.00,1
137,55.17,100.20,14.17,29.62,23.79,2.00,1
139,32.39,105.61,14.34,31.51,23.45,2.00,1
141,32.34,105.43,15.24,33.51,23.24,1.00,1
143,17.99,46.93,16.15,35.51,24.08,1.00,1
145,10.12,30.66,15.70,37.51,24.04,3.00,3
147,10.09,30.53,14.22,39.51,21.31,1.00,3
149,12.03,30.53,15.64,41.51,24.47,1.00,3
151,14.13,30.53,14.60,43.51,23.92,2.00,3
153,14.45,30.50,13.66,41.64,20.96,1.00,3
155,17.14,30.07,13.89,43.64,19.97,2.00,2
157,19.06,28.57,13.51,45.64,20.68,1.00,2
159,22.02,29.68,14.34,47.64,22.67,0.00,2
161,22.11,29.68,15.68,49.64,22.00,1.00,2
163,21.83,30.15,16.85,51.64,21.99,1.00,2
165,25.18,35.31,18.07,53.64,19.40,1.00,4
167,28.30,48.03,18.28,55.64,15.99,1.00,4
169,30.58,54.26,17.59,57.64,14.54,2.00,4
171,33.35,61.33,16.84,59.64,15.07,2.00,4
173,38.27,65.93,13.43,42.50,15.81,2.00,1
175,37.38,71.41,13.34,44.58,15.66,2.00,1
177,40.47,74.85,13.03,35.53,15.34,1.00,1
179,45.29,74.82,13.63,31.33,14.83,2.00,1
181,46.07,74.83,13.66,30.14,15.27,2.00,1
183,41.71,80.42,14.74,31.27,14.38,2.00,1
185,32.27,87.70,15.18,33.27,17.09,2.00,1
187,35.05,94.29,13.97,35.27,19.15,2.00,1
189,37.06,96.64,14.46,37.27,18.90,1.00,1
191,39.98,107.16,15.61,39.27,18.91,1.00,1
193,41.45,113.02,16.26,41.27,18.67,2.00,1
195,43.89,122.77,16.46,43.27,17.18,2.00,1
197,44.66,125.16,17.62,45.27,16.46,2.00,1
199,26.93,43.42,17.44,47.27,16.84,2.00,3
201,22.59,42.94,17.63,49.27,16.71,1.00,3
203,22.56,42.82,18.55,51.27,19.64,1.00,3
205,24.14,42.82,19.66,53.27,20.93,2.00,3
207,23.03,42.82,18.61,43.42,21.73,3.00,3
209,23.76,42.82,16.55,45.42,24.70,3.00,2
211,21.55,39.01,14.36,47.42,25.44,1.00,2
213,19.98,47.94,15.78,49.42,25.10,1.00,2
215,23.56,54.42,16.44,51.42,23.21,2.00,2
217,25.33,61.71,15.38,53.42,21.31,2.00,2
219,27.45,70.23,14.94,55.42,20.22,1.00,2
221,29.49,78.38,15.81,57.42,18.55,0.00,2
223,30.78,83.53,17.18,59.42,13.17,1.00,4
225,32.37,89.87,18.60,61.42,10.31,1.00,4
227,36.77,100.35,19.89,63.42,11.00,2.00,4
229,38.24,102.72,20.46,65.42,13.46,2.00,4
231,35.76,107.96,15.98,38.58,13.47,3.00,1
233,31.26,107.86,16.47,40.58,11.89,2.00,1
235,35.85,107.86,13.70,42.58,11.72,1.00,1
237,37.90,113.50,14.91,44.58,14.26,2.00,1
239,40.25,122.89,15.22,44.87,17.07,1.00,1
241,41.58,128.22,16.61,45.37,19.97,1.00,1
243,41.93,129.59,17.77,45.15,20.35,2.00,1
245,42.93,133.60,17.38,43.34,19.99,1.00,1
247,43.81,137.14,18.53,45.34,20.68,2.00,1
249,46.24,146.86,19.32,42.16,19.95,2.00,1
251,46.26,146.95,20.38,42.85,22.20,1.00,1
253,49.28,146.95,21.26,43.27,22.70,1.00,1
255,52.42,146.91,22.55,45.27,19.97,1.00,1
257,53.29,149.19,23.68,47.27,19.89,2.00,3
259,56.21,158.55,24.65,49.27,19.53,2.00,3
261,59.69,165.25,25.67,51.27,19.80,2.00,3
263,60.18,166.35,24.05,53.27,20.36,2.00,3
265,59.70,171.25,20.18,37.73,19.70,1.00,3
267,60.21,170.81,20.18,39.73,17.29,2.00,3
269,57.30,170.33,17.71,41.73,15.66,2.00,2
271,36.25,80.16,18.48,43.73,15.36,1.00,2
273,33.63,55.84,19.19,45.73,14.88,0.00,2
275,39.18,63.58,20.52,47.73,13.02,1.00,2
277,41.91,69.71,19.04,49.73,12.20,1.00,2
279,46.43,74.50,20.36,51.73,9.53,1.00,2
281,51.71,83.98,22.00,53.73,8.66,2.00,4
283,56.51,97.73,22.95,55.73,9.41,1.00,4
285,45.20,101.28,23.53,57.73,11.16,1.00,4
287,49.00,101.27,24.88,59.73,14.43,2.00,4
289,51.08,101.27,18.73,61.73,16.23,2.00,1
291,52.76,101.27,19.29,63.73,16.41,1.00,1
293,57.97,101.27,20.79,65.73,16.40,1.00,1
295,61.33,107.40,22.09,67.73,16.25,2.00,1
297,65.87,112.14,20.38,67.91,14.48,2.00,1
299,72.64,125.82,21.64,68.67,11.76,2.00,1
301,77.60,138.73,22.39,66.25,11.00,1.00,1
303,61.25,142.53,23.56,62.33,10.99,2.00,1
305,63.54,142.50,24.74,62.54,11.30,1.00,1
307,68.22,142.50,25.86,63.73,11.43,1.00,1
309,71.20,142.50,25.77,60.01,11.43,3.00,1
311,72.51,143.83,26.29,57.12,11.86,1.00,3
313,76.41,153.21,27.80,57.18,11.61,2.00,3
315,80.16,165.53,28.32,55.35,10.60,0.00,3
317,83.52,173.95,29.99,57.35,10.97,1.00,3
319,81.03,173.76,31.44,59.35,11.99,3.00,2
321,82.27,173.76,30.46,61.35,11.44,2.00,2
323,83.07,175.86,29.26,63.35,10.94,0.00,2
325,85.07,180.27,30.98,65.35,10.56,2.00,2
327,79.46,180.21,27.36,67.35,11.73,2.00,2
329,79.58,180.21,28.24,69.35,10.49,2.00,2
331,83.01,180.20,29.26,71.35,12.52,2.00,2
333,86.05,185.02,28.02,73.35,12.11,0.00,2
335,87.15,185.00,29.52,75.35,12.52,1.00,4
337,84.83,171.84,30.80,77.35,13.17,0.00,4
339,62.79,119.36,32.30,79.35,14.22,1.00,4
341,66.44,121.25,33.12,76.62,13.24,2.00,4
343,69.82,128.25,33.43,78.62,13.48,3.00,1
345,74.54,139.35,33.30,80.62,12.58,2.00,1
347,80.10,144.52,33.53,82.62,13.20,1.00,1
349,84.02,144.44,34.67,84.62,13.79,2.00,1
351,86.75,144.44,34.69,83.11,12.60,2.00,1
353,89.78,143.65,35.72,81.83,10.89,2.00,1
355,72.43,137.03,34.68,73.19,11.31,2.00,1
357,59.51,154.46,33.93,60.48,12.74,2.00,1
359,62.71,160.42,34.33,62.48,13.40,1.00,1
361,67.79,170.71,36.00,64.48,14.12,2.00,1
363,73.52,178.54,37.57,66.48,13.53,2.00,1
365,74.71,178.37,38.26,68.48,13.45,3.00,1
367,76.10,178.37,38.44,70.48,13.42,1.00,3
369,77.71,178.37,36.41,72.48,13.02,2.00,3
371,82.29,178.37,37.32,74.48,13.16,2.00,3
373,84.55,182.71,37.08,75.49,14.13,2.00,3
375,87.37,184.22,35.87,72.95,14.01,3.00,3
377,90.49,189.15,34.16,74.94,12.65,2.00,3
379,93.03,189.84,31.71,76.94,12.50,1.00,3
381,92.88,184.52,33.41,78.94,13.59,1.00,2
383,94.28,190.57,34.72,80.94,12.03,1.00,2
385,94.09,195.70,36.28,82.94,11.13,0.00,2
387,80.39,194.13,38.12,84.94,11.25,2.00,2
389,59.81,149.86,,,11.22,1.00,2
391,32.53,59.59,,,11.89,2.00,4
393,39.01,66.02,,,12.14,2.00,4
395,43.33,72.58,,,14.74,3.00,4
397,48.52,79.57,,,14.54,3.00,4
399,52.38,85.75,,,13.79,3.00,1
401,59.20,92.59,,,12.00,1.00,1
403,62.95,102.61,,,10.72,2.00,1
405,69.30,115.74,,,12.06,2.00,1
407,66.36,121.65,,,14.93,2.00,1
409,63.44,134.55,,,17.94,2.00,1
411,66.95,135.87,,,16.46,2.00,1
413,65.28,137.36,,,14.87,2.00,1
415,52.15,144.65,,,14.03,2.00,1
417,57.28,154.59,,,14.98,2.00,1
419,60.46,154.83,,,16.71,3.00,1
421,61.59,156.29,,,16.14,3.00,1
423,63.94,165.73,,,15.53,2.00,1
425,67.32,179.27,,,15.20,1.00,3
427,70.13,190.48,,,15.28,1.00,3
429,72.23,196.44,,,15.96,0.00,3
431,77.49,197.08,,,16.58,2.00,3
433,76.58,197.08,,,15.49,3.00,3
435,77.48,196.74,,,14.88,2.00,3
437,49.39,96.22,,,12.12,0.00,2
439,41.69,99.64,,,12.30,0.00,2
441,43.74,102.02,,,13.38,0.00,2
443,50.62,102.00,,,13.19,2.00,2
445,54.69,102.00,,,13.30,2.00,2
447,54.77,102.00,,,14.06,1.00,2
449,59.44,102.76,,,15.02,1.00,2
451,65.14,112.92,,,12.86,1.00,2
453,68.41,114.75,,,11.38,0.00,4
455,60.10,109.52,,,10.16,1.00,4
457,51.28,125.01,,,8.91,2.00,4
459,55.41,129.71,,,10.10,2.00,4
461,60.88,129.66,,,9.42,3.00,1
463,62.46,129.66,,,6.94,1.00,1
465,64.64,129.66,,,5.18,0.00,1
467,67.39,129.66,,,6.93,2.00,1
469,68.70,129.66,,,8.80,1.00,1
471,71.84,129.66,,,11.46,3.00,1
473,73.33,129.66,,,14.49,0.00,1
475,73.26,129.66,,,17.34,3.00,1
477,55.87,129.66,,,19.45,2.00,1
479,50.18,129.66,,,19.78,2.00,1
481,50.13,129.44,,,19.07,3.00,1
483,27.38,65.61,,,18.95,2.00,1
485,19.51,65.61,,,19.50,1.00,3
487,23.20,65.61,,,17.77,2.00,3
489,22.94,65.61,,,18.44,1.00,3
491,22.05,65.61,,,18.65,3.00,3
