time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,43.65,0,
3,0.00,0.00,0.00,0.00,54.58,4,
5,0.00,0.00,0.00,0.00,57.89,4,
7,0.00,0.00,0.00,0.00,59.54,4,
9,0.00,0.00,0.00,0.00,61.45,4,4.00
11,0.00,0.00,0.00,0.00,59.63,4,
13,0.00,0.00,0.00,0.00,55.37,2,
15,0.00,0.00,0.00,0.00,52.61,2,
17,0.37,1.50,0.46,1.95,49.83,2,
19,1.36,5.44,0.37,3.81,44.04,2,2.19
21,1.73,5.35,0.70,5.81,37.41,2,
23,4.11,11.08,1.01,7.81,34.54,3,
25,4.46,11.39,1.50,9.81,31.29,3,
27,7.80,17.28,2.15,11.81,28.94,3,
29,6.59,11.66,2.69,13.81,31.49,3,2.31
31,6.93,11.64,2.95,15.81,34.03,3,
33,6.85,11.64,3.59,17.81,37.76,1,
35,6.83,11.64,3.76,19.81,38.69,1,
37,4.84,10.37,4.45,21.81,38.40,1,
39,2.59,10.37,4.13,23.81,36.07,1,2.32
41,4.03,10.37,3.99,25.81,32.55,1,
43,4.59,10.37,4.72,27.81,26.44,8,
45,8.65,15.56,5.03,29.81,24.23,8,
47,9.57,16.52,5.99,31.81,23.76,8,
49,9.17,18.29,4.58,20.03,23.05,8,1.71
51,8.42,18.06,4.25,14.34,22.50,8,
53,10.76,19.91,4.05,16.34,22.19,3,
55,13.19,29.24,4.90,18.34,28.97,3,
57,13.32,29.93,5.90,20.34,31.89,3,
59,11.42,29.92,5.94,17.07,32.92,3,2.53
61,5.66,11.72,6.33,19.07,35.32,3,
63,5.85,11.03,6.31,21.07,36.97,5,
65,6.76,10.93,7.13,23.07,36.58,5,
67,6.10,7.91,6.15,25.07,35.32,5,
69,4.10,5.59,7.03,27.07,31.63,5,2.08
71,6.75,16.07,7.62,29.07,30.14,5,
73,8.90,24.66,8.23,31.07,27.67,1,
75,9.78,26.47,8.79,33.07,27.21,1,
77,13.05,30.57,9.45,35.07,28.04,1,
79,13.49,30.50,9.91,37.07,25.96,1,2.36
81,9.97,16.44,10.88,39.07,27.16,1,
83,8.95,12.34,11.69,41.07,25.72,4,
85,10.65,17.89,12.32,43.07,27.89,4,
87,12.77,25.30,13.32,45.07,28.58,4,
89,10.40,29.42,10.82,47.07,27.78,4,1.89
91,11.59,31.73,10.07,49.07,28.17,4,
93,12.72,31.72,9.70,51.07,28.94,7,
95,15.98,44.82,10.40,53.07,27.45,7,
97,21.20,59.29,11.36,55.07,24.09,7,
99,25.41,65.72,10.81,57.07,22.03,7,1.98
101,29.03,70.93,11.64,59.07,23.11,7,
103,31.50,78.90,12.48,61.07,22.09,1,
105,34.95,90.59,13.71,63.07,20.44,1,
107,37.49,94.99,14.76,65.07,18.88,1,
109,40.68,96.27,15.70,67.07,19.82,1,1.28
111,44.04,108.56,15.85,69.07,20.25,1,
113,45.81,115.64,17.06,71.07,18.80,8,
115,45.34,112.97,18.66,73.07,15.61,8,
