time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,49.31,13
5,0.00,0.00,0.00,0.00,0.00,57.27,13
7,0.00,0.00,0.00,0.00,0.00,61.79,13
9,0.00,0.00,0.00,0.00,0.00,64.89,13
11,0.00,0.00,0.00,0.00,0.00,56.68,13
13,0.00,0.00,0.00,0.00,0.00,54.33,3
15,0.00,0.00,0.00,0.00,0.00,52.84,3
17,0.00,0.00,0.08,0.07,0.96,53.41,3
19,0.07,0.29,0.12,0.19,1.40,52.17,3
21,1.28,5.11,0.28,0.47,3.40,50.63,3
23,1.22,4.90,0.51,0.80,5.40,46.15,6
25,1.04,4.14,0.92,1.30,7.40,46.38,6
27,0.67,1.97,0.77,0.80,4.73,48.06,6
29,0.00,0.00,0.57,0.53,6.73,43.12,6
31,2.70,7.38,1.13,1.27,8.73,42.27,6
33,3.75,10.16,1.84,2.19,10.73,37.36,3
35,3.73,10.16,2.17,2.45,12.73,37.84,3
37,3.09,7.35,3.25,3.80,14.73,37.35,3
39,2.80,4.89,2.89,2.91,16.73,34.52,3
41,5.08,9.94,2.64,2.79,18.73,31.14,3
43,6.62,11.77,3.14,3.38,20.73,23.23,4
45,7.77,11.60,3.97,4.35,22.73,31.16,4
47,6.22,9.43,3.85,4.48,12.82,39.48,4
49,1.23,4.94,2.79,2.97,13.29,44.82,4
51,1.23,4.94,0.62,0.60,7.02,45.62,4
53,1.23,4.94,0.96,1.03,9.02,41.19,3
55,1.51,4.84,1.39,1.62,11.02,50.15,3
57,0.84,3.14,1.46,1.61,13.02,49.62,3
59,1.20,4.81,0.57,0.94,5.17,47.08,3
61,1.20,4.80,0.76,1.18,7.17,46.30,3
63,2.37,4.80,1.32,1.95,9.17,44.78,6
65,3.03,5.09,1.82,2.61,11.17,44.97,6
67,2.88,11.50,1.41,1.57,7.22,42.38,6
69,2.95,11.26,1.42,1.11,9.22,40.18,6
71,4.02,11.26,2.34,2.16,11.22,39.32,6
73,5.24,11.26,2.92,2.61,13.22,37.32,3
75,5.58,12.07,3.68,3.17,15.22,37.54,3
77,5.26,11.26,4.86,4.27,17.22,35.63,3
79,7.19,11.26,5.60,5.09,19.22,32.91,3
81,8.15,11.76,5.69,5.04,21.22,31.22,3
83,9.45,16.94,6.81,6.02,23.22,27.76,5
85,12.65,24.80,7.91,6.80,25.22,24.19,5
87,14.22,30.12,9.68,8.54,27.22,20.36,5
89,15.89,30.07,10.76,9.67,29.22,20.89,5
91,13.63,23.36,11.88,10.34,31.22,18.42,5
93,11.38,29.10,12.42,11.39,33.22,15.77,6
95,12.09,29.83,13.69,12.50,35.22,17.75,6
97,14.45,34.75,14.02,12.05,37.22,22.64,6
99,18.23,49.22,14.97,12.61,39.22,25.82,6
101,19.55,49.00,15.35,12.25,41.22,27.22,6
103,16.33,36.37,14.86,12.26,43.22,26.27,4
105,7.24,17.31,15.91,13.18,45.22,28.49,4
107,9.04,17.29,13.10,10.61,42.72,28.46,4
109,6.08,11.67,12.63,10.30,44.72,27.16,4
111,7.06,11.67,12.66,9.91,46.72,23.28,4
113,10.72,16.16,12.49,9.80,48.72,19.40,2
115,13.59,19.74,13.03,9.75,50.72,20.06,2
117,15.94,25.00,13.01,8.78,52.72,16.67,2
119,14.58,24.89,11.75,9.03,54.72,17.18,2
