id,intersection_id,road_order_id,turn_ratio_template_id
1,1,1,1
2,1,2,1
3,1,3,1
4,1,4,1
5,1,5,1
6,2,1,2
7,2,2,2
8,2,3,2
9,2,4,2
10,2,5,2
11,3,1,3
12,3,2,3
13,3,3,3
14,3,4,3
15,3,5,3
16,4,1,6
17,4,2,6
18,4,3,6
19,4,4,6
20,4,5,6
21,5,1,7
22,5,2,7
23,5,3,7
24,5,4,7
25,5,5,7
26,6,1,9
27,6,2,9
28,6,3,9
29,6,4,9
30,6,5,9
31,7,1,10
32,7,2,10
33,7,3,10
34,7,4,10
35,7,5,10
36,8,1,14
37,8,2,14
38,8,3,14
39,8,4,14
40,8,5,14
41,9,1,15
42,9,2,15
43,9,3,15
44,9,4,15
45,9,5,15
