time,value
5,0.03
9,0.00
13,0.03
17,0.05
21,0.03
25,0.01
29,0.05
33,0.02
37,0.05
41,0.02
45,0.13
49,0.04
53,0.12
57,0.03
61,0.05
65,0.02
69,0.05
73,0.05
77,0.05
81,0.04
85,0.03
89,0.04
93,0.08
97,0.03
101,0.06
105,0.02
109,0.04
113,0.02
117,0.04
121,0.05
125,0.03
129,0.06
133,0.07
137,0.04
141,0.07
145,0.07
149,0.06
153,0.05
157,0.06
161,0.16
165,0.06
169,0.09
173,0.07
177,0.09
181,0.14
185,0.08
189,0.12
193,0.11
197,0.12
201,0.10
205,0.07
209,0.11
213,0.14
217,0.17
221,0.29
225,0.23
229,0.11
233,0.22
237,0.08
241,0.19
245,0.12
249,0.10
253,0.07
257,0.08
261,0.07
265,0.11
269,0.13
273,0.14
277,0.07
281,0.10
285,0.14
289,0.14
293,0.14
297,0.12
301,0.11
305,0.07
309,0.13
313,0.06
317,0.13
321,0.25
325,0.08
329,0.16
333,0.13
337,0.15
341,0.15
345,0.24
349,0.24
353,0.23
357,0.31
361,0.21
365,0.30
369,0.48
373,0.18
377,0.33
381,0.42
385,0.31
389,0.19
393,0.30
397,0.19
401,0.35
405,0.40
409,0.35
413,0.17
417,0.24
421,0.13
425,0.21
429,0.21
433,0.11
437,0.20
441,0.13
445,0.26
449,0.25
453,0.10
457,0.28
461,0.09
465,0.13
469,0.16
473,0.20
477,0.19
481,0.22
485,0.37
489,0.35
493,0.31
497,0.33
501,0.33
505,0.17
509,0.35
513,0.32
517,0.33
521,0.21
525,0.51
529,0.23
533,0.23
537,0.25
541,0.29
545,0.26
549,0.17
553,0.32
557,0.38
561,0.39
565,0.22
569,0.36
573,0.46
577,0.22
581,0.39
585,0.28
589,0.40
593,0.22
597,0.32
601,0.22
605,0.47
609,0.39
613,0.24
617,0.42
621,0.45
625,0.25
629,0.38
633,0.41
637,0.43
641,0.41
645,0.30
649,0.20
653,0.39
657,0.21
661,0.25
665,0.40
669,0.44
673,0.41
677,0.37
681,0.33
685,0.21
689,0.41
693,0.24
697,0.41
701,0.43
705,0.41
709,0.43
713,0.62
717,0.34
721,0.52
725,0.51
729,0.24
733,0.52
737,0.65
741,0.88
745,0.22
749,0.60
753,0.32
757,0.19
761,0.29
765,0.26
769,0.17
773,0.73
777,0.25
781,0.17
785,0.20
789,0.21
793,0.16
797,0.11
801,0.18
805,0.33
809,0.43
813,0.37
817,0.17
821,0.31
825,0.38
829,0.37
833,0.27
837,0.14
841,0.13
845,0.20
849,0.12
853,0.24
857,0.17
861,0.13
865,0.20
869,0.25
873,0.21
877,0.14
881,0.25
885,0.24
889,0.32
893,0.23
897,0.37
901,0.27
905,0.43
909,0.71
913,0.54
917,0.30
921,0.55
925,0.81
929,0.29
933,0.59
937,0.61
941,0.32
945,0.70
949,0.67
953,0.47
957,0.54
961,0.44
965,0.47
969,1.00
973,0.52
977,0.38
981,0.53
985,0.43
989,0.54
993,0.38
997,0.61
