time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.34,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.14,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.64,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.75,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.51,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.55,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.55,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.07,0.00
17,0.00,1.54,0.77,1.54,0.00,0.00,1.92,0.64,1.15,1.92,28.04,0.00
19,0.00,4.62,2.31,4.62,0.00,0.00,3.92,1.31,2.35,3.92,30.75,0.00
21,0.00,4.55,2.27,4.55,0.00,0.00,5.92,1.97,3.55,5.92,31.33,0.00
23,0.00,4.55,2.27,4.55,0.00,0.00,7.92,2.64,4.75,7.92,37.60,0.00
25,0.00,4.55,2.27,4.55,0.00,0.00,9.92,3.31,5.95,9.92,40.12,0.00
27,0.00,4.55,2.27,4.55,0.00,0.00,11.92,3.97,7.15,11.92,40.54,0.00
29,0.00,4.55,2.27,4.55,0.00,0.00,13.92,4.64,8.35,13.92,43.09,0.00
31,0.00,4.55,2.27,4.55,0.71,0.00,15.92,5.54,9.69,15.92,42.28,1.00
33,0.00,4.55,2.27,4.55,0.00,0.00,17.92,5.97,10.75,17.92,39.76,0.00
35,0.00,4.55,2.27,4.55,0.00,0.00,19.92,6.64,11.95,19.92,31.06,0.00
37,0.00,4.55,2.27,4.55,0.00,0.48,21.92,7.47,13.25,21.92,17.88,0.00
39,2.55,4.55,3.55,4.55,0.00,2.48,23.92,8.80,14.85,23.92,23.75,0.00
41,8.54,4.55,6.54,8.54,1.16,4.48,25.92,10.52,16.68,25.92,21.98,0.00
43,14.08,4.55,9.31,14.08,3.16,6.48,27.92,12.52,18.68,27.92,20.72,0.00
45,18.11,4.55,11.33,18.11,5.16,8.48,29.92,14.52,20.68,29.92,25.63,0.00
47,18.04,4.55,11.29,18.04,7.16,10.48,31.92,16.52,22.68,31.92,24.25,0.00
49,18.04,4.55,11.29,18.04,9.16,12.48,33.92,18.52,24.68,33.92,18.04,0.00
51,18.04,4.55,11.29,18.04,11.16,14.48,35.92,20.52,26.68,35.92,12.54,0.00
53,18.04,6.26,12.15,18.04,13.16,16.48,37.92,22.52,28.68,37.92,13.09,0.00
55,18.04,14.50,16.27,18.04,15.16,18.48,39.92,24.52,30.68,39.92,19.72,0.00
57,18.04,15.99,17.02,18.04,17.16,20.48,41.92,26.52,32.68,41.92,17.88,0.00
59,18.04,17.97,18.00,18.04,19.16,22.48,43.92,28.52,34.68,43.92,20.84,0.00
61,18.04,22.07,20.06,22.07,21.16,24.48,45.92,30.52,36.68,45.92,20.24,0.00
63,18.04,22.00,20.02,22.00,23.16,26.48,47.92,32.52,38.68,47.92,16.42,0.00
65,18.04,22.00,20.02,22.00,25.16,28.48,49.92,34.52,40.68,49.92,13.31,0.00
67,18.03,23.42,20.72,23.42,27.16,30.48,51.92,36.52,42.68,51.92,14.51,2.00
69,6.95,28.50,17.73,28.50,29.16,2.35,17.88,16.46,17.03,29.16,16.26,2.00
71,0.00,13.86,6.93,13.86,28.40,4.35,17.66,16.80,17.15,28.40,20.84,2.00
73,0.00,0.00,0.00,0.00,0.00,6.35,14.23,6.86,9.81,14.23,12.96,2.00
75,0.00,2.56,1.28,2.56,0.00,0.00,7.00,2.33,4.20,7.00,6.31,0.00
77,0.00,9.09,4.55,9.09,0.00,0.00,9.00,3.00,5.40,9.00,1.49,0.00
79,0.00,16.70,8.35,16.70,0.00,0.00,11.00,3.67,6.60,11.00,10.82,0.00
81,0.00,19.07,9.54,19.07,0.00,0.00,13.00,4.33,7.80,13.00,13.27,0.00
83,0.00,19.05,9.53,19.05,0.00,0.00,15.00,5.00,9.00,15.00,15.54,0.00
85,0.00,19.05,9.53,19.05,0.00,0.00,17.00,5.67,10.20,17.00,24.33,0.00
87,0.00,19.05,9.53,19.05,0.00,0.00,19.00,6.33,11.40,19.00,23.78,0.00
89,0.00,19.05,9.53,19.05,0.00,0.00,21.00,7.00,12.60,21.00,21.33,0.00
91,0.00,19.05,9.53,19.05,0.00,0.00,23.00,7.67,13.80,23.00,18.49,0.00
