time,calculation_time
5.0,0.03931570053100586
9.0,0.024489402770996094
13.0,0.015044689178466797
17.0,0.02129197120666504
21.0,0.031392812728881836
25.0,0.0389251708984375
29.0,0.06328248977661133
33.0,0.0478968620300293
37.0,0.06344223022460938
41.0,0.07929444313049316
45.0,0.07920360565185547
49.0,0.05089712142944336
53.0,0.07634353637695312
57.0,0.07785487174987793
61.0,0.14228129386901855
65.0,0.09434390068054199
69.0,0.10065364837646484
73.0,0.10622191429138184
77.0,0.08830928802490234
81.0,0.16646099090576172
85.0,0.054728031158447266
89.0,0.04732155799865723
93.0,0.09724807739257812
97.0,0.11092019081115723
101.0,0.1718761920928955
105.0,0.07910680770874023
109.0,0.16152620315551758
113.0,0.10645270347595215
117.0,0.24748992919921875
121.0,0.21849822998046875
125.0,0.09480428695678711
129.0,0.2120048999786377
133.0,0.2447347640991211
137.0,0.12691116333007812
141.0,0.29430508613586426
145.0,0.2699000835418701
149.0,0.14322876930236816
153.0,0.36864638328552246
157.0,0.18613052368164062
161.0,0.42009472846984863
165.0,0.41258931159973145
169.0,0.38077759742736816
173.0,0.3243405818939209
177.0,0.3566422462463379
181.0,0.15832853317260742
185.0,0.29734158515930176
189.0,0.3460352420806885
193.0,0.3815901279449463
197.0,0.4528801441192627
201.0,0.14302420616149902
205.0,0.3239419460296631
209.0,0.3630678653717041
213.0,0.16556525230407715
217.0,0.3567798137664795
221.0,0.15722370147705078
225.0,0.36740589141845703
229.0,0.37092018127441406
233.0,0.5656437873840332
237.0,0.15534138679504395
241.0,0.39060235023498535
245.0,0.3590686321258545
249.0,0.19150161743164062
253.0,0.40473055839538574
257.0,0.3813302516937256
261.0,0.3907434940338135
265.0,0.16597294807434082
269.0,0.527390718460083
273.0,0.409226655960083
277.0,0.22145485877990723
281.0,0.4126930236816406
285.0,0.4916212558746338
289.0,0.25522828102111816
293.0,0.5223236083984375
297.0,0.5619931221008301
301.0,0.22800707817077637
305.0,0.40007901191711426
309.0,0.2052903175354004
313.0,0.46038174629211426
317.0,0.4605674743652344
321.0,0.19040131568908691
325.0,0.5808131694793701
329.0,0.5740547180175781
333.0,0.524169921875
337.0,0.49046874046325684
341.0,0.2447035312652588
345.0,0.26961231231689453
349.0,0.3104121685028076
353.0,0.3204824924468994
357.0,0.7305305004119873
361.0,0.8317649364471436
365.0,0.6941280364990234
369.0,0.5548222064971924
373.0,0.3689594268798828
377.0,0.5538051128387451
381.0,0.2510197162628174
385.0,0.6240103244781494
389.0,0.33281922340393066
393.0,0.2858316898345947
397.0,0.5619254112243652
401.0,0.5580525398254395
405.0,0.2527339458465576
409.0,0.5691628456115723
413.0,0.48995351791381836
417.0,0.7638566493988037
421.0,0.21656107902526855
425.0,0.2648136615753174
429.0,0.5060310363769531
433.0,0.5355889797210693
437.0,0.45888781547546387
441.0,0.6166863441467285
445.0,0.601658821105957
449.0,0.6348307132720947
453.0,0.3242499828338623
457.0,0.6831789016723633
461.0,0.35104870796203613
465.0,0.5328946113586426
469.0,0.27152490615844727
473.0,0.5234732627868652
477.0,0.5838429927825928
481.0,0.5040881633758545
485.0,0.6737322807312012
489.0,0.643902063369751
493.0,0.2831308841705322
497.0,0.6211740970611572
501.0,0.33223533630371094
505.0,0.5903022289276123
509.0,0.6862456798553467
513.0,0.3027222156524658
517.0,0.6354384422302246
521.0,0.3011207580566406
525.0,0.6395754814147949
529.0,0.6838438510894775
533.0,0.3163785934448242
537.0,0.6157932281494141
541.0,0.37882113456726074
545.0,0.6949419975280762
549.0,0.34877562522888184
553.0,0.6168713569641113
557.0,0.3301410675048828
561.0,0.5550355911254883
565.0,0.4797968864440918
569.0,0.36679792404174805
573.0,0.6596856117248535
577.0,0.39973020553588867
581.0,0.6227672100067139
585.0,0.6346602439880371
589.0,0.6194145679473877
593.0,0.39284467697143555
597.0,0.8118233680725098
601.0,0.45859313011169434
605.0,0.831326961517334
609.0,0.4277040958404541
613.0,0.9021825790405273
617.0,0.7680964469909668
621.0,0.8276443481445312
625.0,0.9804301261901855
629.0,0.8579096794128418
633.0,0.9257564544677734
637.0,0.4225430488586426
641.0,0.7449252605438232
645.0,0.7026569843292236
649.0,0.6157433986663818
653.0,0.3167605400085449
657.0,0.5697367191314697
661.0,0.6192276477813721
665.0,0.4927821159362793
669.0,0.7059116363525391
673.0,0.5268702507019043
677.0,0.7576181888580322
681.0,0.9237594604492188
685.0,0.9045431613922119
689.0,0.44383835792541504
693.0,0.8736023902893066
697.0,0.876415491104126
701.0,0.7835593223571777
705.0,0.9029834270477295
709.0,0.37984800338745117
713.0,0.6500654220581055
717.0,0.7445178031921387
721.0,0.9485218524932861
725.0,0.8329799175262451
729.0,0.9213147163391113
733.0,1.3922865390777588
737.0,1.06455397605896
741.0,1.2198762893676758
745.0,0.553537130355835
749.0,1.0903751850128174
753.0,0.665557861328125
757.0,1.176356554031372
761.0,1.2810978889465332
765.0,1.1614549160003662
769.0,1.422950267791748
773.0,0.7240421772003174
777.0,1.177934169769287
781.0,1.2115545272827148
785.0,0.6669096946716309
789.0,1.1086466312408447
793.0,0.5843448638916016
797.0,1.1775844097137451
801.0,0.6189103126525879
805.0,1.266108512878418
809.0,1.1029815673828125
813.0,0.5879089832305908
817.0,0.5560622215270996
821.0,0.8992350101470947
825.0,0.8919060230255127
829.0,0.6044528484344482
833.0,0.8896050453186035
