time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,47.80
9,0.00,0.00,0.00,0.00,0.00,53.40
11,0.00,0.00,0.00,0.00,0.00,58.13
13,0.00,0.00,0.00,0.00,0.00,57.62
15,0.00,0.00,0.00,0.00,0.00,57.02
17,0.00,0.00,0.00,0.00,0.00,54.04
19,0.00,0.00,0.00,0.00,0.00,46.04
21,0.00,0.00,0.00,0.00,0.00,40.45
23,0.00,0.00,0.81,0.00,0.27,31.80
25,0.00,3.90,2.20,0.00,2.27,25.13
27,0.00,5.19,0.00,0.00,4.27,16.23
29,1.69,5.19,0.00,1.96,6.27,7.03
31,4.38,5.19,1.03,3.96,8.27,1.63
33,8.13,5.19,3.03,5.96,10.27,0.00
35,10.80,5.19,5.03,7.96,12.27,0.00
37,10.78,4.86,7.03,9.96,14.27,3.60
39,8.80,0.00,9.03,11.96,16.27,60.00
41,0.00,0.00,11.03,0.00,0.00,60.00
43,0.00,0.00,0.00,0.00,0.00,44.00
45,0.00,0.00,0.00,0.00,0.00,52.20
47,0.00,0.00,0.00,0.00,0.00,60.50
49,0.00,0.00,0.00,0.00,0.00,61.10
51,0.00,0.00,0.00,0.00,0.00,61.00
53,0.00,0.00,0.00,0.00,0.00,54.05
55,0.00,0.00,0.00,0.00,0.00,33.00
57,0.00,0.00,0.00,0.12,0.00,13.70
59,1.68,0.00,0.00,2.12,0.52,2.40
61,5.06,3.40,0.00,4.12,2.52,0.00
63,4.99,5.27,0.00,6.12,4.52,15.60
65,4.91,5.17,0.00,8.12,6.52,54.30
67,0.22,0.00,0.00,10.12,8.52,61.30
69,0.00,0.00,0.00,0.00,0.00,63.80
71,0.00,0.00,0.00,0.00,0.00,60.70
73,0.00,0.00,0.00,0.00,0.00,64.80
75,0.00,0.00,0.00,0.00,0.00,65.20
77,0.00,0.00,0.00,0.69,0.00,62.50
79,0.00,0.00,0.00,0.00,0.00,60.50
81,0.00,0.00,0.00,0.00,0.00,46.85
83,0.00,0.00,0.00,0.00,0.00,44.60
85,0.00,0.00,0.00,0.00,0.41,42.27
87,0.00,3.58,0.00,0.00,2.41,44.35
89,0.00,4.43,0.00,0.00,4.41,43.77
91,0.00,4.43,0.00,0.00,6.41,40.58
93,0.00,4.43,0.00,0.00,8.41,34.84
95,0.00,4.43,0.00,0.96,10.41,33.22
97,4.02,4.43,0.00,2.96,12.41,27.42
99,9.90,4.43,1.04,4.96,14.41,22.93
101,12.50,4.43,3.04,6.96,16.41,14.27
103,17.48,4.43,5.04,8.96,18.41,7.08
105,18.41,4.43,7.04,10.96,20.41,2.03
107,25.06,4.43,9.04,12.96,22.41,0.15
109,31.05,4.43,11.04,14.96,24.41,0.00
111,30.89,4.43,13.04,16.96,26.41,0.00
113,30.89,4.43,15.04,18.96,28.41,0.00
115,30.89,4.43,17.04,20.96,30.41,0.00
117,30.89,4.43,19.04,22.96,32.41,0.66
119,30.89,4.43,21.04,24.96,34.41,6.52
121,30.89,4.43,23.04,16.57,36.41,11.97
123,19.76,4.43,21.32,18.57,38.41,25.27
125,0.00,4.43,0.00,20.57,40.41,36.77
127,0.00,4.43,0.00,21.18,42.41,40.17
129,0.00,4.43,0.00,0.00,44.41,39.83
131,0.00,4.43,0.00,0.00,46.41,39.67
133,0.00,4.43,0.00,0.00,48.41,31.50
135,0.00,4.43,0.00,0.00,50.41,18.47
137,0.00,4.43,0.12,0.70,52.41,18.42
139,3.53,4.43,2.12,2.70,54.41,16.12
141,9.61,4.43,4.12,4.70,56.41,22.20
143,12.54,4.43,6.12,6.70,58.41,23.56
145,12.52,4.43,8.12,8.70,60.41,22.02
147,12.52,4.43,10.12,10.70,62.41,24.40
149,12.52,4.43,12.12,12.70,64.41,22.00
151,13.19,4.43,14.12,14.70,66.41,16.75
153,18.58,4.43,16.12,16.70,68.41,13.15
