time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,43.06,0.00,1
3,0.00,0.00,0.00,0.00,53.84,0.00,1
5,0.00,0.00,0.00,0.00,62.23,0.00,1
7,0.00,0.00,0.00,0.00,58.98,0.00,1
9,0.00,0.00,0.00,0.00,61.92,0.00,1
11,0.00,0.00,0.00,0.00,58.13,0.00,1
13,0.00,0.00,0.00,0.00,53.05,0.00,1
15,0.00,0.00,0.00,0.00,50.81,0.00,1
17,0.07,0.28,0.18,1.62,46.78,1.00,1
19,1.53,4.89,0.36,3.62,44.19,0.00,1
21,2.49,4.67,0.93,5.62,45.09,0.00,3
23,4.46,5.15,1.60,7.62,42.52,1.00,3
25,4.73,5.32,2.27,9.62,44.41,1.00,3
27,2.58,5.31,3.09,11.62,41.04,2.00,3
29,3.35,8.10,2.14,10.07,35.96,0.00,3
31,6.53,12.26,3.07,12.07,34.12,0.00,3
33,7.39,12.22,4.24,14.07,29.96,1.00,3
35,11.40,22.67,4.91,16.07,26.15,1.00,3
37,13.47,24.39,6.06,18.07,22.88,0.00,3
39,17.70,30.04,7.56,20.07,19.93,0.00,3
41,20.79,34.95,9.06,22.07,17.68,0.00,2
43,22.50,36.59,10.64,24.07,16.38,1.00,2
45,23.25,39.61,12.06,26.07,14.21,0.00,2
47,26.26,42.22,13.56,28.07,13.21,2.00,2
49,26.98,42.19,13.14,23.17,15.99,2.00,2
51,28.19,42.19,12.25,25.17,16.29,2.00,2
53,24.98,27.11,13.11,27.17,17.54,2.00,4
55,25.60,29.60,13.78,29.17,16.97,2.00,4
57,25.79,30.34,13.18,31.17,15.53,0.00,4
59,25.79,30.34,14.68,33.17,16.25,2.00,4
61,25.06,30.33,15.75,33.16,19.82,4.00,4
63,15.40,24.35,15.32,32.87,26.03,3.00,4
65,14.35,24.35,14.76,34.87,26.70,2.00,4
67,17.96,24.35,13.46,36.87,25.63,3.00,1
69,19.73,24.35,13.84,38.87,24.11,1.00,1
71,21.52,27.57,14.75,40.87,24.27,0.00,1
73,22.66,27.49,16.10,42.87,21.16,2.00,1
75,23.16,27.56,15.76,38.03,18.93,2.00,1
77,15.76,27.49,12.90,39.85,20.78,2.00,1
79,17.23,33.80,13.40,41.85,21.64,2.00,1
81,17.28,33.88,12.16,43.85,22.83,2.00,1
83,17.90,33.88,12.96,45.85,25.79,2.00,1
85,19.17,33.88,13.53,47.85,26.16,0.00,1
87,20.27,33.88,15.03,49.85,26.79,1.00,3
89,20.24,33.88,15.66,51.85,27.31,2.00,3
91,20.16,33.88,16.33,53.85,25.25,1.00,3
93,18.62,33.88,17.36,48.22,22.79,2.00,3
95,21.61,40.40,17.95,50.22,21.60,3.00,3
97,27.36,47.01,14.18,38.25,21.48,2.00,3
99,24.08,49.10,10.09,30.06,18.72,1.00,3
101,26.58,47.59,11.47,32.06,18.05,1.00,2
103,27.16,37.94,13.01,34.06,15.32,0.00,2
105,23.24,31.53,14.85,36.06,16.67,0.00,2
107,27.99,42.07,16.68,38.06,15.46,2.00,2
109,30.44,42.11,17.45,36.24,15.63,2.00,2
111,31.20,42.11,16.43,38.24,15.18,2.00,2
113,25.58,43.19,16.69,40.24,14.39,2.00,4
115,26.93,48.67,16.41,42.24,14.99,1.00,4
117,26.89,48.51,16.96,44.24,12.95,1.00,4
119,27.88,49.46,18.10,46.24,15.28,2.00,4
121,29.84,54.19,18.15,37.20,18.57,3.00,4
123,25.38,54.04,17.26,35.78,17.18,2.00,1
125,20.97,54.04,18.29,37.78,15.55,2.00,1
127,21.78,58.19,18.48,39.78,17.85,0.00,1
129,21.76,60.07,20.31,41.78,20.04,2.00,1
131,22.01,66.46,19.50,42.56,23.05,2.00,1
133,22.16,66.89,19.22,44.56,22.86,2.00,1
135,22.46,66.89,20.10,42.05,21.44,2.00,1
137,24.00,66.89,19.88,39.64,22.96,2.00,3
