time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,43.65,0.00,0,
3,0.00,0.00,0.00,0.00,54.58,0.00,4,
5,0.00,0.00,0.00,0.00,57.89,0.00,4,
7,0.00,0.00,0.00,0.00,59.54,0.00,4,
9,0.00,0.00,0.00,0.00,61.45,0.00,4,4.00
11,0.00,0.00,0.00,0.00,59.63,0.00,4,
13,0.00,0.00,0.00,0.00,55.37,0.00,2,
15,0.00,0.00,0.00,0.00,52.61,0.00,2,
17,0.37,1.50,0.46,1.95,49.83,2.00,2,
19,1.36,5.44,0.37,3.81,44.04,1.00,2,2.19
21,1.73,5.35,0.70,5.81,37.41,1.00,2,
23,4.11,11.08,1.01,7.81,34.54,0.00,3,
25,4.46,11.39,1.50,9.81,31.29,0.00,3,
27,7.80,17.28,2.15,11.81,28.94,2.00,3,
29,6.59,11.66,2.69,13.81,31.49,2.00,3,2.31
31,6.93,11.64,2.95,15.81,34.03,1.00,3,
33,6.85,11.64,3.59,17.81,37.76,2.00,1,
35,6.83,11.64,3.76,19.81,38.69,0.00,1,
37,4.84,10.37,4.45,21.81,38.40,2.00,1,
39,2.59,10.37,4.13,23.81,36.07,1.00,1,2.32
41,4.03,10.37,4.08,25.81,32.55,2.00,1,
43,4.59,10.37,4.81,27.81,26.44,1.00,3,
45,8.63,15.56,5.12,29.81,22.94,0.00,3,
47,7.42,16.56,6.09,31.81,23.63,2.00,3,
49,6.17,16.56,6.06,33.81,25.42,2.00,3,1.97
51,5.46,16.56,6.38,35.81,24.88,2.00,3,
53,5.41,16.56,6.86,37.81,23.43,1.00,4,
55,5.59,16.96,7.72,39.81,32.22,1.00,4,
57,8.55,23.88,7.76,41.81,35.06,2.00,4,
59,7.79,21.01,6.84,30.03,34.88,1.00,4,2.02
61,6.54,15.99,6.43,30.75,33.88,1.00,4,
63,7.01,15.99,6.51,32.75,33.31,1.00,3,
65,9.48,15.99,6.73,34.75,31.99,0.00,3,
67,10.96,17.70,7.73,36.75,29.36,2.00,3,
69,9.39,15.99,7.44,38.75,27.70,1.00,3,1.41
71,11.95,15.99,8.15,40.75,26.22,1.00,3,
73,14.23,23.00,8.74,42.75,22.63,1.00,1,
75,16.69,24.48,9.66,44.75,21.24,0.00,1,
77,19.61,30.47,10.99,46.75,21.04,2.00,1,
79,19.84,30.50,11.41,48.75,20.88,2.00,1,1.94
81,12.07,21.64,12.41,50.75,23.94,2.00,1,
83,9.35,21.64,13.57,52.75,24.10,2.00,2,
85,9.35,21.64,14.16,54.75,24.41,0.00,2,
87,11.67,21.64,15.66,56.75,25.06,2.00,2,
89,15.27,21.41,12.30,43.85,24.96,2.00,2,1.46
91,15.96,24.96,13.42,44.48,25.78,2.00,2,
93,15.89,24.92,10.68,23.01,25.55,1.00,1,
95,15.89,24.92,10.41,25.01,25.58,0.00,1,
97,16.95,29.20,11.58,27.01,23.50,2.00,1,
99,19.29,31.25,12.08,29.01,21.25,2.00,1,1.25
101,19.50,40.48,13.33,31.01,21.18,2.00,1,
103,23.64,48.40,13.26,33.01,19.33,2.00,3,
105,25.74,55.79,13.15,35.01,18.16,0.00,3,
107,29.65,67.56,14.65,37.01,18.03,2.00,3,
109,30.72,69.61,13.51,35.73,18.32,2.00,3,1.49
111,33.12,74.54,13.66,37.73,16.77,2.00,3,
113,36.13,82.90,14.49,39.73,14.49,1.00,1,
115,41.09,88.70,15.52,41.73,14.00,1.00,1,
117,43.59,89.48,16.77,43.73,16.04,1.00,1,
119,44.28,89.48,18.08,45.73,14.67,1.00,1,1.19
121,46.50,89.03,19.31,47.73,14.67,2.00,1,
123,21.93,50.16,20.53,49.73,15.61,2.00,4,
