time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,43.57,0.00,1
3,0.00,0.00,0.00,0.00,51.35,0.00,1
5,0.00,0.00,0.00,0.00,56.61,0.00,1
7,0.00,0.00,0.00,0.00,59.02,0.00,1
9,0.00,0.00,0.00,0.00,61.10,0.00,1
11,0.00,0.00,0.00,0.00,60.19,0.00,1
13,0.00,0.00,0.00,0.00,55.39,0.00,1
15,0.00,0.00,0.00,0.00,48.85,0.00,1
17,0.30,1.21,0.33,1.84,42.84,0.00,1
19,2.09,5.47,0.86,3.84,37.58,0.00,1
21,2.97,5.41,1.53,5.84,32.65,0.00,3
23,8.41,11.34,2.38,7.84,30.31,1.00,3
25,8.61,12.06,3.24,9.84,25.97,1.00,3
27,10.17,17.66,4.15,11.84,23.92,2.00,3
29,8.10,12.06,4.96,13.84,27.09,2.00,3
31,7.65,14.23,5.58,15.84,30.14,2.00,3
33,8.78,18.74,6.25,17.84,33.50,1.00,3
35,8.76,18.67,6.70,19.84,32.63,0.00,3
37,8.76,18.67,7.60,21.84,30.99,0.00,3
39,9.84,18.67,8.81,23.84,28.21,1.00,2
41,11.41,18.67,9.79,25.84,24.79,1.00,2
43,12.14,18.67,10.63,27.84,21.09,0.00,2
45,14.66,18.66,11.80,29.84,18.88,2.00,2
47,12.93,16.56,11.75,31.84,20.07,2.00,2
49,11.32,16.62,9.13,33.84,20.07,2.00,2
51,11.32,16.61,8.32,35.84,17.82,1.00,4
53,11.62,16.61,9.47,37.84,17.14,1.00,4
55,13.99,21.79,10.08,39.84,23.36,0.00,4
57,14.92,23.86,11.25,41.84,24.70,2.00,4
59,14.20,23.71,10.67,32.62,24.75,1.00,1
61,8.95,23.71,10.46,34.62,24.55,1.00,1
63,11.19,25.55,10.51,36.62,25.86,0.00,1
65,14.59,33.99,11.51,38.62,25.00,2.00,1
67,15.04,36.30,11.33,30.17,25.02,2.00,1
69,16.64,42.72,8.83,26.62,24.75,2.00,1
71,18.12,48.63,7.17,28.62,24.92,2.00,1
73,18.10,48.57,7.26,30.62,23.85,3.00,1
75,19.86,48.57,7.45,32.62,22.88,1.00,1
77,22.54,48.57,8.18,34.62,22.94,2.00,3
79,24.34,48.57,8.54,36.62,18.66,0.00,3
81,24.30,48.57,9.49,38.62,19.05,2.00,3
83,24.30,48.57,9.92,40.62,20.94,2.00,3
85,27.07,48.57,9.92,38.21,24.11,2.00,3
87,27.56,48.57,9.58,35.61,27.10,2.00,3
89,20.36,48.48,9.76,35.55,28.85,2.00,3
91,11.04,17.95,9.71,36.24,29.79,2.00,3
93,12.57,17.95,10.09,38.24,29.41,2.00,3
95,12.93,17.95,10.82,40.24,27.11,2.00,3
97,13.92,17.95,11.54,42.24,24.49,2.00,2
99,18.04,22.99,10.11,44.24,23.06,0.00,2
101,19.42,22.78,11.59,46.24,23.42,0.00,2
103,20.66,24.52,13.09,48.24,20.50,2.00,2
105,21.79,27.78,13.56,50.24,18.26,2.00,2
107,25.98,32.51,13.37,52.24,16.81,1.00,4
109,30.90,41.98,14.00,54.24,17.23,1.00,4
111,31.88,43.38,14.53,56.24,15.90,0.00,4
113,36.02,51.72,15.57,58.24,13.92,2.00,4
115,37.10,57.68,14.21,40.16,12.68,2.00,1
117,38.61,63.38,14.06,36.86,13.34,2.00,1
119,37.81,63.25,12.40,38.86,13.38,0.00,1
121,32.87,63.25,13.99,40.86,11.42,2.00,1
123,34.97,63.92,15.51,42.96,11.88,2.00,1
125,38.77,66.92,15.76,33.89,12.64,2.00,1
127,47.07,76.84,16.08,28.16,13.13,2.00,1
129,49.60,89.34,17.11,30.16,13.58,2.00,1
131,49.55,99.17,18.58,32.16,13.69,2.00,3
133,42.28,108.91,19.73,34.16,14.59,2.00,3
135,45.15,120.52,18.52,36.16,16.13,1.00,3
137,48.41,133.32,18.76,38.16,17.38,2.00,3
139,50.82,137.08,19.56,38.75,18.99,3.00,3
141,51.75,140.87,16.96,40.05,19.20,2.00,3
143,52.40,143.07,16.05,42.05,22.51,1.00,2
145,54.06,143.05,16.45,44.05,19.25,1.00,2
147,53.92,142.68,17.72,46.05,15.25,0.00,2
149,34.37,62.74,19.55,48.05,12.15,2.00,2
151,28.78,44.11,18.53,50.05,10.01,1.00,4
153,30.07,44.11,17.37,52.05,8.97,2.00,4
155,32.29,47.39,18.09,54.05,11.14,2.00,4
157,34.34,50.89,18.89,56.05,13.60,2.00,4
159,34.28,50.85,16.87,53.74,16.96,2.00,1
161,34.27,50.85,17.37,54.10,19.60,2.00,1
163,35.00,50.80,14.35,45.39,18.08,0.00,1
165,29.99,50.22,15.35,47.39,17.71,2.00,1
167,28.32,53.74,15.55,49.39,14.73,3.00,1
169,26.90,60.94,15.91,51.39,12.65,2.00,1
171,30.26,62.88,15.76,53.39,12.15,1.00,1
173,32.37,62.66,16.94,55.39,14.23,1.00,1
175,28.31,38.00,18.07,57.39,18.35,1.00,1
177,28.20,37.72,17.88,59.39,21.62,1.00,1
179,31.84,37.72,16.52,61.39,21.40,1.00,3
181,32.49,37.72,17.04,63.39,20.67,2.00,3
183,34.02,40.70,16.72,65.39,21.26,0.00,3
185,35.77,47.73,17.89,67.39,20.87,2.00,3
187,37.79,47.51,18.96,69.39,20.19,2.00,3
189,40.92,51.31,19.72,71.39,19.64,2.00,3
191,39.33,54.06,20.79,73.39,17.00,2.00,3
193,38.75,67.19,20.93,75.39,14.00,2.00,2
195,41.66,78.95,20.24,77.39,13.41,3.00,2
197,46.13,86.61,19.99,79.39,13.01,1.00,2
199,51.66,100.27,20.93,81.39,12.45,2.00,2
201,54.90,107.24,20.43,83.39,12.95,2.00,2
203,44.14,56.84,19.57,85.39,12.10,2.00,4
205,37.34,56.49,20.48,87.39,10.41,1.00,4
207,40.41,56.23,21.76,89.39,11.72,1.00,4
209,40.79,54.90,23.06,91.39,12.47,2.00,4
211,37.64,51.15,24.60,91.04,12.59,3.00,4
213,36.67,51.15,24.97,90.83,13.49,2.00,4
215,40.52,51.12,22.51,84.22,17.15,1.00,4
217,32.36,43.78,21.99,61.86,17.41,1.00,1
219,29.04,42.16,22.08,44.99,15.82,1.00,1
221,29.67,41.99,22.79,37.74,15.69,1.00,1
223,32.62,48.07,24.05,39.74,15.61,2.00,1
225,33.76,49.14,24.99,41.74,15.48,2.00,1
227,36.76,54.51,25.58,43.74,13.89,2.00,1
229,32.12,55.00,23.21,45.74,13.39,2.00,3
231,35.62,64.27,24.40,47.74,12.62,2.00,3
233,39.65,75.79,24.30,49.74,10.72,1.00,3
235,43.53,88.17,22.23,51.74,10.65,2.00,3
237,44.13,93.40,22.68,51.54,12.28,2.00,3
239,45.00,95.32,23.57,53.54,12.62,2.00,3
241,47.59,105.92,24.32,55.54,11.60,2.00,2
243,48.65,110.77,25.37,57.54,10.44,2.00,2
245,51.13,115.47,25.69,59.54,10.67,0.00,2
247,52.44,122.88,27.48,61.54,11.43,2.00,2
249,52.80,122.98,28.50,63.54,11.07,2.00,4
251,53.97,122.98,28.17,65.54,10.78,2.00,4
253,53.22,122.98,27.55,67.54,10.15,1.00,4
255,50.55,128.55,26.93,69.54,11.75,2.00,4
257,46.71,129.69,27.97,69.41,12.25,2.00,1
259,49.15,129.16,23.14,58.30,11.24,2.00,1
261,47.95,116.94,22.17,60.30,12.35,0.00,1
263,30.94,49.90,23.50,62.30,11.73,2.00,1
265,32.74,58.43,24.28,64.08,12.29,2.00,1
267,37.69,70.59,25.62,66.08,11.69,2.00,1
269,37.77,77.39,24.39,68.08,14.33,2.00,1
271,39.98,81.18,23.67,70.08,14.36,2.00,1
273,40.70,81.15,23.86,72.08,13.87,2.00,1
275,42.10,86.79,20.72,74.08,14.95,1.00,3
277,42.68,89.11,21.79,76.08,14.41,2.00,3
279,27.86,49.03,22.67,78.08,14.09,2.00,3
281,29.22,49.03,22.47,80.08,17.02,2.00,3
283,31.12,49.03,22.52,82.08,19.01,2.00,3
285,24.83,49.03,23.80,84.08,20.56,2.00,3
287,21.24,49.03,22.07,86.08,17.97,2.00,3
289,19.54,49.03,22.64,88.08,15.97,1.00,3
291,20.81,49.03,22.21,90.08,14.75,1.00,2
293,21.76,49.03,22.85,92.08,16.70,1.00,2
295,23.04,49.03,22.48,94.08,20.98,0.00,2
297,25.23,49.03,23.98,96.08,21.28,2.00,2
299,25.16,49.03,22.56,97.82,20.88,1.00,4
301,25.63,49.03,21.91,75.95,18.63,1.00,4
303,26.85,48.98,20.93,58.46,18.73,1.00,4
305,27.17,48.32,21.68,60.46,20.42,2.00,4
307,25.20,43.55,20.10,62.46,20.71,2.00,4
309,22.80,48.50,20.25,64.46,20.10,1.00,4
311,23.92,50.49,21.64,66.46,18.53,1.00,1
313,28.09,55.71,22.80,68.46,17.75,1.00,1
315,28.35,55.56,23.69,70.46,15.32,0.00,1
317,32.33,64.50,25.35,72.46,14.22,2.00,1
319,37.14,74.69,26.79,71.44,15.49,2.00,1
321,40.17,74.77,25.44,68.21,13.22,2.00,1
323,41.51,74.77,25.70,70.21,10.96,1.00,1
325,45.48,80.70,25.55,72.21,10.33,1.00,1
327,48.04,85.42,26.74,74.21,10.77,1.00,1
329,50.37,92.44,28.31,76.21,10.84,1.00,3
331,53.10,100.03,29.06,78.21,11.72,2.00,3
333,55.42,99.56,30.12,80.21,14.08,0.00,3
335,37.25,48.76,31.90,82.21,14.56,2.00,3
337,37.98,48.76,32.03,84.21,15.29,2.00,3
339,34.90,48.76,32.70,86.21,16.67,2.00,3
341,30.32,48.76,33.26,88.21,16.91,2.00,2
343,25.41,48.76,34.72,90.21,13.77,2.00,2
345,27.74,48.76,35.37,92.21,11.39,0.00,2
347,31.40,48.76,37.24,94.21,8.64,2.00,2
349,33.57,48.76,37.08,89.44,10.15,2.00,4
351,38.59,48.76,,,10.66,2.00,4
353,40.07,48.70,,,12.02,1.00,4
355,40.64,48.04,,,14.21,2.00,4
357,33.84,51.19,,,15.13,2.00,1
359,31.80,51.12,,,13.40,1.00,1
361,35.35,55.09,,,13.05,0.00,1
363,38.53,63.06,,,12.50,2.00,1
365,40.98,70.73,,,14.30,2.00,1
367,44.22,70.61,,,15.13,2.00,1
369,46.57,70.61,,,15.85,2.00,1
371,46.54,70.61,,,13.96,2.00,3
373,46.46,70.30,,,14.64,2.00,3
375,32.54,43.46,,,15.62,0.00,3
377,32.71,43.46,,,15.93,2.00,3
379,34.66,43.46,,,17.26,2.00,3
381,36.16,43.46,,,18.84,2.00,3
383,32.29,43.46,,,18.21,2.00,2
385,28.48,43.46,,,16.35,2.00,2
387,29.18,46.44,,,16.99,1.00,2
389,31.96,49.61,,,16.08,2.00,2
391,33.02,49.58,,,13.52,2.00,4
393,33.10,49.58,,,9.44,2.00,4
395,35.53,49.57,,,5.93,0.00,4
397,38.56,48.95,,,5.30,2.00,4
399,37.07,58.29,,,5.35,1.00,4
401,32.74,70.36,,,5.60,1.00,1
403,36.75,71.99,,,6.30,1.00,1
405,40.66,83.64,,,7.66,0.00,1
407,40.83,84.40,,,8.73,2.00,1
409,40.82,84.39,,,10.28,2.00,1
411,41.41,84.39,,,11.19,1.00,3
413,43.76,89.91,,,10.78,1.00,3
415,46.06,99.18,,,12.26,2.00,3
417,47.54,105.10,,,12.37,2.00,3
419,48.84,110.92,,,15.86,2.00,3
421,44.05,113.82,,,18.32,2.00,3
423,45.51,127.00,,,17.22,2.00,3
425,46.00,130.18,,,14.23,1.00,2
427,47.83,135.37,,,10.80,2.00,2
429,50.40,147.84,,,10.20,0.00,2
431,52.82,150.97,,,11.51,2.00,2
433,56.09,150.94,,,15.60,2.00,4
435,55.98,151.73,,,14.02,2.00,4
437,57.09,159.81,,,13.24,1.00,4
439,58.48,168.38,,,14.47,2.00,4
441,56.36,169.89,,,14.04,1.00,4
443,51.07,169.50,,,12.51,0.00,1
445,50.06,154.64,,,10.09,1.00,1
447,34.43,84.55,,,7.90,0.00,1
449,35.53,92.82,,,8.99,2.00,1
451,37.06,101.28,,,11.31,2.00,1
453,40.58,109.54,,,13.35,1.00,1
455,43.49,115.29,,,14.72,1.00,1
457,44.70,120.34,,,13.86,1.00,1
459,45.15,122.16,,,13.06,1.00,1
461,46.16,126.18,,,13.03,1.00,3
463,48.96,127.56,,,11.76,1.00,3
465,49.71,127.55,,,10.68,0.00,3
467,49.79,129.66,,,12.62,2.00,3
469,53.53,134.06,,,13.19,1.00,3
471,54.52,134.00,,,13.73,1.00,3
473,55.31,137.21,,,13.10,1.00,2
475,57.72,146.85,,,13.59,2.00,2
477,59.20,146.35,,,13.84,1.00,2
479,60.53,145.13,,,15.32,2.00,2
481,42.47,70.85,,,17.39,2.00,2
483,34.95,48.25,,,18.01,2.00,4
485,29.14,48.20,,,16.84,2.00,4
487,28.48,46.07,,,14.91,0.00,4
489,24.56,43.77,,,13.21,2.00,4
491,28.92,44.85,,,13.13,1.00,4
493,27.32,48.08,,,13.12,1.00,1
495,32.17,51.60,,,12.28,1.00,1
497,32.36,51.58,,,13.13,0.00,1
499,34.94,61.90,,,13.18,2.00,1
501,35.23,63.42,,,14.03,2.00,1
