time,calc_time
1.00,0.17
9.00,0.08
19.00,0.07
29.00,0.09
39.00,0.07
49.00,0.06
59.00,0.08
69.00,0.07
79.00,0.07
89.00,0.06
99.00,0.08
109.00,0.07
119.00,0.09
129.00,0.07
139.00,0.07
149.00,0.07
159.00,0.08
169.00,0.06
179.00,0.06
189.00,0.06
199.00,0.07
209.00,0.06
219.00,0.08
229.00,0.08
239.00,0.06
249.00,0.07
259.00,0.06
269.00,0.08
279.00,0.07
289.00,0.07
299.00,0.07
309.00,0.08
319.00,0.06
329.00,0.06
339.00,0.07
349.00,0.06
359.00,0.07
369.00,0.06
379.00,0.06
389.00,0.06
399.00,0.07
409.00,0.06
419.00,0.06
429.00,0.06
439.00,0.07
449.00,0.07
459.00,0.06
469.00,0.07
479.00,0.08
489.00,0.06
499.00,0.07
509.00,0.07
519.00,0.07
529.00,0.07
539.00,0.07
549.00,0.06
559.00,0.07
569.00,0.07
579.00,0.07
589.00,0.08
599.00,0.07
609.00,0.07
619.00,0.07
629.00,0.07
639.00,0.06
649.00,0.05
659.00,0.07
669.00,0.05
679.00,0.07
689.00,0.07
699.00,0.06
709.00,0.07
719.00,0.07
729.00,0.08
739.00,0.07
749.00,0.07
759.00,0.06
769.00,0.06
779.00,0.07
789.00,0.05
799.00,0.07
809.00,0.06
819.00,0.07
829.00,0.05
839.00,0.05
849.00,0.05
859.00,0.07
869.00,0.07
879.00,0.05
889.00,0.07
899.00,0.05
909.00,0.07
919.00,0.05
929.00,0.05
939.00,0.05
949.00,0.05
959.00,0.07
969.00,0.05
979.00,0.05
989.00,0.07
999.00,0.07
