time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.96,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.42,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.76,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.36,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.14,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.88,0.00
19,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.23,0.41,0.69,42.81,0.00
21,0.00,0.00,0.00,0.00,2.69,0.00,0.00,0.90,1.61,2.69,39.77,1.00
23,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.31,0.55,0.92,30.45,1.00
25,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.12,0.22,0.36,35.37,1.00
27,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.56,0.34,1.69,38.04,0.00
29,0.00,5.37,2.68,5.37,0.00,0.00,3.69,1.23,0.74,3.69,44.25,0.00
31,0.00,5.68,2.84,5.68,0.00,0.00,5.69,1.90,1.14,5.69,46.23,0.00
33,0.00,5.68,2.84,5.68,0.00,0.00,7.69,2.56,1.54,7.69,42.64,0.00
35,0.00,5.68,2.84,5.68,0.00,0.00,9.69,3.23,1.94,9.69,38.53,0.00
37,0.00,5.68,2.84,5.68,0.62,0.00,11.69,4.10,2.71,11.69,33.24,0.00
39,0.00,5.68,2.84,5.68,2.62,0.00,13.69,5.44,4.31,13.69,24.28,0.00
41,1.79,5.68,3.73,5.68,4.62,0.00,15.69,6.77,5.91,15.69,20.88,0.00
43,3.31,5.68,4.50,5.68,6.62,1.66,17.69,8.66,7.84,17.69,30.06,0.00
45,15.22,5.59,10.40,15.22,8.62,3.66,19.69,10.66,9.84,19.69,34.72,1.00
47,16.79,0.48,8.63,16.79,2.85,5.66,21.69,10.07,7.18,21.69,42.99,1.00
49,4.82,0.00,2.41,4.82,4.85,7.66,0.00,4.17,4.44,7.66,47.81,1.00
