time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,47.80
7,0.00,0.00,0.00,0.00,0.00,56.90
9,0.00,0.00,0.00,0.00,0.00,63.10
11,0.00,0.00,0.00,0.00,0.00,62.30
13,0.00,0.00,0.00,0.00,0.00,58.07
15,0.00,0.00,0.00,0.00,0.00,49.23
17,0.00,0.00,0.00,0.00,0.00,49.40
19,0.00,0.00,0.00,1.67,0.00,58.25
21,0.00,0.00,0.00,1.03,0.00,62.85
23,0.00,0.00,0.00,0.00,0.00,56.15
25,0.00,0.00,0.00,0.00,0.00,50.07
27,0.00,0.00,0.00,0.00,0.00,46.87
29,0.00,0.00,0.00,0.00,1.34,36.37
31,0.00,9.98,0.00,0.00,3.34,34.95
33,0.00,10.74,0.00,0.25,5.34,30.45
35,2.47,10.74,0.00,2.25,7.34,29.54
37,4.50,10.74,0.00,4.25,9.34,31.95
39,4.48,10.74,0.00,6.25,11.34,30.18
41,4.48,16.25,0.00,8.25,13.34,26.10
43,4.48,16.57,0.00,10.25,15.34,31.00
45,4.48,16.91,0.00,12.25,17.34,29.32
47,4.48,22.82,0.00,14.25,19.34,24.56
49,4.39,22.61,0.00,16.25,21.34,32.94
51,0.19,24.50,0.00,18.25,23.34,35.47
53,0.00,27.80,0.00,4.99,10.84,35.98
55,0.00,3.97,0.00,0.00,12.84,39.04
57,0.00,0.00,0.00,0.00,6.56,33.48
59,0.00,3.81,0.00,0.00,8.56,30.57
61,0.00,21.28,0.00,0.00,10.56,25.31
63,0.00,22.75,0.00,1.02,12.56,17.37
65,2.49,22.75,1.25,3.02,14.56,15.29
67,10.75,28.30,3.25,5.02,16.56,13.00
69,11.78,30.48,5.25,7.02,18.56,13.61
71,9.09,36.27,7.25,9.02,20.56,21.70
73,0.00,36.14,9.25,1.41,16.85,23.70
75,0.00,35.92,,3.41,18.31,27.82
77,0.00,3.47,,,18.52,35.43
79,0.00,0.00,,,14.37,40.80
81,0.00,0.00,,,7.20,44.40
83,0.00,0.00,,,0.00,46.70
85,0.00,0.00,,,0.46,47.00
87,0.00,0.00,,,2.46,58.10
89,0.00,0.00,,,4.46,57.55
91,0.00,0.00,,,,58.12
93,0.00,0.00,,,,56.70
95,0.00,0.00,,,,53.33
97,0.00,0.00,,,,48.01
99,0.49,0.00,,,,38.41
101,4.24,0.00,,,,28.73
