time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,59.05
5,0.00,0.00,0.00,0.00,0.00,63.70
7,0.00,0.00,0.00,0.00,0.00,65.40
9,0.00,0.00,0.00,0.00,0.00,61.40
11,0.00,0.00,0.00,0.00,0.00,53.40
13,0.00,0.00,0.00,0.00,0.00,48.70
15,0.00,0.00,0.00,0.00,0.00,39.62
17,2.40,0.00,1.71,0.00,0.25,41.53
19,4.05,0.00,3.71,0.00,0.00,40.83
21,4.04,0.00,5.71,0.00,0.00,40.22
23,4.04,0.00,7.71,0.00,0.00,39.96
25,3.41,0.00,9.71,0.60,0.00,44.02
27,0.00,0.00,0.00,2.60,0.00,52.94
29,0.00,0.00,0.00,4.60,0.00,54.83
31,0.00,0.00,0.00,1.56,0.00,52.64
33,0.00,0.00,0.00,0.00,0.00,47.88
35,0.00,0.30,0.00,0.00,1.09,41.65
37,0.00,5.31,1.17,0.00,3.09,35.29
39,1.10,5.11,3.17,0.00,5.09,29.54
41,6.64,5.11,5.17,1.37,7.09,28.75
43,10.03,8.93,0.00,3.37,9.09,23.90
45,6.65,11.11,0.00,5.37,11.09,16.38
47,7.01,11.10,0.00,7.37,13.09,8.82
49,11.68,11.10,0.00,9.37,15.09,3.53
51,11.59,17.77,0.00,11.37,17.09,0.75
53,11.59,21.53,0.00,13.37,19.09,0.00
55,11.59,24.16,0.00,15.37,21.09,0.00
57,11.59,24.15,0.00,17.37,23.09,0.00
59,11.59,24.15,0.00,19.37,25.09,0.00
61,11.59,24.15,0.00,21.37,27.09,6.81
63,11.59,24.15,0.00,23.37,29.09,18.59
65,11.59,24.15,0.00,25.37,31.09,27.81
67,8.92,24.15,0.00,27.37,33.09,34.23
69,0.00,22.62,0.00,24.11,27.81,43.73
71,0.00,0.00,0.00,0.00,22.10,46.30
73,0.00,0.30,0.00,0.00,20.04,41.87
75,0.00,5.26,0.00,1.65,22.04,40.03
77,0.00,5.06,1.50,3.65,24.04,42.20
79,0.00,5.06,2.06,1.67,26.04,42.05
81,0.00,5.06,0.00,3.67,28.04,46.77
83,0.00,5.06,0.00,3.91,30.04,48.60
85,0.00,5.06,0.00,0.00,32.04,48.19
87,0.00,5.06,0.00,0.58,34.04,42.74
89,0.00,5.06,0.00,0.00,36.04,40.33
91,0.00,5.06,0.64,1.85,38.04,36.75
93,3.31,7.61,0.00,3.85,40.04,33.47
95,4.72,17.55,0.00,5.85,42.04,28.07
97,9.26,18.63,0.00,7.85,44.04,21.79
99,16.37,22.26,1.10,9.85,46.04,16.50
101,16.76,24.83,3.10,11.85,48.04,13.63
103,22.00,24.82,5.10,13.85,50.04,8.61
105,29.10,28.20,7.10,15.85,52.04,11.62
107,29.02,37.16,9.10,17.85,54.04,18.03
109,29.00,43.11,11.10,16.59,18.09,22.41
111,14.07,43.04,13.10,0.00,17.70,27.95
113,0.00,29.84,10.26,0.13,15.05,33.28
115,0.00,0.00,11.51,2.13,10.63,42.40
117,0.00,0.00,0.00,4.13,9.74,48.83
119,0.00,0.00,0.00,0.00,11.95,44.77
121,0.00,0.00,0.85,0.00,3.36,38.05
123,0.00,5.29,2.85,0.00,5.36,37.47
125,0.00,5.33,0.00,0.00,7.36,34.30
127,0.00,5.33,0.00,0.00,9.36,23.77
129,0.00,5.33,0.73,0.00,11.36,24.77
131,0.00,5.33,0.00,0.00,13.36,30.88
133,0.00,7.94,0.00,0.00,15.36,31.23
135,0.00,12.23,0.00,0.00,17.36,30.75
137,0.00,12.17,0.00,0.00,19.36,34.66
139,0.00,12.17,0.00,0.00,21.36,31.86
141,0.00,12.17,0.00,0.00,23.36,28.60
143,0.00,12.17,0.11,0.00,25.36,28.03
145,1.64,12.54,2.11,0.00,27.36,24.10
147,4.88,18.97,4.11,0.00,29.36,21.59
149,4.80,18.75,6.11,0.00,31.36,18.51
151,4.80,18.75,8.11,0.00,33.36,11.33
153,10.87,18.75,10.11,0.00,35.36,5.14
155,11.62,18.75,12.11,0.00,37.36,1.09
157,11.62,27.92,14.11,0.00,39.36,0.03
159,11.62,31.28,16.11,0.00,41.36,0.00
161,11.62,31.24,18.11,0.00,43.36,5.58
163,11.62,31.24,20.11,0.00,45.36,11.86
165,11.62,31.24,22.11,0.00,47.36,18.93
167,8.94,31.24,15.64,0.00,49.36,20.39
169,0.00,31.24,17.64,0.00,51.36,21.18
171,0.00,31.24,0.00,0.00,53.36,20.59
173,0.00,31.24,0.00,0.00,55.36,23.05
175,0.00,34.09,0.00,0.00,57.36,20.53
177,0.00,37.84,0.00,0.00,59.36,17.59
179,0.00,37.79,1.93,0.00,61.36,15.05
181,0.93,37.79,0.95,0.00,63.36,16.20
183,4.13,39.67,2.95,0.00,65.36,19.69
185,4.04,45.40,4.95,0.00,53.38,21.02
187,4.04,50.85,6.95,0.00,44.03,29.52
189,4.04,50.66,8.95,0.00,33.69,31.96
191,4.04,22.48,10.95,0.00,33.99,26.17
193,4.04,0.00,12.95,0.00,19.40,16.52
195,11.39,5.54,14.95,0.00,21.40,8.32
197,19.73,12.89,16.95,0.00,23.40,3.18
199,23.53,18.26,18.95,0.00,25.40,5.72
201,26.53,18.06,20.95,0.99,27.40,10.73
203,30.65,18.06,22.95,2.99,29.40,16.69
