time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.74,0.00,0,
3,0.00,0.00,0.00,0.00,53.48,0.00,4,
5,0.00,0.00,0.00,0.00,59.36,0.00,4,
7,0.00,0.00,0.00,0.00,60.27,0.00,4,
9,0.00,0.00,0.00,0.00,58.83,0.00,4,4.00
11,0.00,0.00,0.00,0.00,56.78,0.00,4,
13,0.00,0.00,0.00,0.00,51.01,0.00,1,
15,0.00,0.00,0.06,0.67,48.19,0.00,1,
17,0.00,0.00,0.22,2.67,47.47,1.00,1,
19,0.00,0.00,0.27,2.40,42.68,2.00,1,2.34
21,1.07,4.28,0.51,2.53,38.91,1.00,1,
23,1.96,4.75,0.78,4.53,34.78,0.00,2,
25,2.33,4.67,1.34,6.53,38.20,1.00,2,
27,2.58,5.19,1.60,8.53,33.75,1.00,2,
29,4.03,10.94,1.78,6.49,32.44,1.00,2,2.15
31,5.07,10.92,2.27,8.49,31.73,2.00,2,
33,6.64,10.92,2.15,10.49,28.89,1.00,1,
35,7.79,10.84,2.71,12.49,33.25,0.00,1,
37,4.62,8.03,3.38,14.49,33.18,1.00,1,
39,2.48,5.19,3.20,16.49,32.99,2.00,1,2.79
41,2.48,5.19,3.15,18.49,29.14,2.00,1,
43,2.69,5.57,2.92,20.49,29.54,0.00,8,
45,4.05,11.00,3.42,22.49,34.11,0.00,8,
47,3.84,10.18,3.92,24.49,36.45,2.00,8,
49,1.30,5.19,2.83,26.49,38.17,1.00,8,3.30
51,1.62,5.19,3.07,28.49,38.04,1.00,8,
53,2.74,5.79,3.51,30.49,36.52,1.00,6,
55,2.63,5.66,3.65,32.49,37.29,0.00,6,
57,3.39,6.91,4.26,34.49,35.19,2.00,6,
59,5.66,11.64,1.92,10.53,33.99,2.00,6,2.81
61,5.61,11.47,2.29,12.53,31.95,0.00,6,
63,5.61,11.47,2.82,14.53,33.38,1.00,1,
65,6.40,14.15,3.31,16.53,38.82,0.00,1,
67,6.31,17.51,3.98,18.53,43.29,1.00,1,
69,4.37,17.46,3.07,18.76,45.24,2.00,1,2.79
71,4.37,17.46,2.59,20.76,45.15,1.00,1,
73,4.37,17.46,2.97,22.76,42.17,1.00,8,
75,4.37,17.46,3.38,24.76,43.61,0.00,8,
77,3.84,15.36,4.11,26.76,35.84,2.00,8,
79,0.74,1.57,1.85,14.30,32.93,1.00,8,1.71
81,2.43,4.98,2.46,16.30,30.29,1.00,8,
83,5.14,11.17,1.93,8.17,32.05,0.00,5,
85,6.19,11.53,2.79,10.17,35.09,1.00,5,
87,5.90,10.90,2.78,10.76,38.25,1.00,5,
89,3.89,10.89,3.55,12.76,37.01,2.00,5,2.36
91,3.89,10.89,2.94,14.76,35.94,1.00,5,
93,4.30,12.54,3.29,16.76,33.01,1.00,6,
95,5.84,16.93,4.00,18.76,32.10,1.00,6,
97,4.74,18.55,4.56,20.76,27.07,2.00,6,
99,5.78,23.11,2.90,19.55,22.66,1.00,6,2.23
101,7.13,23.37,3.07,21.55,17.96,1.00,6,
103,9.02,30.91,3.56,23.55,16.09,1.00,11,
105,10.23,35.75,3.85,25.55,16.47,0.00,11,
107,11.02,38.92,4.65,27.55,14.03,1.00,11,
109,16.84,59.60,5.24,26.73,18.50,1.00,11,2.79
111,18.90,61.14,5.35,19.45,17.35,2.00,11,
113,19.28,61.04,5.75,20.12,22.63,1.00,7,
115,19.19,60.67,6.21,22.12,23.04,1.00,7,
117,4.76,10.92,6.78,24.12,23.20,1.00,7,
119,4.02,10.92,7.79,26.12,22.92,1.00,7,2.95
121,4.02,10.92,7.25,28.12,30.70,1.00,7,
123,4.02,10.92,7.89,30.12,32.98,1.00,10,
125,4.10,10.92,7.95,32.12,34.12,1.00,10,
127,4.72,8.37,6.06,29.56,31.43,1.00,10,
129,3.24,7.78,6.93,31.56,27.64,2.00,10,1.88
131,6.06,19.09,5.59,33.56,24.93,0.00,10,
133,7.04,23.01,6.26,35.56,24.10,0.00,1,
135,7.04,22.99,6.94,37.56,27.00,0.00,1,
137,8.61,27.59,8.12,39.56,30.38,2.00,1,
139,10.06,29.71,8.06,41.56,31.52,2.00,1,2.19
141,7.69,14.52,8.76,43.56,34.73,1.00,1,
143,8.67,12.74,9.78,45.56,35.80,2.00,7,
145,8.62,12.52,9.25,47.56,38.11,1.00,7,
