time,calc_time
1.00,0.14
9.00,0.07
19.00,0.05
29.00,0.07
39.00,0.06
49.00,0.05
59.00,0.06
69.00,0.05
79.00,0.16
89.00,0.05
99.00,0.06
109.00,0.05
119.00,0.06
129.00,0.07
139.00,0.06
149.00,0.05
159.00,0.06
169.00,0.07
179.00,0.06
189.00,0.07
199.00,0.05
209.00,0.07
219.00,0.05
229.00,0.05
239.00,0.05
249.00,0.05
259.00,0.06
269.00,0.18
279.00,0.06
289.00,0.07
299.00,0.07
309.00,0.06
319.00,0.06
329.00,0.05
339.00,0.07
349.00,0.05
359.00,0.06
369.00,0.06
379.00,0.07
389.00,0.06
399.00,0.06
409.00,0.05
419.00,0.07
429.00,0.05
439.00,0.07
449.00,0.06
459.00,0.19
469.00,0.07
479.00,0.07
489.00,0.07
499.00,0.06
