time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,4,
5,0.00,0.00,0.00,0.00,56.22,4,
7,0.00,0.00,0.00,0.00,57.64,4,
9,0.00,0.00,0.00,0.00,57.49,4,4.00
11,0.00,0.00,0.00,0.00,54.48,4,
13,0.00,0.00,0.00,0.00,38.80,2,
15,0.00,0.00,0.00,0.00,38.27,2,
17,0.00,0.00,0.13,1.55,41.44,2,
19,0.00,0.00,0.19,2.28,52.28,2,4.00
21,0.00,0.00,0.00,0.00,57.17,2,
23,0.00,0.00,0.00,0.00,58.48,4,
25,0.00,0.00,0.00,0.00,40.30,4,
27,0.00,0.00,0.00,0.00,19.54,4,
29,0.00,0.00,0.07,0.86,4.12,4,-0.96
31,0.79,3.17,0.24,2.86,22.91,4,
33,1.23,4.90,0.41,4.86,33.23,2,
35,1.20,4.80,0.57,6.86,58.54,2,
37,0.00,0.00,0.74,8.86,56.52,2,
39,0.00,0.00,0.00,0.00,53.51,2,2.76
41,0.00,0.00,0.00,0.00,42.47,2,
43,0.00,0.00,0.00,0.00,34.33,1,
45,0.00,0.00,0.06,0.67,49.99,1,
47,0.00,0.00,0.22,2.67,58.80,1,
49,0.00,0.00,0.00,0.00,50.11,1,3.39
51,0.00,0.00,0.03,0.41,49.38,1,
53,0.00,0.00,0.00,0.00,43.66,3,
55,0.00,0.00,0.03,0.40,50.74,3,
57,0.00,0.00,0.28,2.40,46.20,3,
59,0.40,1.62,0.15,1.82,44.08,3,2.40
61,1.23,4.91,0.32,3.82,39.56,3,
63,1.21,4.85,0.55,5.82,32.58,12,
65,2.73,6.16,0.95,7.82,29.31,12,
67,3.99,10.87,1.45,9.82,24.92,12,
69,5.64,17.50,0.99,5.80,21.85,12,1.48
71,7.65,25.55,1.55,7.80,22.20,12,
73,7.60,25.34,1.98,9.80,20.71,4,
75,7.40,25.34,2.51,11.80,21.69,4,
77,6.33,25.34,3.34,13.80,23.96,4,
79,7.26,23.47,2.65,13.32,26.21,4,2.60
81,2.67,5.87,3.21,12.78,25.98,4,
83,3.79,5.87,2.80,14.25,25.75,1,
85,4.05,5.87,3.63,16.25,33.64,1,
87,2.67,5.87,4.47,18.25,34.35,1,
89,2.67,5.87,2.35,14.28,33.95,1,2.48
91,2.94,5.87,2.83,16.28,31.20,1,
93,3.89,5.87,3.50,18.28,29.60,3,
95,3.81,5.78,3.91,20.28,36.45,3,
97,1.25,4.76,4.58,22.28,38.83,3,
99,1.19,4.76,1.14,9.42,38.57,3,2.67
101,2.86,11.44,1.14,11.42,35.47,3,
103,4.03,11.89,1.93,13.42,34.68,8,
105,4.40,11.89,2.58,15.42,38.55,8,
107,5.23,10.21,3.63,17.42,34.60,8,
109,4.35,12.05,2.50,9.74,29.93,8,1.81
111,4.33,11.99,2.40,9.46,25.92,8,
113,5.12,11.99,3.18,11.46,22.70,3,
115,6.91,14.21,4.07,13.46,22.40,3,
117,8.69,17.97,5.22,15.46,18.51,3,
119,6.64,17.73,4.90,17.46,18.41,3,1.75
121,7.15,17.72,5.36,19.46,16.54,3,
123,9.11,20.00,5.91,21.46,16.91,1,
125,11.80,22.95,7.38,23.46,17.37,1,
127,11.09,22.91,8.88,25.46,15.88,1,
129,9.91,22.23,8.30,25.70,17.18,1,2.07
131,5.68,12.33,6.33,17.23,17.58,1,
133,5.68,12.33,6.58,18.60,20.90,6,
135,5.68,12.33,6.85,20.60,28.80,6,
137,7.12,18.07,7.40,22.60,36.77,6,
139,5.05,9.81,4.86,19.31,35.72,6,2.93
141,2.60,5.51,3.64,18.06,30.04,6,
143,2.60,5.51,3.59,20.06,27.23,4,
145,2.60,5.51,3.97,22.06,27.99,4,
147,3.27,5.51,4.79,24.06,28.66,4,
149,3.97,5.51,5.45,26.06,29.25,4,2.25
151,3.96,5.51,5.75,28.06,29.41,4,
153,4.98,8.97,6.59,30.06,26.30,1,
155,5.70,11.87,7.69,32.06,25.76,1,
157,7.79,11.85,8.87,34.06,23.09,1,
159,8.41,11.85,8.35,36.06,24.87,1,0.92
161,9.95,16.98,9.35,38.06,23.26,1,
163,11.26,17.78,10.35,40.06,22.94,3,
165,12.75,22.45,11.40,42.06,24.00,3,
167,13.00,28.06,12.67,44.06,20.22,3,
169,15.02,34.12,6.00,18.58,19.23,3,1.31
171,16.83,36.66,6.37,19.29,21.31,3,
173,14.03,21.00,7.43,21.29,21.90,2,
175,8.80,17.95,8.54,23.29,23.41,2,
177,9.99,17.91,10.04,25.29,21.63,2,
179,11.24,17.78,9.97,27.29,19.75,2,1.79
181,13.08,17.78,8.47,29.29,15.78,2,
183,13.16,17.78,8.15,31.29,12.36,4,
185,13.84,17.78,9.28,33.29,14.61,4,
187,13.43,17.40,10.78,35.29,14.78,4,
189,10.34,17.40,8.73,31.50,14.00,4,2.08
191,11.67,17.40,7.63,33.50,16.77,4,
193,11.65,17.40,5.84,27.54,17.59,3,
195,12.72,17.40,6.90,29.54,21.22,3,
197,11.24,17.43,8.13,31.54,20.03,3,
199,7.04,17.42,7.76,31.41,21.22,3,2.11
201,8.27,17.42,7.16,26.36,16.49,3,
203,8.49,18.32,5.79,20.00,15.86,1,
205,10.28,22.79,6.71,22.00,18.91,1,
207,9.57,22.64,7.71,24.00,21.83,1,
209,7.20,22.64,4.97,26.00,23.50,1,2.23
211,6.98,22.64,5.07,28.00,23.04,1,
213,8.56,28.93,5.65,30.00,25.24,2,
215,8.76,29.75,6.32,32.00,29.19,2,
217,8.76,29.75,6.99,34.00,27.87,2,
219,8.75,29.72,6.83,34.47,27.21,2,2.45
221,6.37,14.38,5.92,26.76,27.48,2,
223,4.00,11.83,4.23,26.74,28.57,16,
225,4.45,11.83,4.12,28.74,31.32,16,
227,5.67,7.98,4.99,30.74,29.24,16,
229,7.06,12.45,3.72,17.33,25.52,16,2.47
231,7.18,12.50,3.75,19.33,21.80,16,
233,7.18,12.50,5.09,21.33,19.74,7,
235,7.15,12.50,6.01,23.33,21.22,7,
237,6.54,14.90,7.00,25.33,22.39,7,
239,7.32,18.00,6.70,27.33,25.90,7,2.26
241,7.31,17.96,7.54,29.33,28.59,7,
243,7.31,17.96,8.45,31.33,29.03,9,
245,7.93,17.96,9.29,33.33,29.37,9,
247,8.92,17.96,10.04,35.33,30.94,9,
249,5.85,17.96,9.21,37.33,25.64,9,1.58
251,5.85,17.96,8.30,39.33,23.45,9,
253,7.57,22.92,8.89,41.33,20.44,6,
255,9.27,23.48,8.92,43.33,22.88,6,
257,10.72,25.98,9.92,45.33,26.81,6,
259,12.94,30.14,7.36,37.07,31.01,6,2.53
261,9.04,13.27,7.00,30.34,31.48,6,
263,5.72,11.87,6.29,32.34,27.64,2,
265,5.72,11.87,6.59,34.34,24.67,2,
267,6.87,11.87,7.27,36.34,22.70,2,
269,8.01,11.87,6.31,38.34,21.38,2,2.44
271,8.67,11.87,6.59,40.34,22.77,2,
273,9.30,14.33,7.72,42.34,21.44,1,
275,11.88,17.65,8.74,44.34,22.05,1,
277,13.11,17.59,10.07,46.34,20.92,1,
279,12.05,12.94,10.16,48.34,19.82,1,1.84
281,12.05,18.79,9.94,50.34,17.36,1,
283,12.63,21.25,10.03,52.34,16.01,2,
