id,intersection_id,road_order_id,turn_ratio_template_id
1,1,1,5
2,1,2,5
3,1,3,5
4,1,4,5
5,2,1,5
6,2,2,5
7,2,3,5
8,2,4,5
9,3,1,5
10,3,2,5
11,3,3,5
12,3,4,5
13,4,1,5
14,4,2,5
15,4,3,5
16,4,4,5
17,5,1,5
18,5,2,5
19,5,3,5
20,5,4,5
21,6,1,5
22,6,2,5
23,6,3,5
24,6,4,5
25,7,1,5
26,7,2,5
27,7,3,5
28,7,4,5
29,8,1,5
30,8,2,5
31,8,3,5
32,8,4,5
33,9,1,5
34,9,2,5
35,9,3,5
36,9,4,5
