time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,51.56,6
5,0.00,0.00,0.00,0.00,0.00,58.60,6
7,0.00,0.00,0.00,0.00,0.00,58.87,6
9,0.00,0.00,0.00,0.00,0.00,59.63,6
11,0.00,0.00,0.00,0.00,0.00,53.99,6
13,0.00,0.00,0.00,0.00,0.00,53.50,2
15,0.00,0.00,0.00,0.00,0.00,52.07,2
17,0.00,0.00,0.08,0.14,0.89,53.22,2
19,0.00,0.00,0.08,0.14,0.92,52.40,2
21,0.00,0.00,0.24,0.44,2.92,53.28,2
23,0.00,0.00,0.00,0.00,0.00,47.46,1
25,0.00,0.00,0.00,0.00,0.00,52.18,1
27,0.00,0.00,0.11,0.19,1.29,55.02,1
29,0.00,0.00,0.27,0.49,3.30,51.09,1
31,0.00,0.00,0.15,0.27,1.78,42.73,1
33,0.36,1.43,0.36,0.64,3.78,37.30,6
35,0.38,1.52,0.52,0.89,5.78,31.93,6
37,0.84,3.36,0.21,0.12,2.48,18.44,6
39,1.42,5.70,0.60,0.56,4.48,8.05,6
41,1.91,5.68,1.07,1.01,6.48,0.13,6
43,2.83,5.68,1.54,1.45,8.48,24.15,7
45,2.79,5.59,2.04,1.95,10.48,37.89,7
47,1.51,5.57,2.54,2.45,12.48,42.04,7
49,1.39,5.57,1.83,2.23,11.29,45.41,7
51,1.39,5.57,2.16,2.63,13.29,45.88,7
53,1.39,5.57,2.50,3.03,15.29,41.88,8
55,1.37,5.47,2.94,3.63,17.29,46.16,8
57,0.06,0.24,1.91,1.48,18.65,46.29,8
59,1.08,4.32,0.75,1.06,5.36,44.07,8
61,1.63,6.51,0.61,1.10,7.36,38.64,8
63,2.78,11.13,0.78,1.40,9.36,31.76,2
65,3.20,11.03,1.19,1.98,11.36,28.04,2
67,3.82,8.49,1.19,1.78,8.21,27.03,2
69,2.94,11.76,1.80,2.67,10.21,22.99,2
71,3.76,11.64,1.94,2.72,7.70,22.16,2
73,4.14,11.64,2.07,2.76,9.70,22.90,1
75,3.89,11.64,2.88,3.84,11.70,33.70,1
77,3.74,8.43,2.94,3.55,13.70,44.32,1
79,1.07,4.28,2.29,3.56,14.41,49.86,1
81,1.07,4.28,1.58,1.90,9.46,51.11,1
83,1.07,4.28,1.76,2.20,11.46,47.10,3
85,1.00,4.00,2.09,2.60,13.46,45.95,3
87,0.32,1.30,1.27,0.76,13.66,41.08,3
89,2.41,4.99,0.60,0.52,2.90,36.44,3
91,2.66,4.79,1.10,1.02,4.90,29.48,3
