time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,4,
5,0.00,0.00,0.00,0.00,60.00,4,
7,0.00,0.00,0.00,0.00,60.00,4,
9,0.00,0.00,0.00,0.00,60.00,4,1.00
11,0.00,0.00,0.00,0.00,60.00,4,
13,0.00,0.00,0.00,0.00,60.00,1,
15,0.00,0.00,0.00,0.00,60.00,1,
17,0.00,0.00,0.00,0.00,60.00,1,
19,0.00,0.00,0.00,0.00,60.00,1,1.00
21,0.00,0.00,0.00,0.00,60.00,1,
23,0.00,0.00,0.00,0.00,60.00,4,
25,0.00,0.00,0.00,0.00,53.09,4,
27,0.00,0.00,0.00,0.00,58.08,4,
29,0.00,0.00,0.00,0.00,60.19,4,4.00
31,0.00,0.00,0.00,0.00,55.30,4,
33,0.00,0.00,0.00,0.00,46.01,1,
35,0.00,0.00,0.03,0.33,55.84,1,
37,0.00,0.00,0.22,2.33,65.20,1,
39,0.00,0.00,0.00,0.04,50.91,1,3.52
41,0.00,0.00,0.00,0.00,49.30,1,
43,0.00,0.00,0.00,0.00,47.52,2,
45,0.00,0.00,0.00,0.00,48.90,2,
47,0.08,0.32,0.15,1.64,47.53,2,
49,1.42,5.70,0.18,2.17,43.27,2,1.24
51,1.37,5.49,0.55,4.17,37.94,2,
53,2.34,5.49,0.84,6.17,34.13,1,
55,3.69,9.25,1.24,8.17,31.89,1,
57,4.06,8.37,2.07,10.17,31.88,1,
59,3.34,7.88,1.92,12.17,34.86,1,2.92
61,4.53,12.62,1.68,14.17,36.11,1,
63,4.51,12.55,2.12,16.17,35.61,3,
65,5.60,12.55,2.54,18.17,37.40,3,
67,4.36,12.55,3.04,20.17,33.61,3,
69,4.30,12.55,1.73,13.94,27.85,3,1.85
71,4.30,12.55,2.17,15.94,19.38,3,
73,7.12,19.18,3.02,17.94,12.02,2,
75,8.29,23.34,3.61,19.94,15.02,2,
77,9.82,24.90,4.61,21.94,21.11,2,
79,9.77,24.51,5.26,23.82,30.46,2,2.98
81,4.50,5.18,4.56,18.38,37.33,2,
83,3.64,5.18,4.36,20.38,36.79,1,
85,4.65,4.86,4.98,22.38,39.97,1,
87,2.41,4.99,5.69,24.38,35.64,1,
89,2.41,4.99,3.85,26.38,34.15,1,2.79
91,2.50,5.00,4.52,28.38,33.28,1,
93,3.41,8.66,4.96,30.38,32.36,2,
95,4.20,11.51,5.33,32.38,33.29,2,
97,5.21,11.49,6.00,34.38,27.94,2,
99,8.25,21.49,3.77,36.38,21.25,2,2.08
101,12.21,37.34,4.24,38.38,21.99,2,
103,12.57,38.80,4.62,40.38,23.19,1,
105,13.86,43.95,5.26,42.38,23.49,1,
107,14.94,43.81,5.94,44.38,20.54,1,
109,15.88,43.81,6.26,46.38,16.69,1,1.65
111,16.89,43.75,6.79,48.38,15.33,1,
113,19.25,48.10,7.24,50.38,13.41,2,
115,22.40,54.45,8.07,52.38,14.94,2,
117,21.91,50.50,8.68,54.38,16.37,2,
119,11.60,30.14,8.75,56.38,22.12,2,1.95
121,10.77,24.33,8.45,58.38,26.23,2,
123,12.81,24.94,8.94,60.38,26.15,2,
125,13.36,24.73,9.19,62.38,25.06,2,
127,13.35,24.73,9.42,64.38,24.91,2,
129,13.82,26.61,10.18,66.38,25.42,2,1.63
131,15.08,31.65,11.26,68.38,20.04,2,
133,15.36,31.55,11.95,70.38,16.64,1,
135,16.44,31.55,13.22,72.38,17.02,1,
137,18.51,31.55,14.83,74.38,18.38,1,
139,19.05,31.52,15.95,76.38,19.87,1,1.90
141,11.22,24.33,16.92,78.38,17.86,1,
143,8.52,24.33,17.20,80.38,17.15,1,
145,10.39,27.17,16.26,82.38,18.88,1,
147,14.08,30.13,15.79,84.38,19.80,1,
149,16.21,30.09,16.89,86.38,18.22,1,1.51
151,16.16,30.09,17.99,88.38,17.10,1,
153,16.16,30.09,18.99,90.38,16.74,4,
155,16.16,30.09,20.18,92.38,15.63,4,
157,16.85,30.09,21.41,94.38,13.93,4,
159,18.57,30.07,17.42,68.40,13.27,4,1.37
161,19.28,28.45,17.86,57.03,13.02,4,
163,19.81,25.53,18.66,51.28,12.27,2,
165,20.48,25.53,20.22,53.28,12.96,2,
167,22.65,29.29,21.88,55.28,15.71,2,
169,18.87,30.62,17.74,57.28,15.85,2,1.51
171,14.38,30.62,17.23,59.28,14.53,2,
173,15.46,34.94,18.09,61.28,12.10,1,
175,17.16,41.77,15.71,63.28,13.57,1,
177,19.52,53.87,16.88,65.28,15.02,1,
179,19.35,56.72,17.74,67.28,15.79,1,2.60
181,19.35,56.71,14.98,69.28,17.15,1,
183,19.35,56.71,15.64,71.28,19.18,1,
185,19.32,56.60,16.52,73.28,18.14,1,
187,12.07,27.58,17.51,75.28,17.83,1,
189,8.66,10.36,17.74,77.28,15.71,1,1.84
191,9.43,11.44,18.65,79.28,15.27,1,
193,10.81,16.99,19.44,81.28,17.92,3,
195,12.72,22.25,19.26,83.28,18.36,3,
197,13.72,23.28,20.26,85.28,18.93,3,
199,9.67,18.15,19.32,87.28,21.95,3,1.81
201,6.77,11.88,15.66,89.28,23.64,3,
203,6.77,11.85,15.06,91.28,23.69,4,
205,6.91,11.85,14.77,93.28,28.39,4,
207,6.72,11.85,15.77,95.28,28.79,4,
209,7.03,11.85,10.22,64.49,26.00,4,1.96
211,7.03,11.85,5.21,29.47,26.69,4,
213,11.15,21.81,6.10,31.47,25.97,2,
215,14.70,25.09,7.10,33.47,28.19,2,
217,15.03,25.05,8.27,35.47,24.73,2,
219,15.60,27.72,6.05,28.01,20.07,2,0.74
221,13.07,32.11,5.89,30.01,17.24,2,
223,14.16,42.42,6.71,32.01,15.82,1,
225,16.99,47.96,8.04,34.01,16.15,1,
227,20.24,51.65,9.50,36.01,16.00,1,
229,22.06,51.61,9.59,35.16,16.17,1,1.99
231,23.04,51.61,7.94,20.59,17.44,1,
233,25.70,51.51,9.16,21.55,17.79,1,
235,19.25,23.94,9.73,22.64,17.23,1,
237,16.49,23.91,10.25,24.64,16.89,1,
239,16.43,23.91,10.36,26.64,16.45,1,1.96
241,16.43,23.91,11.26,28.64,11.96,1,
243,16.43,23.91,10.73,30.64,7.85,4,
245,16.43,23.91,11.56,32.64,5.67,4,
247,17.97,24.65,11.74,34.64,10.68,4,
249,19.29,30.31,10.57,36.64,23.28,4,2.47
251,13.69,30.84,10.02,38.64,28.83,4,
253,13.69,30.84,10.56,40.64,31.88,2,
255,13.69,30.84,9.69,42.64,33.18,2,
257,14.66,30.84,10.36,44.64,31.47,2,
259,15.16,30.83,10.22,46.64,28.15,2,1.97
261,12.87,23.91,8.27,48.64,24.64,2,
263,10.00,23.91,7.63,50.64,21.38,1,
265,12.18,23.91,8.61,52.64,19.68,1,
267,16.26,23.91,9.77,54.64,20.98,1,
269,20.66,29.42,9.47,56.64,23.07,1,2.20
271,16.26,30.19,10.06,58.64,21.35,1,
273,16.22,30.19,10.06,60.64,19.65,2,
275,17.92,37.08,10.65,62.64,18.63,2,
277,17.83,41.69,11.82,64.64,14.65,2,
279,22.41,47.34,12.14,66.64,14.22,2,2.28
281,25.74,54.75,11.83,68.64,14.74,2,
283,26.09,55.34,12.82,70.64,12.54,1,
