time,calc_time
1.00,0.20
9.00,0.09
19.00,0.09
29.00,0.09
39.00,0.07
49.00,0.09
59.00,0.39
69.00,0.09
79.00,0.10
89.00,0.07
99.00,0.09
109.00,0.09
119.00,0.19
129.00,0.09
139.00,0.08
149.00,0.09
159.00,0.10
169.00,0.10
179.00,0.09
189.00,0.11
199.00,0.09
209.00,0.08
219.00,0.09
229.00,0.09
239.00,0.10
249.00,0.09
259.00,0.08
269.00,0.08
279.00,0.10
289.00,0.10
299.00,0.10
309.00,0.07
319.00,0.09
329.00,0.10
339.00,0.10
349.00,0.10
359.00,0.10
369.00,0.11
379.00,0.10
389.00,0.11
399.00,0.09
409.00,0.08
419.00,0.09
429.00,0.08
439.00,0.09
449.00,0.08
459.00,0.08
469.00,0.10
479.00,0.10
489.00,0.09
499.00,0.09
