time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,43.65,0.00,1
3,0.00,0.00,0.00,0.00,53.16,0.00,1
5,0.00,0.00,0.00,0.00,61.55,0.00,1
7,0.00,0.00,0.00,0.00,62.74,0.00,1
9,0.00,0.00,0.00,0.00,58.50,0.00,1
11,0.00,0.00,0.00,0.00,57.02,0.00,1
13,0.00,0.00,0.00,0.00,51.47,0.00,1
15,0.00,0.00,0.01,0.11,45.54,0.00,1
17,0.38,1.22,0.42,2.11,42.57,0.00,1
19,3.21,7.38,0.92,4.11,39.40,0.00,1
21,4.12,11.02,1.42,6.11,38.32,0.00,3
23,5.58,11.34,2.10,8.11,36.32,1.00,3
25,5.76,12.06,2.93,10.11,33.49,1.00,3
27,5.76,12.06,3.79,12.11,32.82,2.00,3
29,5.76,12.06,4.55,14.11,29.84,2.00,3
31,6.57,13.86,4.75,16.11,29.76,1.00,3
33,9.08,18.75,5.40,18.11,29.60,0.00,3
35,9.04,18.67,6.16,20.11,26.18,1.00,3
37,9.34,18.67,7.05,22.11,24.85,0.00,3
39,11.43,18.67,8.22,24.11,24.31,0.00,3
41,12.96,18.67,9.55,26.11,25.06,2.00,3
43,13.13,18.67,10.55,28.11,23.75,0.00,2
45,13.13,18.67,11.72,30.11,20.66,0.00,2
47,15.31,23.47,13.06,32.11,21.65,0.00,2
49,17.26,29.56,14.56,34.11,23.66,2.00,2
51,15.74,29.30,14.81,35.82,25.08,2.00,2
53,12.55,16.61,12.68,37.82,24.53,2.00,2
55,14.35,22.72,10.65,39.82,23.90,1.00,4
57,17.77,23.88,12.01,41.82,20.22,2.00,4
59,17.64,23.71,12.25,43.82,20.39,1.00,4
61,17.63,23.71,13.24,45.82,22.61,2.00,4
63,14.53,25.18,12.42,34.08,21.08,2.00,1
65,11.93,34.00,11.92,29.79,18.33,2.00,1
67,14.74,39.52,11.87,31.79,18.62,0.00,1
69,19.28,52.86,13.20,33.79,18.36,2.00,1
71,24.08,61.45,12.34,34.16,14.61,2.00,1
73,25.48,65.48,10.82,27.55,9.66,1.00,3
75,28.12,67.92,9.61,29.55,7.29,1.00,3
77,30.59,71.32,10.11,31.55,7.60,0.00,3
79,34.45,83.90,11.39,33.55,7.88,3.00,3
81,31.62,85.45,11.04,29.92,10.66,2.00,3
83,30.32,85.45,11.56,31.61,13.18,2.00,3
85,31.84,85.45,11.51,31.55,18.36,1.00,3
87,31.85,85.45,11.68,32.22,23.50,1.00,3
89,32.88,85.45,12.53,34.22,26.46,1.00,3
91,34.76,85.40,13.42,36.22,27.69,1.00,3
93,34.81,83.49,14.25,38.22,25.58,1.00,2
95,29.44,62.02,13.06,40.22,21.91,0.00,2
97,17.32,37.77,14.06,42.22,22.54,0.00,2
99,20.31,43.41,15.29,44.22,22.95,2.00,2
101,25.15,51.52,16.04,46.22,22.08,2.00,2
103,30.23,56.58,15.11,48.22,21.36,0.00,4
105,33.41,56.45,16.44,50.22,19.74,1.00,4
107,39.51,64.27,16.51,52.22,18.09,0.00,4
109,45.46,72.34,17.84,54.22,16.87,2.00,4
111,46.71,75.78,16.42,44.61,15.02,2.00,4
113,46.71,89.59,14.68,46.61,14.05,1.00,1
115,35.84,92.23,14.78,48.61,12.19,1.00,1
117,35.55,92.21,16.08,50.61,11.51,0.00,1
119,37.47,93.71,17.90,52.61,10.63,2.00,1
121,40.77,103.73,18.39,50.65,10.78,2.00,1
123,41.09,104.88,19.88,49.82,9.23,2.00,1
125,46.22,104.87,21.14,46.28,7.76,2.00,3
127,48.49,104.87,22.07,47.70,8.12,3.00,3
129,52.14,104.87,22.04,40.93,8.27,0.00,3
131,54.63,104.87,23.70,42.93,12.14,2.00,3
133,53.92,104.87,23.43,44.93,13.59,1.00,3
135,54.03,104.87,24.25,46.93,13.42,2.00,3
137,56.97,107.59,23.47,48.93,13.53,0.00,3
139,59.24,109.47,24.97,50.93,14.02,0.00,2
141,45.72,96.95,26.47,52.93,12.05,0.00,2
143,42.32,96.81,28.29,54.93,11.99,0.00,2
145,46.99,98.93,30.12,56.93,11.31,2.00,2
147,54.72,112.02,28.64,55.88,8.50,2.00,2
149,57.92,115.21,26.35,53.49,6.04,1.00,4
151,61.88,122.79,27.86,55.49,4.80,1.00,4
153,67.35,133.72,28.39,57.49,4.94,0.00,4
155,71.41,139.75,30.06,59.49,7.44,2.00,4
157,73.94,139.64,31.71,61.49,9.33,2.00,4
159,77.73,139.64,32.12,63.49,9.30,2.00,4
161,79.32,139.64,31.73,65.49,9.33,1.00,1
163,81.99,147.27,33.21,67.49,8.80,1.00,1
165,72.14,159.10,34.17,69.49,9.24,0.00,1
167,75.26,165.48,35.84,71.49,8.75,2.00,1
169,76.91,165.33,36.66,66.55,8.17,2.00,1
171,81.07,170.05,37.25,63.74,8.37,2.00,3
173,82.47,172.21,36.72,64.32,7.45,1.00,3
175,85.48,176.11,38.09,66.32,7.68,1.00,3
177,87.89,185.14,39.38,64.06,9.85,1.00,3
179,92.82,199.74,40.76,66.06,10.11,2.00,3
181,92.17,191.37,38.10,68.06,10.35,1.00,2
183,96.82,195.18,39.09,70.06,8.96,1.00,2
185,87.69,195.15,40.54,72.06,9.77,0.00,2
187,88.39,192.34,42.21,74.06,9.74,2.00,2
189,82.18,154.60,43.21,76.06,8.77,2.00,2
191,86.69,160.72,43.52,78.06,7.49,2.00,2
193,91.63,170.44,43.12,80.06,6.67,1.00,4
195,96.06,177.61,44.91,82.06,5.54,1.00,4
197,85.61,177.37,45.78,84.06,5.96,0.00,4
199,84.86,177.37,47.78,86.06,6.46,2.00,4
201,88.28,177.37,47.40,88.06,7.05,2.00,4
203,90.24,184.08,47.58,90.06,6.64,2.00,4
205,92.89,190.46,47.57,92.06,6.91,2.00,1
207,95.54,190.35,48.39,94.06,8.66,1.00,1
209,98.98,197.52,48.61,96.06,8.86,0.00,1
211,97.91,191.01,50.44,98.06,8.83,2.00,1
213,101.31,199.03,49.64,97.19,9.07,2.00,3
215,103.24,204.09,51.32,97.96,9.83,2.00,3
217,96.26,203.03,51.70,94.54,9.47,1.00,3
219,95.62,203.00,51.15,96.54,11.39,2.00,3
221,96.32,203.00,50.48,98.54,11.46,2.00,3
223,97.43,202.85,50.18,100.54,10.48,2.00,2
225,91.26,168.94,50.03,102.54,9.93,1.00,2
227,80.70,179.11,51.44,104.54,10.70,0.00,2
229,86.29,185.53,53.11,106.54,9.73,2.00,2
231,91.85,195.01,53.02,108.54,10.57,2.00,2
233,89.37,186.48,52.53,110.54,9.48,2.00,2
235,89.23,193.14,46.95,112.54,7.67,2.00,2
237,95.82,198.00,47.63,114.54,5.27,2.00,4
239,99.39,199.59,48.15,116.54,4.53,1.00,4
241,104.36,199.59,47.51,118.54,4.65,1.00,4
243,105.28,199.59,42.41,104.19,6.36,2.00,4
245,106.23,199.59,42.73,106.19,6.83,1.00,4
247,107.10,199.59,44.00,108.19,6.35,1.00,4
249,110.02,199.59,45.25,110.19,7.46,1.00,4
251,113.59,199.57,46.35,112.19,7.95,2.00,1
253,113.49,190.41,46.84,114.19,7.30,0.00,1
255,97.97,196.24,48.34,116.19,7.78,0.00,1
257,102.99,204.29,49.84,118.19,9.00,2.00,1
259,104.82,203.04,48.83,113.40,10.36,2.00,3
261,106.55,202.83,45.07,112.23,8.92,2.00,3
263,109.11,202.83,45.84,114.23,7.05,0.00,3
265,111.61,202.83,47.49,116.23,6.34,3.00,3
267,116.51,202.83,48.55,112.63,6.10,2.00,3
269,121.07,202.83,47.49,113.34,7.66,1.00,2
271,122.55,202.83,48.65,115.34,8.26,1.00,2
273,122.63,202.83,49.55,117.34,7.93,0.00,2
275,119.11,202.07,51.21,119.34,9.51,2.00,2
277,97.92,199.30,51.63,121.34,10.81,1.00,2
279,77.24,199.12,52.74,123.34,10.26,1.00,2
281,79.10,191.17,52.68,125.34,9.39,1.00,4
283,75.71,165.42,53.86,127.34,7.80,1.00,4
285,79.52,171.13,54.71,129.34,7.70,0.00,4
287,85.78,185.80,56.38,131.34,6.68,2.00,4
289,91.73,191.55,56.65,133.34,6.71,1.00,4
291,96.17,196.15,55.94,135.34,6.61,1.00,4
293,100.53,199.93,55.91,137.34,6.21,1.00,4
295,103.74,199.87,56.69,139.34,7.33,0.00,1
297,106.32,199.85,58.19,141.34,6.50,1.00,1
299,107.19,199.24,59.44,143.34,6.59,0.00,1
301,94.37,171.42,60.94,145.34,7.49,2.00,1
303,94.97,172.78,59.14,117.86,9.04,2.00,1
305,98.80,177.74,59.63,117.03,9.27,2.00,1
307,101.72,180.90,60.55,119.03,9.84,2.00,1
309,106.77,189.40,60.50,121.03,10.87,2.00,3
311,104.36,190.45,59.09,123.03,11.94,2.00,3
313,103.36,190.45,54.05,125.03,12.34,0.00,3
315,104.60,194.71,55.72,127.03,11.87,2.00,3
317,104.58,198.98,56.11,117.03,12.39,2.00,3
319,84.61,198.93,56.44,107.11,12.31,2.00,2
321,80.07,198.93,55.65,102.75,12.31,2.00,2
323,81.82,198.93,53.08,104.75,11.62,0.00,2
325,85.01,198.93,55.08,106.75,9.84,2.00,2
327,89.17,198.93,54.58,108.75,8.02,2.00,2
329,92.42,198.93,54.47,110.75,6.42,2.00,2
331,97.58,198.93,54.41,112.75,5.91,2.00,2
333,101.25,198.93,54.75,114.75,8.10,2.00,4
335,103.61,198.93,52.41,116.75,6.83,1.00,4
337,107.86,198.93,53.55,118.75,6.15,1.00,4
339,108.31,198.93,52.93,109.99,7.25,2.00,4
341,110.11,198.52,54.24,111.99,6.97,2.00,4
343,111.06,194.88,53.72,113.99,6.76,1.00,4
345,90.56,157.75,52.86,115.99,8.20,1.00,4
347,90.31,157.75,54.09,117.99,7.86,1.00,1
349,92.45,157.75,55.41,119.99,8.74,1.00,1
351,95.99,161.39,57.05,121.99,9.53,1.00,1
353,99.30,164.01,58.46,123.99,10.51,2.00,1
355,104.69,164.00,58.80,122.67,9.47,2.00,1
357,110.08,172.93,60.36,124.56,9.77,2.00,3
359,114.16,177.12,56.22,126.56,8.58,1.00,3
361,118.92,179.77,58.15,128.56,8.74,0.00,3
363,122.90,188.37,59.98,130.56,8.94,2.00,3
365,118.86,194.92,60.90,126.43,11.14,2.00,3
367,103.04,198.06,61.22,121.32,11.84,2.00,3
369,104.69,198.04,60.71,123.32,10.34,1.00,3
371,106.09,198.04,62.52,125.32,8.69,3.00,3
373,107.53,198.02,63.67,127.32,7.74,0.00,2
375,111.06,197.17,65.67,129.32,6.69,2.00,2
377,113.48,192.77,62.12,131.32,6.24,0.00,2
379,105.23,187.90,64.12,133.32,6.84,2.00,2
381,96.38,191.19,62.67,135.32,6.87,2.00,2
383,100.52,196.82,,,6.15,2.00,4
385,106.15,199.31,,,4.79,2.00,4
387,109.48,199.30,,,6.23,1.00,4
389,111.59,199.30,,,6.41,3.00,4
391,113.63,199.29,,,7.06,2.00,4
393,112.92,198.22,,,7.15,1.00,4
