time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.29,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.89,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.94,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.53,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.62,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.20,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.97,0.00
17,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.23,0.14,0.70,43.23,1.00
19,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.47,0.28,1.40,34.62,2.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.21,0.38,0.63,22.99,0.00
23,0.00,4.64,2.32,4.64,1.52,0.00,2.63,1.38,1.88,2.63,4.82,1.00
25,1.79,4.83,3.31,4.83,0.00,1.48,4.63,2.04,3.07,4.63,0.21,0.00
27,5.53,0.00,2.76,5.53,0.00,3.48,6.63,3.37,4.67,6.63,25.76,1.00
29,5.49,0.00,2.74,5.49,0.00,5.48,0.00,1.83,1.10,5.48,29.94,0.00
31,5.49,0.00,2.74,5.49,0.00,7.48,0.00,2.49,1.50,7.48,40.44,0.00
33,5.49,0.00,2.74,5.49,0.00,9.48,0.00,3.16,1.90,9.48,42.54,0.00
35,5.49,0.00,2.74,5.49,0.00,11.48,0.00,3.83,2.30,11.48,41.80,0.00
37,5.49,0.00,2.74,5.49,0.00,13.48,0.00,4.49,2.70,13.48,44.53,0.00
39,5.49,0.00,2.74,5.49,0.00,15.48,0.00,5.16,3.10,15.48,43.51,0.00
41,5.49,0.00,2.74,5.49,0.00,17.48,0.00,5.83,3.50,17.48,39.67,0.00
43,8.84,0.00,4.42,8.84,0.00,19.48,0.00,6.49,3.90,19.48,36.37,0.00
45,11.14,0.00,5.57,11.14,0.00,21.48,0.22,7.23,4.43,21.48,37.40,1.00
47,11.12,0.00,5.56,11.12,0.00,23.48,0.00,7.83,4.70,23.48,33.23,0.00
49,11.12,0.00,5.56,11.12,0.00,25.48,0.00,8.49,5.10,25.48,28.23,0.00
51,11.12,0.84,5.98,11.12,0.00,27.48,0.38,9.28,5.72,27.48,23.56,0.00
53,11.44,10.05,10.74,11.44,0.00,29.48,2.38,10.62,7.32,29.48,22.60,0.00
55,16.86,11.78,14.32,16.86,0.00,31.48,4.38,11.95,8.92,31.48,23.74,0.00
57,16.64,11.78,14.21,16.64,0.00,33.48,6.38,13.28,10.52,33.48,19.55,0.00
59,16.64,11.78,14.21,16.64,0.00,35.48,8.38,14.62,12.12,35.48,13.07,0.00
61,16.64,16.26,16.45,16.64,0.00,37.48,10.38,15.95,13.72,37.48,13.19,0.00
63,16.64,22.16,19.40,22.16,0.00,39.48,12.38,17.28,15.32,39.48,10.68,0.00
65,16.64,30.13,23.38,30.13,0.00,41.48,14.38,18.62,16.92,41.48,8.46,0.00
67,16.64,29.95,23.30,29.95,0.00,43.48,16.38,19.95,18.52,43.48,6.61,0.00
69,16.64,34.32,25.48,34.32,0.00,45.48,18.38,21.28,20.12,45.48,9.33,0.00
71,16.59,36.80,26.70,36.80,0.00,47.48,20.38,22.62,21.72,47.48,8.75,1.00
73,4.70,36.79,20.75,36.79,0.00,32.78,22.38,18.39,19.98,32.78,7.17,1.00
75,0.00,40.53,20.26,40.53,0.00,23.28,24.38,15.89,19.28,24.38,7.52,1.00
77,0.00,43.19,21.59,43.19,0.23,0.00,26.38,8.87,15.87,26.38,6.11,0.00
79,0.00,43.17,21.59,43.17,2.23,0.00,28.38,10.20,17.47,28.38,8.16,0.00
81,0.00,43.17,21.59,43.17,4.23,0.00,30.38,11.53,19.07,30.38,7.05,0.00
83,0.00,44.34,22.17,44.34,6.23,0.00,32.38,12.87,20.67,32.38,6.89,0.00
85,0.00,50.39,25.20,50.39,8.23,0.00,34.38,14.20,22.27,34.38,6.79,0.00
87,0.00,50.26,25.13,50.26,10.23,0.00,36.38,15.53,23.87,36.38,5.31,0.00
89,0.00,50.26,25.13,50.26,12.23,0.00,38.38,16.87,25.47,38.38,9.34,1.00
91,0.00,50.26,25.13,50.26,14.23,0.00,40.12,18.12,26.92,40.12,13.86,1.00
93,0.00,55.24,27.62,55.24,16.23,0.00,34.57,16.93,23.98,34.57,20.83,1.00
95,0.00,56.60,28.30,56.60,18.23,0.00,32.85,17.03,23.36,32.85,34.03,1.00
97,0.00,47.70,23.85,47.70,20.23,0.00,33.60,17.94,24.20,33.60,42.58,1.00
99,0.00,0.00,0.00,0.00,22.23,0.00,29.61,17.28,22.21,29.61,40.74,1.00
101,1.23,0.00,0.62,1.23,24.23,0.00,7.50,10.58,9.35,24.23,39.63,0.00
103,9.28,0.00,4.64,9.28,26.23,0.00,9.50,11.91,10.95,26.23,38.22,0.00
105,12.58,0.00,6.29,12.58,28.23,1.90,11.50,13.88,12.93,28.23,35.49,1.00
107,18.40,0.00,9.20,18.40,30.23,3.90,0.00,11.37,6.82,30.23,31.05,0.00
109,22.52,0.00,11.26,22.52,32.23,5.90,0.00,12.71,7.62,32.23,21.71,0.00
111,25.33,0.00,12.67,25.33,34.23,7.90,1.87,14.66,9.55,34.23,11.30,0.00
113,30.05,3.93,16.99,30.05,36.23,9.90,3.87,16.66,11.55,36.23,13.06,0.00
115,29.93,4.64,17.28,29.93,38.23,11.90,5.87,18.66,13.55,38.23,12.94,0.00
117,29.93,4.64,17.28,29.93,40.23,13.90,7.87,20.66,15.55,40.23,11.77,0.00
119,29.93,7.62,18.77,29.93,42.23,15.90,9.87,22.66,17.55,42.23,7.82,1.00
121,36.74,25.21,30.97,36.74,36.44,17.90,11.87,22.07,17.99,36.44,8.63,1.00
123,34.80,30.10,32.45,34.80,15.09,19.90,13.87,16.28,15.32,19.90,5.32,0.00
125,30.85,30.07,30.46,30.85,17.09,21.90,15.87,18.28,17.32,21.90,2.83,0.00
127,27.35,30.44,28.89,30.44,19.09,23.90,17.87,20.28,19.32,23.90,0.68,0.00
129,24.01,36.76,30.39,36.76,21.09,25.90,19.87,22.28,21.32,25.90,3.73,0.00
131,23.05,36.55,29.80,36.55,23.09,27.90,21.87,24.28,23.32,27.90,9.34,0.00
133,23.04,36.55,29.79,36.55,25.09,29.90,23.87,26.28,25.32,29.90,16.20,1.00
135,20.39,36.55,28.47,36.55,27.09,17.54,25.87,23.50,24.45,27.09,18.53,1.00
137,0.00,36.55,18.27,36.55,25.03,19.54,27.87,24.14,25.63,27.87,16.46,1.00
139,0.00,36.55,18.27,36.55,0.00,21.54,29.87,17.14,22.23,29.87,13.33,1.00
141,0.00,36.55,18.27,36.55,0.00,0.00,31.87,10.62,19.12,31.87,11.47,0.00
143,0.00,39.65,19.82,39.65,0.00,0.00,33.87,11.29,20.32,33.87,9.67,0.00
145,0.00,46.22,23.11,46.22,0.00,0.00,35.87,11.96,21.52,35.87,9.69,1.00
147,0.00,54.18,27.09,54.18,0.00,2.00,35.73,12.58,21.84,35.73,12.29,1.00
149,0.00,53.99,27.00,53.99,0.00,4.00,34.64,12.88,21.59,34.64,17.20,1.00
151,0.00,53.99,27.00,53.99,0.00,6.00,35.49,13.83,22.49,35.49,26.96,1.00
153,0.00,37.44,18.72,37.44,0.00,8.00,35.23,14.41,22.74,35.23,31.29,1.00
155,0.00,0.00,0.00,0.00,0.00,10.00,27.54,12.51,18.52,27.54,35.82,1.00
157,0.00,0.00,0.00,0.00,0.00,12.00,14.07,8.69,10.84,14.07,34.29,1.00
159,2.95,0.00,1.47,2.95,0.00,14.00,13.34,9.11,10.80,14.00,30.93,1.00
161,5.00,0.00,2.50,5.00,0.00,16.00,5.79,7.27,6.68,16.00,38.90,0.00
163,4.99,3.88,4.44,4.99,0.00,18.00,7.79,8.60,8.28,18.00,35.74,0.00
165,4.99,5.18,5.09,5.18,0.00,20.00,9.79,9.93,9.88,20.00,26.57,0.00
167,4.99,7.45,6.22,7.45,0.00,22.00,11.79,11.27,11.48,22.00,19.85,0.00
169,4.99,17.13,11.06,17.13,0.00,24.00,13.79,12.60,13.08,24.00,12.28,0.00
171,4.99,22.49,13.74,22.49,0.00,26.00,15.79,13.93,14.68,26.00,5.85,0.00
173,4.99,24.82,14.90,24.82,0.00,28.00,17.79,15.27,16.28,28.00,1.42,0.00
175,4.99,30.21,17.60,30.21,0.63,30.00,19.79,16.81,18.00,30.00,0.05,0.00
177,4.99,31.68,18.34,31.68,2.63,32.00,21.79,18.81,20.00,32.00,0.00,0.00
179,4.99,31.68,18.33,31.68,4.63,34.00,23.79,20.81,22.00,34.00,4.34,0.00
181,4.99,31.68,18.33,31.68,6.63,36.00,25.79,22.81,24.00,36.00,4.88,0.00
183,4.99,31.68,18.33,31.68,8.63,38.00,27.79,24.81,26.00,38.00,5.34,0.00
185,4.99,31.68,18.33,31.68,10.63,40.00,29.79,26.81,28.00,40.00,15.03,0.00
187,4.99,31.68,18.33,31.68,12.63,42.00,31.79,28.81,30.00,42.00,19.81,0.00
189,4.45,31.68,18.06,31.68,14.63,44.00,33.79,30.81,32.00,44.00,20.78,0.00
191,0.00,31.68,15.84,31.68,16.63,46.00,35.79,32.81,34.00,46.00,22.20,1.00
193,0.00,31.68,15.84,31.68,18.63,0.00,37.79,18.81,26.40,37.79,23.05,0.00
195,0.00,31.68,15.84,31.68,20.63,0.00,39.79,20.14,28.00,39.79,18.83,0.00
197,0.00,40.16,20.08,40.16,22.63,0.00,41.79,21.47,29.60,41.79,13.97,0.00
199,0.00,66.91,33.46,66.91,24.63,0.00,43.79,22.81,31.20,43.79,15.14,1.00
201,0.00,72.72,36.36,72.72,26.63,0.00,38.60,21.74,28.49,38.60,15.71,1.00
203,0.00,77.92,38.96,77.92,28.63,0.03,38.78,22.48,29.00,38.78,14.00,1.00
205,0.00,84.52,42.26,84.52,30.63,2.03,37.56,23.41,29.07,37.56,12.48,1.00
207,0.00,93.83,46.91,93.83,32.63,4.03,33.40,23.36,27.38,33.40,12.61,1.00
209,1.11,94.65,47.88,94.65,34.63,6.03,14.36,18.34,16.75,34.63,12.05,0.00
211,4.95,100.42,52.68,100.42,36.63,8.03,16.36,20.34,18.75,36.63,15.26,0.00
213,4.83,113.68,59.26,113.68,38.63,10.03,18.36,22.34,20.75,38.63,14.40,0.00
215,5.74,112.62,59.18,112.62,40.63,12.03,20.36,24.34,22.75,40.63,12.45,0.00
217,10.32,111.94,61.13,111.94,42.63,14.03,22.36,26.34,24.75,42.63,9.26,0.00
219,11.23,106.10,58.67,106.10,44.63,16.03,24.36,28.34,26.75,44.63,9.61,1.00
221,16.44,26.60,21.52,26.60,20.21,18.03,26.36,21.53,23.46,26.36,11.16,0.00
