time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,0.00,46.50,1
5,0.00,0.00,0.00,0.00,0.00,54.13,1
7,0.00,0.00,0.00,0.00,0.00,60.17,1
9,0.00,0.00,0.00,0.00,0.00,56.08,2
11,0.00,0.00,0.00,0.00,0.00,54.84,2
13,0.00,0.00,0.00,0.00,0.00,54.97,2
15,0.00,0.00,0.00,0.00,0.00,53.07,2
17,0.00,0.00,0.10,0.13,0.73,54.86,7
19,0.00,0.00,0.08,0.15,0.97,52.19,7
21,0.00,0.00,0.25,0.45,2.97,51.13,7
23,0.00,0.00,0.00,0.00,0.00,52.66,7
25,0.00,0.00,0.15,0.27,1.78,53.64,7
27,0.00,0.00,0.04,0.08,0.50,48.44,7
29,0.00,0.00,0.21,0.38,2.50,49.22,7
31,0.00,0.00,0.04,0.07,0.47,38.73,4
33,0.00,0.00,0.04,0.04,0.28,18.93,4
35,0.35,1.42,0.26,0.47,2.18,13.32,4
37,2.04,6.43,0.73,1.15,4.18,33.32,4
39,2.32,9.30,0.91,1.29,4.94,49.20,5
41,0.00,0.00,0.95,1.70,6.94,52.16,5
43,0.00,0.00,0.75,1.34,8.94,52.97,5
45,0.00,0.00,0.91,1.64,10.94,55.20,5
47,0.00,0.00,0.02,0.04,0.24,50.17,7
49,0.00,0.00,0.27,0.49,2.24,45.24,7
51,0.41,1.63,0.72,1.16,4.24,38.48,7
53,2.04,3.19,1.22,1.86,6.24,36.77,7
55,1.11,4.45,0.63,0.58,5.39,34.96,8
57,2.00,8.02,1.27,1.33,7.39,28.88,8
59,2.69,10.51,1.41,1.59,9.39,25.81,8
61,4.09,12.96,2.01,2.48,11.39,28.04,8
63,5.47,16.92,2.10,2.45,13.39,34.04,6
65,3.03,7.22,1.48,2.53,9.66,35.29,6
67,4.14,11.40,1.78,2.86,8.20,37.32,6
69,4.29,11.11,2.45,3.86,10.20,38.82,6
71,3.39,8.04,2.21,3.10,11.19,38.45,1
73,2.18,4.45,2.88,3.90,13.19,34.93,1
75,2.42,4.36,2.78,3.19,15.19,32.99,1
77,3.31,4.67,3.73,4.09,17.19,33.72,1
79,2.21,4.56,4.73,5.09,19.19,30.66,8
81,2.21,4.56,4.44,5.44,21.19,31.41,8
83,4.02,6.86,4.89,5.65,23.19,31.44,8
85,5.49,11.13,5.37,5.90,25.19,32.75,8
87,6.41,11.08,3.68,2.21,23.37,31.02,8
89,4.14,11.08,3.64,2.18,25.37,31.63,6
91,5.79,12.07,3.63,2.18,27.37,29.52,6
93,5.87,11.92,4.26,2.70,29.37,32.47,6
95,5.49,11.08,4.87,3.02,31.37,36.24,6
97,4.04,11.08,4.22,2.95,33.37,38.81,4
99,5.62,11.38,3.80,2.73,35.37,37.07,4
101,6.13,11.47,4.20,3.04,37.37,40.54,4
103,4.84,11.08,4.17,2.58,39.37,36.70,4
105,4.50,11.08,4.34,2.73,41.37,29.35,4
107,5.56,11.17,4.06,2.87,43.37,21.22,3
109,8.10,16.14,4.95,3.88,45.37,17.31,3
111,10.99,25.46,5.31,3.91,47.37,22.61,3
113,14.59,30.68,5.97,4.51,49.37,28.76,3
115,14.56,30.62,6.64,5.11,51.37,35.58,3
117,9.29,30.53,5.63,4.71,35.25,38.19,8
119,7.14,28.58,1.63,0.98,12.14,35.71,8
121,6.36,25.44,1.22,0.73,14.14,39.96,8
123,5.36,21.42,1.55,0.93,16.14,37.77,8
