time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.65,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.06,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.97,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.57,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.69,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.39,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.85,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.91,0.00
17,0.00,1.22,0.61,1.22,0.00,1.09,1.82,0.97,1.25,1.82,30.87,0.00
19,2.38,5.48,3.93,5.48,0.00,3.09,3.82,2.31,2.96,3.82,25.68,0.00
21,5.44,5.35,5.40,5.44,0.00,5.09,5.82,3.64,4.68,5.82,23.14,0.00
23,11.34,5.35,8.35,11.34,1.76,7.09,7.82,5.56,6.64,7.82,21.68,0.00
25,12.06,5.35,8.71,12.06,3.76,9.09,9.82,7.56,8.64,9.82,16.43,0.00
27,12.06,5.35,8.71,12.06,5.76,11.09,11.82,9.56,10.64,11.82,8.01,0.00
29,12.06,5.35,8.71,12.06,7.76,13.09,13.82,11.56,12.64,13.82,9.36,0.00
31,13.86,10.63,12.25,13.86,9.76,15.09,15.82,13.56,14.64,15.82,15.23,0.00
33,18.75,10.37,14.56,18.75,11.76,17.09,17.82,15.56,16.64,17.82,21.07,0.00
35,18.67,10.37,14.52,18.67,13.76,19.09,19.82,17.56,18.64,19.82,21.81,0.00
37,18.67,10.37,14.52,18.67,15.76,21.09,21.82,19.56,20.64,21.82,21.54,0.00
39,18.67,10.37,14.52,18.67,17.76,23.09,23.82,21.56,22.64,23.82,18.68,0.00
41,18.67,10.37,14.52,18.67,19.76,25.09,25.82,23.56,24.64,25.82,17.58,0.00
43,18.67,10.37,14.52,18.67,21.76,27.09,27.82,25.56,26.64,27.82,12.40,0.00
45,18.67,15.56,17.12,18.67,23.76,29.09,29.82,27.56,28.64,29.82,8.49,0.00
47,23.47,16.56,20.02,23.47,25.76,31.09,31.82,29.56,30.64,31.82,8.35,0.00
49,29.56,16.56,23.06,29.56,27.76,33.09,33.82,31.56,32.64,33.82,10.81,1.00
51,29.30,16.56,22.93,29.30,29.76,22.09,35.82,29.22,29.07,35.82,12.68,1.00
53,12.91,16.56,14.74,16.56,0.00,24.09,37.82,20.64,26.53,37.82,8.40,1.00
55,0.00,16.96,8.48,16.96,0.00,9.92,39.82,16.58,21.32,39.82,0.29,1.00
57,0.00,23.88,11.94,23.88,0.00,10.26,41.82,17.36,22.32,41.82,0.00,1.00
59,0.00,23.66,11.83,23.66,0.00,0.00,43.82,14.61,18.78,43.82,1.76,0.00
61,0.00,23.66,11.83,23.66,0.00,0.00,45.82,15.27,19.64,45.82,19.75,1.00
63,0.00,21.00,10.50,21.00,0.00,0.00,34.08,11.36,14.60,34.08,41.88,1.00
65,0.00,0.00,0.00,0.00,0.00,0.00,21.65,7.22,9.28,21.65,44.78,1.00
67,0.00,1.84,0.92,1.84,0.00,0.00,12.22,4.07,5.24,12.22,43.93,0.00
69,0.00,5.65,2.82,5.65,0.00,0.00,14.22,4.74,6.09,14.22,45.71,0.00
71,0.00,5.59,2.80,5.59,0.00,0.00,16.22,5.41,6.95,16.22,38.80,0.00
73,0.00,5.59,2.80,5.59,0.00,0.00,18.22,6.07,7.81,18.22,30.74,0.00
75,0.00,5.59,2.80,5.59,0.00,0.00,20.22,6.74,8.66,20.22,22.60,0.00
77,0.00,8.95,4.47,8.95,0.00,0.00,22.22,7.41,9.52,22.22,17.36,0.00
79,0.00,11.86,5.93,11.86,1.41,0.00,24.22,8.54,10.58,24.22,10.42,1.00
81,0.00,11.84,5.92,11.84,0.00,0.00,26.22,8.74,11.24,26.22,15.19,0.00
83,0.00,11.84,5.92,11.84,0.00,0.00,28.22,9.41,12.09,28.22,22.80,0.00
85,0.00,17.89,8.94,17.89,0.00,0.00,30.22,10.07,12.95,30.22,24.01,0.00
87,0.00,17.95,8.97,17.95,0.00,0.00,32.22,10.74,13.81,32.22,29.29,0.00
89,0.00,17.95,8.97,17.95,0.00,0.00,34.22,11.41,14.66,34.22,29.86,0.00
91,0.00,17.95,8.97,17.95,0.00,0.00,36.22,12.07,15.52,36.22,30.25,0.00
93,0.00,17.95,8.97,17.95,0.00,0.00,38.22,12.74,16.38,38.22,29.59,0.00
95,0.00,17.95,8.97,17.95,0.00,0.14,40.22,13.45,17.30,40.22,24.08,0.00
97,2.48,17.95,10.21,17.95,0.00,2.14,42.22,14.79,19.01,42.22,23.29,0.00
99,0.00,17.95,8.97,17.95,0.95,4.14,44.22,16.44,20.86,44.22,20.48,1.00
101,0.00,19.02,9.51,19.02,2.95,0.00,46.22,16.39,20.23,46.22,19.03,1.00
103,0.00,24.53,12.27,24.53,0.00,0.00,48.22,16.07,20.66,48.22,19.69,0.00
105,0.00,25.80,12.90,25.80,0.00,0.00,50.22,16.74,21.52,50.22,21.58,0.00
107,0.00,32.51,16.25,32.51,0.00,0.00,52.22,17.41,22.38,52.22,26.42,0.00
109,0.00,36.91,18.46,36.91,0.00,0.00,54.22,18.07,23.24,54.22,30.31,1.00
111,0.00,36.81,18.41,36.81,0.00,0.00,36.13,12.04,15.48,36.13,29.85,1.00
113,0.00,36.62,18.31,36.62,0.00,0.00,29.92,9.97,12.82,29.92,26.79,1.00
115,0.00,5.31,2.65,5.31,0.00,0.82,14.33,5.05,6.49,14.33,27.41,1.00
117,0.00,0.29,0.14,0.29,0.00,2.82,11.94,4.92,6.32,11.94,25.37,0.00
119,0.00,6.52,3.26,6.52,1.88,4.82,13.94,6.88,8.30,13.94,19.73,0.00
121,0.94,11.20,6.07,11.20,3.88,6.82,15.94,8.88,10.30,15.94,11.77,0.00
123,10.07,15.09,12.58,15.09,5.88,8.82,17.94,10.88,12.30,17.94,8.33,0.00
125,11.53,30.28,20.91,30.28,7.88,10.82,19.94,12.88,14.30,19.94,5.64,0.00
127,11.53,30.91,21.22,30.91,9.88,12.82,21.94,14.88,16.30,21.94,2.88,0.00
129,11.53,30.91,21.22,30.91,11.88,14.82,23.94,16.88,18.30,23.94,0.73,0.00
131,11.53,34.11,22.82,34.11,13.88,16.82,25.94,18.88,20.30,25.94,4.58,0.00
133,11.53,37.57,24.55,37.57,15.88,18.82,27.94,20.88,22.30,27.94,6.34,0.00
135,11.53,37.54,24.53,37.54,17.88,20.82,29.94,22.88,24.30,29.94,7.09,0.00
137,11.53,37.54,24.53,37.54,19.88,22.82,31.94,24.88,26.30,31.94,11.36,0.00
139,11.53,37.54,24.53,37.54,21.88,24.82,33.94,26.88,28.30,33.94,10.33,0.00
141,11.53,37.54,24.53,37.54,23.88,26.82,35.94,28.88,30.30,35.94,8.38,0.00
143,11.53,37.54,24.53,37.54,25.88,28.82,37.94,30.88,32.30,37.94,12.68,0.00
145,8.34,40.68,24.51,40.68,27.88,30.82,39.94,32.88,34.30,39.94,11.80,1.00
147,0.00,44.02,22.01,44.02,29.88,2.43,41.94,24.75,23.28,41.94,9.13,1.00
149,0.00,43.98,21.99,43.98,0.00,4.43,43.94,16.12,20.73,43.94,5.01,0.00
151,0.00,47.30,23.65,47.30,0.00,6.43,45.94,17.45,22.44,45.94,2.22,0.00
153,0.00,50.18,25.09,50.18,0.00,8.43,47.94,18.79,24.15,47.94,4.90,0.00
155,0.00,54.11,27.05,54.11,0.00,10.43,49.94,20.12,25.87,49.94,8.49,1.00
157,0.00,56.92,28.46,56.92,0.00,12.43,50.98,21.14,27.17,50.98,14.04,1.00
159,0.00,56.90,28.45,56.90,0.00,14.43,41.11,18.51,23.80,41.11,15.94,1.00
161,0.00,56.90,28.45,56.90,0.00,16.43,41.11,19.18,24.66,41.11,29.08,1.00
163,0.00,53.58,26.79,53.58,0.00,18.43,40.90,19.77,25.42,40.90,29.86,1.00
165,0.00,0.61,0.31,0.61,0.00,20.43,34.45,18.29,23.52,34.45,23.27,0.00
167,2.01,5.55,3.78,5.55,0.00,22.43,36.45,19.62,25.23,36.45,18.78,0.00
169,7.64,5.41,6.53,7.64,0.00,24.43,38.45,20.96,26.95,38.45,14.76,0.00
171,11.48,5.41,8.45,11.48,0.00,26.43,40.45,22.29,28.66,40.45,6.16,0.00
173,15.06,11.40,13.23,15.06,0.00,28.43,42.45,23.62,30.37,42.45,9.16,0.00
175,17.67,12.49,15.08,17.67,0.00,30.43,44.45,24.96,32.09,44.45,15.19,0.00
177,17.66,18.26,17.96,18.26,0.00,32.43,46.45,26.29,33.80,46.45,23.20,0.00
179,17.66,18.06,17.86,18.06,0.00,34.43,48.45,27.62,35.52,48.45,23.12,0.00
181,17.66,18.06,17.86,18.06,0.00,36.43,50.45,28.96,37.23,50.45,20.34,0.00
183,17.66,18.06,17.86,18.06,0.00,38.43,52.45,30.29,38.95,52.45,16.77,0.00
185,17.66,18.06,17.86,18.06,0.00,40.43,54.45,31.62,40.66,54.45,12.80,0.00
187,17.63,22.37,20.00,22.37,0.00,42.43,56.45,32.96,42.37,56.45,13.25,1.00
189,6.71,29.76,18.23,29.76,0.00,38.21,58.45,32.22,41.42,58.45,12.73,1.00
191,0.00,31.49,15.75,31.49,0.54,25.03,60.45,28.67,36.71,60.45,12.74,1.00
193,0.00,31.49,15.74,31.49,2.54,1.03,62.45,22.01,27.57,62.45,12.19,0.00
195,0.00,31.49,15.74,31.49,4.54,3.03,64.45,24.01,29.57,64.45,7.37,0.00
197,8.22,31.49,19.85,31.49,6.54,5.03,66.45,26.01,31.57,66.45,7.95,0.00
199,10.96,31.49,21.23,31.49,8.54,7.03,68.45,28.01,33.57,68.45,8.19,1.00
201,10.96,31.49,21.22,31.49,10.54,9.03,45.80,21.79,25.01,45.80,10.06,1.00
203,11.72,21.71,16.72,21.71,12.54,11.03,29.36,17.65,19.10,29.36,11.16,1.00
205,17.92,0.00,8.96,17.92,14.54,13.03,19.34,15.64,15.95,19.34,8.59,1.00
207,17.73,0.00,8.87,17.73,16.54,15.03,19.44,17.00,17.14,19.44,10.19,1.00
209,17.73,0.00,8.87,17.73,18.54,17.03,0.00,11.86,9.95,18.54,12.59,0.00
211,17.73,0.00,8.87,17.73,20.54,19.03,0.00,13.19,11.09,20.54,14.86,0.00
213,17.73,0.00,8.87,17.73,22.54,21.03,0.00,14.53,12.24,22.54,22.05,0.00
215,17.73,0.00,8.87,17.73,24.54,23.03,0.00,15.86,13.38,24.54,28.91,0.00
217,17.73,0.00,8.87,17.73,26.54,25.03,0.00,17.19,14.52,26.54,31.56,1.00
219,17.65,0.00,8.83,17.65,0.00,27.03,0.00,9.01,11.59,27.03,30.45,0.00
221,16.26,0.00,8.13,16.26,0.00,29.03,0.00,9.68,12.44,29.03,26.50,0.00
223,14.36,0.00,7.18,14.36,0.00,31.03,0.00,10.34,13.30,31.03,16.80,0.00
225,19.00,0.00,9.50,19.00,0.00,33.03,0.00,11.01,14.16,33.03,15.16,0.00
227,18.75,0.00,9.37,18.75,0.00,35.03,0.00,11.68,15.01,35.03,15.10,0.00
229,26.81,0.00,13.41,26.81,0.04,37.03,0.00,12.36,15.88,37.03,19.82,1.00
231,31.33,0.00,15.66,31.33,2.04,30.85,0.00,10.96,13.51,30.85,27.25,1.00
233,18.36,0.00,9.18,18.36,4.04,12.19,0.00,5.41,5.80,12.19,38.42,1.00
235,0.00,0.00,0.00,0.00,6.04,8.09,0.00,4.71,4.33,8.09,32.20,1.00
237,0.00,0.00,0.00,0.00,8.04,0.00,0.00,2.68,1.15,8.04,21.10,1.00
239,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11,0.00
241,0.00,2.19,1.09,2.19,0.00,0.00,1.35,0.45,0.58,1.35,60.00,0.00
243,0.00,0.00,0.00,0.00,0.00,0.00,3.35,1.12,1.44,3.35,60.00,1.00
245,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
249,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.20,0.00
251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.66,0.00
253,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.88,0.00
255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.88,0.00
257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.08,0.00
259,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.28,0.00
261,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.30,0.00
263,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.27,0.00
265,0.00,0.00,0.00,0.00,0.79,0.98,0.00,0.59,0.53,0.98,3.87,1.00
267,3.87,0.00,1.93,3.87,0.00,2.98,0.00,0.99,1.28,2.98,0.00,0.00
269,5.56,0.00,2.78,5.56,0.00,4.98,0.00,1.66,2.14,4.98,22.21,0.00
271,5.56,0.00,2.78,5.56,0.00,6.98,0.00,2.33,2.99,6.98,26.41,0.00
273,5.46,0.00,2.73,5.46,0.00,8.98,0.00,2.99,3.85,8.98,60.83,0.00
275,0.24,0.00,0.12,0.24,0.00,10.98,0.00,3.66,4.71,10.98,65.22,1.00
277,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.72,0.00
279,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.28,0.00
281,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.46,0.00
283,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.24,0.00
285,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.31,0.40,0.94,60.00,0.00
287,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.98,1.26,2.94,60.00,1.00
289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
291,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.98,0.00
293,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.11,0.00
295,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.68,0.00
297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.92,0.00
299,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.60,0.00
301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.50,0.00
303,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.65,0.00
305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.16,0.00
307,2.23,0.00,1.11,2.23,0.00,1.77,0.00,0.59,0.76,1.77,37.58,0.00
309,5.05,0.00,2.53,5.05,0.00,3.77,0.00,1.26,1.62,3.77,38.23,0.00
311,9.39,0.00,4.70,9.39,1.59,5.77,0.00,2.46,2.70,5.77,39.13,0.00
313,10.87,0.00,5.44,10.87,3.59,7.77,0.00,3.79,3.84,7.77,38.18,0.00
315,10.86,0.00,5.43,10.86,5.59,9.77,0.00,5.12,4.99,9.77,30.77,0.00
317,10.86,0.00,5.43,10.86,7.59,11.77,0.00,6.46,6.13,11.77,25.06,0.00
319,10.86,0.00,5.43,10.86,9.59,13.77,0.90,8.09,7.66,13.77,17.60,0.00
321,15.50,5.32,10.41,15.50,11.59,15.77,2.90,10.09,9.66,15.77,11.75,0.00
323,17.16,8.43,12.79,17.16,13.59,17.77,4.90,12.09,11.66,17.77,10.37,0.00
325,23.75,10.27,17.01,23.75,15.59,19.77,6.90,14.09,13.66,19.77,10.64,1.00
327,23.17,10.26,16.72,23.17,17.59,10.04,8.90,12.18,10.63,17.59,14.86,1.00
329,0.00,10.26,5.13,10.26,0.00,12.04,10.90,7.65,9.83,12.04,10.31,1.00
331,0.00,10.26,5.13,10.26,0.00,9.08,12.90,7.33,9.42,12.90,0.00,1.00
333,0.00,10.26,5.13,10.26,0.00,3.51,14.90,6.14,7.89,14.90,14.86,1.00
335,0.00,10.26,5.13,10.26,0.00,0.00,16.90,5.63,7.24,16.90,17.61,0.00
337,0.00,10.26,5.13,10.26,0.00,0.00,18.90,6.30,8.10,18.90,32.71,0.00
339,0.00,7.36,3.68,7.36,0.00,0.00,20.90,6.97,8.96,20.90,62.27,1.00
341,0.00,0.00,0.00,0.00,0.00,0.00,20.69,6.90,8.87,20.69,63.66,1.00
343,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.97,0.00
345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.56,0.00
347,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.15,0.20,0.46,28.26,0.00
349,1.77,0.00,0.88,1.77,0.00,2.46,0.00,0.82,1.05,2.46,23.30,0.00
351,5.32,0.00,2.66,5.32,0.00,4.46,0.00,1.49,1.91,4.46,27.85,0.00
353,5.60,0.00,2.80,5.60,0.08,6.46,0.00,2.18,2.78,6.46,34.88,0.00
355,11.88,0.00,5.94,11.88,2.08,8.46,0.00,3.51,3.92,8.46,35.45,0.00
357,11.67,0.00,5.83,11.67,4.08,10.46,0.00,4.85,5.07,10.46,39.01,0.00
359,11.67,0.00,5.83,11.67,6.08,12.46,0.00,6.18,6.21,12.46,37.57,0.00
361,11.67,0.00,5.83,11.67,8.08,14.46,0.00,7.51,7.35,14.46,36.71,0.00
363,11.67,0.00,5.83,11.67,10.08,16.46,0.00,8.85,8.49,16.46,30.57,0.00
365,13.59,0.00,6.79,13.59,12.08,18.46,0.00,10.18,9.64,18.46,31.80,0.00
367,22.39,0.00,11.20,22.39,14.08,20.46,0.00,11.51,10.78,20.46,27.74,0.00
369,23.27,0.00,11.64,23.27,16.08,22.46,0.76,13.10,12.25,22.46,20.19,0.00
371,23.27,4.82,14.05,23.27,18.08,24.46,2.76,15.10,14.25,24.46,12.46,0.00
373,23.27,9.64,16.45,23.27,20.08,26.46,4.76,17.10,16.25,26.46,5.54,0.00
375,24.35,15.03,19.69,24.35,22.08,28.46,6.76,19.10,18.25,28.46,6.85,0.00
377,29.86,18.12,23.99,29.86,24.08,30.46,8.76,21.10,20.25,30.46,8.09,0.00
