time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.60,3
3,0.00,0.00,0.00,0.00,51.33,3
5,0.00,0.00,0.00,0.00,60.43,5
7,0.00,0.00,0.00,0.00,61.06,5
9,0.00,0.00,0.00,0.00,61.18,5
11,0.00,0.00,0.00,0.00,59.21,5
13,0.00,0.00,0.00,0.00,52.87,2
15,0.00,0.00,0.00,0.00,43.29,2
17,0.30,1.21,0.48,1.84,46.85,2
19,1.37,5.47,1.12,3.84,42.70,2
21,1.34,5.35,0.79,5.84,44.33,8
23,1.34,5.35,0.91,7.84,44.28,8
25,1.86,5.02,1.34,9.84,45.89,8
27,2.85,11.38,1.77,11.84,44.34,8
29,2.85,11.39,0.84,6.67,42.33,7
31,2.92,11.39,1.09,8.67,39.21,7
33,4.12,11.39,1.52,10.67,39.92,7
35,3.60,8.78,2.03,12.67,34.64,7
37,2.96,11.83,2.20,12.42,34.29,5
39,2.91,11.64,1.90,9.47,30.48,5
41,2.91,11.64,1.90,11.47,32.26,5
43,3.34,8.98,2.66,13.47,34.25,5
45,3.06,5.51,3.17,11.72,33.35,8
47,3.89,5.51,2.30,7.59,33.23,8
49,3.86,5.51,2.71,9.59,38.03,8
51,4.38,6.93,3.56,11.59,35.79,8
53,2.65,5.51,3.48,13.59,28.60,5
55,3.20,7.35,3.74,15.59,25.24,5
57,5.53,12.32,4.43,17.59,28.23,5
59,4.39,12.24,5.29,19.59,30.40,5
61,4.39,12.24,5.91,21.59,29.52,7
63,4.39,12.24,6.10,23.59,30.88,7
65,4.55,12.88,6.96,25.59,37.62,7
67,5.81,17.90,7.81,27.59,40.15,7
69,3.01,6.71,6.44,27.07,37.68,6
71,1.39,5.33,6.03,29.07,33.57,6
73,2.07,4.99,6.19,31.07,40.15,6
75,1.88,4.30,7.00,33.07,37.04,6
77,3.11,5.59,1.93,7.30,31.43,3
79,3.76,5.57,2.33,9.30,27.54,3
81,4.90,8.98,3.05,11.30,30.16,3
83,5.74,17.57,3.53,13.30,35.03,3
85,4.73,9.98,1.71,10.57,37.43,4
87,2.81,11.26,2.20,12.57,37.70,4
89,3.94,11.26,2.60,14.57,43.28,4
91,5.64,9.21,3.46,16.57,45.47,4
93,4.40,12.52,2.76,9.84,41.62,2
95,4.39,12.49,2.15,11.00,37.41,2
97,5.07,12.49,2.90,13.00,35.72,2
99,3.91,10.25,4.13,15.00,34.55,2
101,3.96,5.52,4.59,17.00,33.29,5
103,4.61,6.93,5.08,19.00,31.41,5
105,7.72,15.04,5.79,21.00,30.96,5
107,9.35,17.67,7.29,23.00,30.78,5
109,8.11,16.10,5.68,11.97,32.47,5
111,8.60,17.67,6.58,13.97,31.60,5
113,10.04,17.67,7.23,15.97,26.84,8
115,12.33,20.64,8.44,17.97,22.39,8
117,13.30,24.52,9.30,19.97,22.99,8
119,13.29,24.47,10.66,21.97,21.33,8
121,14.81,24.47,10.83,23.97,17.78,7
123,16.67,27.49,11.75,25.97,14.74,7
125,17.30,30.70,11.96,27.97,16.49,7
127,14.57,30.50,13.32,29.97,17.03,7
129,16.85,30.50,11.67,31.97,14.97,4
131,14.37,18.48,11.92,33.97,16.83,4
133,13.78,22.64,12.33,35.97,19.31,4
135,17.81,25.08,13.47,37.97,22.27,4
137,18.51,22.87,11.77,32.84,25.09,1
139,12.94,22.87,10.78,34.84,26.17,1
141,13.09,22.87,10.81,36.84,23.12,1
143,13.39,22.87,11.93,38.84,25.07,1
145,11.96,19.16,11.28,40.84,25.11,1
147,8.62,17.23,10.48,42.84,20.10,2
149,10.07,23.14,10.87,44.84,19.38,2
151,10.44,24.66,10.01,46.84,19.77,2
153,12.94,31.20,10.94,48.84,25.03,2
155,12.95,30.99,12.07,50.84,29.08,7
157,12.70,30.79,7.99,35.53,31.19,7
159,7.75,14.40,8.23,37.53,32.12,7
161,8.35,17.94,8.06,30.51,35.11,7
163,10.03,17.86,9.20,32.51,33.86,7
165,8.51,12.37,8.70,34.51,31.67,7
167,7.18,12.35,8.35,36.51,32.45,7
169,8.46,16.37,8.79,38.51,28.56,6
171,10.24,23.48,9.82,40.51,23.23,6
173,10.67,25.18,10.92,42.51,23.83,6
175,11.31,25.17,12.46,44.51,25.79,6
177,14.51,24.86,12.17,46.51,28.56,1
179,8.66,18.06,12.62,48.51,26.72,1
181,9.27,18.06,13.11,50.51,27.44,1
183,11.53,18.06,14.61,52.51,29.59,1
185,9.89,18.06,14.11,54.51,29.43,8
187,10.88,22.02,14.78,56.51,27.59,8
189,13.08,29.77,15.44,58.51,27.12,8
191,14.61,31.49,16.92,60.51,21.74,8
193,17.89,31.49,13.38,37.87,17.26,1
195,16.81,25.13,13.05,28.91,13.02,1
197,16.40,30.02,12.92,30.91,9.96,1
199,21.39,37.35,14.21,32.91,9.95,1
201,20.44,41.17,14.62,34.91,8.18,6
203,21.36,50.45,13.67,36.91,10.72,6
205,21.37,50.52,14.41,38.91,16.02,6
207,21.37,50.52,15.28,40.91,22.18,6
209,21.37,50.52,14.21,42.91,23.55,6
211,21.37,50.52,15.28,44.91,25.68,6
213,21.37,50.51,15.66,46.91,28.13,6
215,14.60,19.93,16.00,48.91,29.28,6
217,10.23,17.62,17.05,50.91,26.86,3
219,10.67,17.60,17.95,52.91,23.50,3
221,11.87,17.82,17.04,54.91,24.13,3
223,13.56,24.63,18.11,56.91,23.93,3
225,11.74,29.85,15.47,44.98,23.95,8
227,8.30,16.07,11.39,41.56,21.62,8
229,8.50,17.60,10.80,43.56,20.63,8
231,13.28,24.51,12.16,45.56,22.54,8
233,13.31,22.76,11.12,45.37,20.98,7
235,9.40,26.08,6.78,19.48,19.72,7
237,10.50,30.46,6.84,21.48,19.26,7
239,11.42,32.65,7.87,23.48,24.52,7
241,12.76,36.32,8.90,23.34,28.47,7
243,14.47,36.13,7.58,18.93,31.13,7
245,7.13,11.53,8.06,20.93,32.25,7
247,5.37,11.53,8.82,22.93,27.56,7
249,5.37,11.53,9.35,24.93,25.29,6
251,5.49,11.53,9.32,26.93,21.70,6
253,7.14,12.61,10.54,28.93,24.51,6
255,8.55,17.96,11.75,30.93,31.87,6
257,7.03,15.80,9.79,29.66,33.68,5
259,5.38,16.97,7.38,29.97,31.57,5
261,5.66,16.96,7.43,31.97,35.47,5
263,5.48,17.35,7.00,24.51,36.67,5
265,3.53,9.55,6.51,26.45,33.68,5
267,1.14,4.57,5.70,28.45,23.46,5
269,2.52,5.64,4.69,30.45,15.69,2
271,6.16,15.92,5.80,32.45,11.03,2
273,9.32,20.88,6.65,34.45,19.06,2
275,9.46,22.53,7.16,36.45,24.86,2
277,9.10,21.09,7.07,38.45,32.34,2
279,5.02,10.73,8.00,40.45,32.86,4
281,5.01,10.73,8.77,42.45,30.54,4
283,5.01,10.73,8.59,44.45,25.14,4
285,5.18,10.73,9.44,46.45,28.51,4
287,5.02,10.26,10.30,48.45,29.61,7
289,1.76,7.03,4.87,19.85,26.21,7
291,3.62,14.47,4.76,21.85,23.07,7
293,4.93,17.46,5.32,23.85,27.06,7
295,5.66,17.43,5.96,25.85,35.74,6
297,4.66,11.98,2.01,12.80,34.83,6
299,3.22,12.08,2.14,11.98,32.21,6
301,5.96,17.57,2.69,13.98,33.82,6
303,6.99,18.24,3.34,15.98,36.64,8
305,4.38,7.90,3.66,17.98,37.70,8
307,2.55,4.82,3.94,19.98,34.03,8
309,4.73,4.82,4.80,21.98,37.15,8
311,5.31,8.60,5.76,23.98,39.32,3
313,6.68,11.50,6.09,25.98,39.45,3
315,6.84,11.49,6.81,27.98,37.34,3
317,6.80,11.49,7.67,29.98,35.13,3
319,5.82,11.49,8.92,31.98,30.47,3
321,5.40,11.49,8.83,33.98,25.67,6
323,8.85,15.16,8.16,35.98,22.96,6
325,12.51,20.80,9.49,37.98,20.19,6
327,14.64,23.99,11.16,39.98,16.75,6
329,13.37,29.94,11.79,41.98,14.93,7
331,12.11,30.30,10.85,43.98,11.25,7
333,14.45,34.77,11.31,45.98,15.12,7
335,15.55,36.37,12.88,47.98,18.25,7
337,16.79,38.77,10.05,19.26,21.64,7
339,17.57,41.93,11.46,21.26,24.91,7
341,14.33,28.97,12.25,23.26,25.23,7
343,8.69,17.45,12.62,25.26,22.93,7
345,8.71,17.45,12.99,27.26,18.01,8
347,8.71,17.45,13.86,29.26,9.84,8
349,10.69,22.80,14.53,31.26,11.21,8
351,13.03,23.82,16.09,33.26,16.17,8
353,16.29,28.79,16.99,32.71,22.26,8
355,15.75,25.27,14.14,31.80,25.77,5
357,10.59,25.06,13.82,33.80,28.72,5
359,10.59,25.06,13.81,35.80,26.96,5
361,10.59,25.06,14.72,37.80,30.73,5
363,10.59,25.06,15.98,39.80,28.27,5
365,11.87,29.47,13.43,32.91,27.05,5
367,12.73,27.31,11.60,34.91,24.35,5
369,11.03,23.41,12.40,36.91,20.69,5
371,13.45,24.89,13.01,38.91,17.97,8
373,13.43,24.89,13.27,40.91,15.37,8
375,14.59,24.89,14.63,42.91,13.11,8
377,15.36,24.89,15.99,44.91,12.30,8
379,16.32,24.89,17.35,46.91,12.08,7
381,16.74,24.89,18.18,48.91,12.33,7
383,15.06,24.89,18.11,50.91,9.81,7
385,13.27,24.89,19.62,52.91,10.19,7
387,14.71,24.89,21.27,54.91,14.78,6
389,15.98,24.65,20.97,56.91,16.83,6
391,14.52,24.55,20.48,58.91,18.50,6
393,12.88,24.55,22.12,60.91,22.83,6
395,14.45,24.55,23.25,62.91,27.66,6
397,14.47,24.23,16.20,32.61,28.91,7
399,8.41,16.96,17.16,34.61,25.51,7
401,8.41,16.96,16.40,36.61,21.11,7
403,8.82,16.96,17.97,38.61,21.28,7
405,7.26,16.96,17.09,37.90,20.89,7
407,8.40,16.96,14.57,33.29,17.61,7
409,8.44,16.96,14.98,35.29,15.14,5
411,10.08,18.57,15.85,37.29,14.65,5
413,11.00,18.65,16.96,39.29,18.52,5
415,11.64,18.62,18.10,41.29,26.11,5
417,8.97,16.96,16.81,43.29,28.01,8
419,7.45,16.96,16.39,45.29,32.89,8
421,9.45,22.01,15.88,47.29,36.96,8
423,9.76,23.33,16.85,49.29,38.26,8
425,8.82,19.55,11.05,47.76,39.08,1
427,4.66,10.95,10.27,40.26,32.55,1
429,6.74,14.00,7.27,42.26,27.25,1
431,9.67,22.40,8.38,44.26,24.18,1
433,9.84,16.37,8.70,46.26,25.20,1
435,8.69,20.04,9.92,48.26,19.91,2
437,9.94,23.04,10.85,50.26,15.50,2
439,10.52,23.01,11.33,52.26,20.20,2
441,11.66,23.01,12.77,54.26,22.01,2
443,13.40,23.01,14.24,56.26,23.46,2
445,13.54,21.88,12.91,34.47,22.51,3
447,11.32,21.81,10.22,27.94,20.59,3
449,13.56,21.81,9.48,29.94,26.46,3
451,12.74,23.93,9.85,31.94,26.08,3
453,8.60,23.92,8.29,33.94,20.67,4
455,7.45,23.92,9.41,35.94,21.01,4
457,8.87,25.06,9.29,37.94,22.69,4
459,10.10,30.88,10.41,39.94,20.93,4
461,10.06,30.73,4.56,16.47,20.41,4
463,6.72,15.10,5.40,17.56,22.78,4
465,4.87,11.19,6.24,17.27,16.30,2
